HREF,CONAME,TEL,EMAIL,FAILMSG,BIZADD,DATE_SCRAPED
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2614&sid=89D43E24CC625AD9E14BAA935F389D55,HOKO SDN BHD,089 - 764388,hokogst@teckguan.com,,"1022, JALAN DUNLOP, P.O.BOX 33, TAWAU, 91007 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8281&sid=1531190D999A6845424F23C468FDDFED,SAJIRIA SDN BHD,088 - 497595,marcelcel95@yahoo.com,,"P.O. BOX 22968 LUYANG, KOTA KINABALU  88789 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79291&sid=269672CA1A041961287291A809E0F149,GENIUS THEME SDN BHD,03 - 79819699,oscar@d2u.com.my,,S2-42 THE SCOTT GARDEN 289 JALAN KELANG LAMA 58000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9935&sid=6C6637D163DA948E9F657AE94D5B9DA4,H&T GROUP SDN BHD,088 - 438439,enquiry@hntgroup.com,,"SHOP 2, LOT 10, CHI FATT INDUSTRIAL ESTATE KOTA KINABALU  88400 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6418&sid=F5A5567DA6AEDD036CCE04163871EB03,CUSTOM FOOD INGREDIENTS SDN BHD,04 - 3904077,info@cfigroup.com.my,,"PLOT 8, LORONG JELAWAT 1 KAW PERINDUSTRIAN SEBERANG JAYA SEBERANG PRAI, SEBERANG PRAI UTARA 13700 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94056&sid=FDFF4E5175DC1691F76EDD964C932824,BMS PRODUCTS SDN BHD,016 - 7615223,bms32888@gmail.com,,"NO. 37 , JALAN BAKAWALI 37 TAMAN JOHOR JAYA JOHOR BARU 81100 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5576&sid=3DA9A357398561FFE26D1B9D2C6FBA69,DESA CATTLE (S) SDN BHD,088 - 287223,hen@desaplus.com,,"LOCKED BAG 58, KOTA KINABALU,  88991 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41393&sid=787CD1AF4DEE890491A76F5B51D60817,TAFF HOLDINGS SDN BHD,03 - 55105729,serai.restaurant@gmail.com,,"SERAI THAI RESTAURANT 5, JALAN SENA 3/13A, SECTION 3 SHAH ALAM 40000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37210&sid=4ECD9EA4E77B84035C2BBE395257FCA1,TAFF RECIPE SDN BHD,03 - 21437070,taffrecipe@gmail.com,,"SERAI SATAY BAR LOT P1.08.00, LEVEL 1, PAVILION KL 168, JALAN BUKIT BINTANG 55100 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12976&sid=77567277A72D39797639EA6CF13A254D,SIMPLY CHOCOLATE SDN BHD,088 - 728850,simply-chocolate@live.com,,"LOT 2, TAMAN CENDAWAN SHOPLOT JALAN PENAMPANG KOTA KINABALU 88300 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96607&sid=D2BFAEF8016120E01C44A09AC37C0C21,SUMBER IDAMIJAYA SDN BHD,03 - 61402136,s.idamijaya@hotmail.com,,32 JALAN KATI SECTION U19 TAMAN MEDAN MAS KAMPUNG BARU SUNGAI BULOH SHAH ALAM 40160 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13102&sid=93536B99CBBE6D82EC345ADDCB262A1B,ACHIBAN FOOD INDUSTRIES SDN BHD,03 - 33934829,sales@krogerscookie.com,,"2, JALAN KOPORAT 4B/KU9 TAMAN PERINDUSTRIAN MERU KLANG 42200 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105821&sid=E962742676E297E370F443B2AB1869A3,SUN EMPIRE RESOURCES PLT,017 - 3281814,sunempire.r@gmail.com,,12 JALAN DAMAI 1/8 SERDANG HEIGHTS SEKSYEN 1  43300 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11569&sid=9796706D1D3C42F7D5A9D91000A7B660,YAN ZHI ENTERPRISE,03 - 33621938,yan_zhi@asia.com,,18 JALAN SETIA DAGANG U13/AK SHAH ALAM 40170 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11484&sid=CA14DD602826C4E0D279775EBC93698F,DARUL INTELEK SDN BHD,03 - 87362066,intelekdarul@gmail.com,,"GROUND FLOOR, 15, JALAN SECTION 3/9 TAMAN KAJANG UTAMA KAJANG 43000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87289&sid=8B257FFC01F0FFF02FAF0B03F58D77B9,SINCERELY VEGETARIAN FOOD SUPPLIER SDN BHD,03 - 42560161,sincerelyvegetarian@gmail.com,,"LOT 30-32, 34 BATU 7 JALAN ULU KLANG, AMPANG 68000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105827&sid=13AFCA5B72BAE7D33D6822C476E10863,PEGRO GLOBAL EXPORTS (M) SDN BHD,03 - 61422242,vincent@pegroglobal.com,,NO 26-1 JALAN PJU 5/20D THE STRAND KOTA DAMANSARA PETALING JAYA 47810 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105818&sid=B45D367FE56A32E3ADB1BC70A1276CB3,MATSUYA ICE CREAM SDN BHD,03 - 62000660,taki@love-inatural.com,,L-07-01 BLOCK L SOLARIS MONT KIARA NO 2 JALAN SOLARIS MONT KIARA 50480 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105831&sid=4B051106B32D954651E31593E4C6DF3B,MUTAQQIN MARKETING,03 - 38845407,mutaqqinmarketing@yahoo.com,,NO 40 JALAN INDUSTRI 1/6 TAMAN PERINDUSTRIAN USJ 1 SUBANG JAYA 47600 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103219&sid=55C6768C2F2C9F8C64D8A2994CF5CC0A,SANGKAYA (M) SDN BHD,03 - 89399889,hq@sangkaya.co,,NO 3A JALAN MAWAR TAMAN PERINDUSTRIAN BUKIT SERDANG SERI KEMBANGAN 43300 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13879&sid=07213EE7204B04E4C5141E76A7ACF6F5,HOTSB MARKETING SDN BHD,07 - 9311113,hotsb@maknyonya.com,,"1, 1-A & 1-B, JALAN MELAKA RAYA 24 TAMAN MELAKA RAYA 1  75000 MELAKA",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10229&sid=7C056000993476D847DCE57CDC68A43C,GEMINI  FLOUR MILLS (M) SDN BHD,03 - 62580424,gfmsb_23@yahoo.co.in,,"DD 5 & 6, JALAN TEROLAK, TAMAN BAMBOO 4 1/4 MILE, JALAN IPOH  51200 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6445&sid=0537B58338C41507F06CD221ED463DF4,P.A. FOOD INDUSTRIES SDN BHD,03 - 87231736,marketing@pa-food.com,,"2A, JALAN P4/7, SECTION 4 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7596&sid=32C09810BAE2E550303986CC8CE408F9,JULANG GLOBAL SDN BHD,03 - 77299322,julangglobal@gmail.com,,"22B, PERSIARAN ZAABA TAMAN TUN DR ISMAIL  60000 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12488&sid=D24D1811EBEC43288E4AC3BE02C44943,FRAGRANCE EXCEL SDN BHD,03 - 78740823,fexcel10@gmail.com,,"16A, JALAN SS 5B/2 KELANA JAYA PETALING JAYA 47301 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3582&sid=DF87931AF744B7D0652E7B07360D40CE,GUAN XENG INDUSTRIES (M) SDN BHD,04 - 4848888,info@ricofood.com.my,,"43 & 44, JALAN MAKMUR 2 TAMAN MAKMUR LUNAS, KULIM 09600 KEDAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5519&sid=3C86DD950702D8136A1B19E4B5E7D703,MING ENTERPRISES,03 - 78746750,mingent@gmail.com,,"4, 1ST FLOOR, JALAN SS 2/66 47300 PETALING JAYA SELANGOR 47300 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84167&sid=BD41B127D7FDDF0F2DEB1855AF2936D6,TG CHOCOLATE OUTLET SDN BHD,03 - 87244188,tg.imbi@gmail.com,,"36, 38 & 40, JALAN MEGA B TAMAN INDUSTRY MEGA SEMENYIH 43500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11192&sid=D0EC05B5FC0BED0243E54B9A16BA3BDC,PENRECON SDN BHD,04 - 5827366,anacomp1919@gmail.com,,"425 VALDOR ESTATE SG BAKAP, SEBERANG PRAI SELATAN PRAI 14200 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106983&sid=9E4610167B79BD3CF5F770A5F71CC7E1,EVERKON SDN BHD,012 - 3293919,everkonsb@gmail.com,,10-6-7 DANAU PERMAI CONDO JALAN 3/109F TAMAN DANAU DESA 58100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11646&sid=23D8405802693F3F31FCF0B0E8AF403B,RASAMEWA ICE-CREAM MANUFACTURER SDN BHD,03 - 87362877,fons@fons.com.my,,"27, JALAN ASA 8 TAMAN ASA JAYA KAJANG 43000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93611&sid=0F785E155FD25637A7C7D8B2F3CB85A6,FEDERAL MALAY SUPPLIERS SDN BHD,03 - 40221010,federalmalaysuppiers@gmail.com,,"NO 8, PERSIARAN 65C PEKELILING BUSINESS CENTRE JALAN PAHANG BARAT 53000 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15395&sid=C89E9CD4EEB91BF1BA06FBD899A3EB60,MAKMUR FOOD INDUSTRIES SDN BHD,05 - 8917579,mf29@gmail.com,,"29, JALAN LOGAM 1 KAW PERUSAHAAN III TAIPING 34600 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11520&sid=C208134D79DD61AA20B032F147E7532A,HUNG THONG FOOD TECHNOLOGY SDN BHD,04 - 5382266,info@hungthong.com,,"10, LORONG PERDA UTAMA 13 BANDAR PERDA BKT MERTAJAM 14000 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87482&sid=CE1BFBF0859C5B419599F3E3CDBBCE2D,YCL GLOBAL RESOURCES SDN BHD,012 - 6550339,yclglobal83@gmail.com,,"LOT 1.40A 1ST FLOOR IMBI PLAZA 28, JALAN IMBI 55100 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3684&sid=721C7478A0E81E1E909139A6C91997A4,FLAVOR INN CORPORATION SDN BHD,03 - 51219598,info@flavorinn.com,,"6, JALAN ANGGERIK MAKARA 31/24 KOTA KEMUNING, SEKSYEN 31 SHAH ALAM 40460 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2747&sid=79342BE89CE4A1893A01A910AA2738E3,MIAOW MIAOW FOOD PRODUCTS SDN BHD,607 - 4556705,phr@miaow.com.my,,"LOT 2907, JALAN SRI BENGKAL PT SENGKUANG, SRI GADING BATU PAHAT 83300 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14184&sid=C2D154E810C7BBB6CE2617F83412DAE5,KOPERASI KELUARGA HAJI SULAIMAN NEGERI SEMBILAN BERHAD,012 - 6482416,sha_yusnur@yahoo.com,,"10, JALAN JED INDAH 1 TAMAN JED INDAH RANTAU 71200 NEGERI SEMBILAN",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73165&sid=7323F5831B7B8973045411AFDCB7B94F,FAIZAL CHICKEN MART,03 - 87407042,faizal314430@gmail.com,,"29-G JALAN PUTRA 9, TAMAN PUTRA KAJANG 43000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82730&sid=B72CA63C3237C23029B824E9F476D62D,INOVASI JUTAWAN SDN BHD,03 - 87374897,ita_produk@yahoo.com,,C18-GB JALAN PRIMA SAUJANA 2/B TAMAN PRIMA SAUJANA SEKSYEN 2 43000 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92471&sid=FD96492467F597425B888621DE57AF24,COCOSCIENCE DISTRIBUTION SDN BHD,03 - 61446260,amandakohvco@gmail.com,,NO 35-2 JALAN PJU 5/11 DATARAN SUNWAY  47810 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35731&sid=DA86B99E77C18E54EC061869884D0DF3,AHIMSA VEGE HEALTH FOOD INDUSTRIES SDN BHD,03 - 87232862,gerald@ahimsa.com.my,,"28-30, JALAN 19/3 PETALING JAYA  46300 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95011&sid=79018FF3A8BBC549A89150D5CF11C6FF,PINOCHU SDN BHD,012 - 6813858,pinochu@outlook.com,,"NO.37, JALAN SEMENYIH INTEGRATED 3, SEMENYIH INTEGRATED INDUSTRIAL PARK, SEMENYIH 43500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34981&sid=107C037D5965F4B5E0815111302CECCC,NBC FOOD INDUSTRIES SDN BHD,04 - 4424227,info@nbcfd.com,,"A87, JALAN 1B-3 KAW PERUSAHAAN MIEL SUNGAI LALANG SUNGAI PETANI 08000 KEDAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96372&sid=9FD263CFF13A3A2657A259CF7462FF46,ARKS GLOBAL SDN BHD,09 - 8591552,arksglobalsb@gmail.com,,K-13707 1ST FLOOR TAMAN CHUKAI UTAMA KEMAMAN 24000 TERENGGANU,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31069&sid=84E4F443BBB2BB771468C12472BF49B7,A1 BEST ONE FOOD MARKETING SDN.BHD.,604 - 3299389,bsoochin@a1-bestone.com,,"18, LORONG MAK MANDIN 5/3 KAWASAN PERINDUSTRIAN MAK MANDIN BUTTERWORTH 13400 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94545&sid=751803E0430087F9B4F1B3695D36F9D2,KASIHKU MARKETING SDN BHD,04 - 7330057,hq@kasihkumarketing.com,,NO 298 LORONG PERAK 14 KAWASAN PERUSAHAAN MERGONG 2 SEBERANG JALAN PUTRA ALOR SETAR 05150 KEDAH,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106204&sid=BB396BCDDD657AF02D45C31C63264E44,UNITED GLOBAL OIL SDN BHD,03 - 62063920,info.unitedglobaloil@gmail.com,,C4-3-1 SOLARIS DUTAMAS JALAN DUTAMAS 1  50480 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63044&sid=928FFDED6B49D445D0BF42DA20F3CBB6,A1 BEST ONE FOOD INDUSTRY SDN BHD,04 - 3299389,bsoochin@a1-bestone.com,,18 LORONG MAK MANDIN 5/3 KAW PERINDUSTRIAN MAK MANDIN 13400 PULAU PINANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107201&sid=6D052786D8D423BED95322FE72305628,JANNAT MANUFACTURING (M) SDN BHD,04 - 4855898,ymc279@yahoo.com,,8 & 9 JALAN BALING PADANG MEHA INDUSTRIAL ESTATE PADANG SERAI 09400 KEDAH,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107202&sid=6563078AC243C116E6B5A39FFC4D31C2,NAS INTERNATIONAL SDN. BHD,018 - 7733042,ZAINAL880.MS@GMAIL.COM,,NO 27 JALAN 9/21D TAMAN IDAMAN 53100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107154&sid=61E0A2BC9D31CCADDC0287B626B7F818,FARMLAND BAKERY (M) SDN BHD,07 - 5959799,taybeehuat@gmail.com,,PLO 67 JALAN PERSIARAN TEKNOLOGI TAMAN TEKNOLOGI JOHOR SENAI 81400 JOHOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107156&sid=AF3A3505C230B7B52CAE38E5DDC12125,NUR IN RESOURCES,018 - 2684670,noranita2013@gmail.com,,42 JALAN P1 3/8 TAMAN PULAI INDAH JOHOR BAHRU 81110 JOHOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56657&sid=11DEF67F6427CE2BAA23193223FF36AD,BEN MART MARKETING SDN BHD,03 - 90803485,info@benmartgroup.com,,"13, JALAN CJ 1/2A CHERAS JAYA, KAWASAN MIEL JALAN BALAKONG, CHERAS 43200 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85247&sid=DDCE6F7299C6127BE12162C802A53F2D,AUZTON VENTURES,03 - 77326383,contact@auzton.com,,"A-12-11, TOWER A, COMPLEX ATRIA DAMANSARA, JALAN SS22/23, DAMANSARA JAYA, PETALING JAYA 47400 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8189&sid=C7D6D8B74B701D8F2A3EF05035D84D99,HWA TAI INDUSTRIES BERHAD,603 - 89645600,management@hwatai.com.my,,"8, JALAN 1/1 TAMAN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107228&sid=DFA1FBCF3B5AFB5824E4FDCF8B2753C7,CASMAT IMPORTER & DISTRIBUTOR,082 - 683616,casmat@brgroup.com.my,,SUBLOT 31 BLOCK 217 BATU KAWAH LIGHT INDUSTRIAL PARK JALAN BATU KAWAH KUCHING 93250 SARAWAK,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107220&sid=CACD5E7B296AE941289310A9427223C5,SOOI KEONG TRADING SDN BHD,03 - 42930028,helen.teong@sooikeong.com.my,,WISMA YSK NO 2 JALAN 6/95B TAMAN CHERAS UTAMA 56100 LABUAN,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106208&sid=F2A244F170E4253D6854DA6E3CA85E8E,VIVA VEGAN PLT,016 - 2205777,daisy@vivavegan2u.com,,LEVEL 23 PREMIER SUITES 1 MONT KIARA NO 1 JALAN MONT KIARA  50480 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95264&sid=0B1D808B94C6D93A101A7EAA1EF15BCE,TECK GUAN TRADING SDN. BHD.,089 - 779955,hoko@teckguan.com,,TECK GUAN REGENCY 318 JALAN ST PATRICK OFF JALAN BELUNU P O BOX 33 91007 SABAH,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107231&sid=822626A6D9FE2D9E50BC7FC2917BEFC6,MIGHTY BAKERY SDN BHD,07 - 8616618,javierkhor@mightywhite.com.my,,"1, 3, 5 & 7 JALAN MASYHUR 2 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81800 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107309&sid=515D57B54C0A26B61F0C871DEFCD4918,MADAM WAY FOOD SUPPLIES SDN BHD,03 - 78868484,info@madamway.com,,NO 11 (GROUND FLOOR) JALAN SS23/11 TAMAN SEA PETALING JAYA 47400 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34696&sid=CC2C2D41408749F6108FBC6B699A1351,SHYAN TRADING (M) SDN BHD,03 - 51315027,info@shyantrading.com,,NO. 10 JALAN SG. TERAP 32/182 SEKSYEN 32 SHAH ALAM 40460 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95122&sid=720E7D72FBDFAE2F16FDF28B173C0A25,SU ZHI HENG VEGETARIAN SDN BHD,019 - 3322939,szhvegetarian@gmail.com,,20 JALAN SETIA IMPIAN U13/5G SETIA ALAM SHAH ALAM 40170 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99972&sid=38EA2AFA82DA1002F4FFFB353C3996BF,CHEF HOSPITALITY SERVICES SDN BHD,03 - 92016284,chef.hospitalityservices@gmail.com,,NO 2-28 JALAN PANDAN PRIMA 2 DATARAN PANDAN PRIMA  55100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92804&sid=BAA086618FCAF3E841A405EBB14FAB89,NUTRISANNE FOOD SDN BHD,04 - 6110829,enquiry@nutrisanne.com,,NO 22 LINTANG BERINGIN 11 OFF JALAN PERMATANG DAMAR LAUT 11960 PULAU PINANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88141&sid=67D622B3EEA9A549B956C32670CFC492,UNIVERSAL GLORY SPECIAL PRODUCTS SDN BHD,012 - 5278283,esoon2008@gmail.com,,"NO. 4 PERSIARAN BANDAR BARU TAMBUN 1 BANDAR BARU TAMBUN, IPOH 31400 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98781&sid=48A2F4C34C87A6A2FC10B68892DE884D,KUT RESOURCES SDN BHD,03 - 40221010,federalmalay@gmail.com,,WISMA FEDERAL MALAY HOLDINGS NO 10 PERSIARAN 65C PEKELILING BUSINESS CENTRE JALAN PAHANG BARAT 53000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39252&sid=B252B9D65DE9F0BFF75C28BB637AD84E,MACKT MERCHANT (M) SDN BHD,03 - 79548661,mcom3@streamyx.com,,"5 BANGUNAN TH, JALAN BERSATU 13/4 PETALING JAYA 46200 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107315&sid=B76C2F7A37B942F37DAC89959932681E,ERVAS FLORES TRADING PLT,012 - 6610235,INFO.AYUFLORES@GMAIL.COM,,SUITE E-13-9 PLAZA MONT KIARA 2 JALAN KIARA MONT KIARA 50480 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33235&sid=00999771D86EEBD9E3BFB51E64955870,SQG USAHAWAN SDN BHD,04 - 7344773,info@e-man.com.my,,"26, JALAN JELATEK 2/2 TAMAN JELATEK ALOR SETAR 05460 KEDAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54922&sid=EC66CD984E98D2291C59B3191C3C1868,WELLTOP FOOD INGREDIENTS SDN BHD,07 - 8632000,sales@welltop.com.my,,"34, 36 & 38, JALAN MUTIARA EMAS 5/17 TAMAN MOUNT AUSTIN JOHOR BAHRU 81100 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63942&sid=1AB5B7F6998613C4BBEE0BD252B8B26E,M BASE MARKETING SDN BHD,03 - 67314841,mbase.marketing@gmail.com,,"3 GROUND FLOOR JALAN 2/116D, KUCHAI EENTERPRENEUR PARK OFF JALAN KUCHAI LAMA 58200 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15160&sid=87C77E12D84ADC3A876A6B8A10DDB19C,MOZZCATO FOOD TRADING,03 - 61270199,mozzcato@yahoo.com,,"6, JALAN 16 SELAYANG BARU  68100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6436&sid=EAF50D1BBE499752AEC8DC5C66EC9B85,GUAN CHONG COCOA MANUFACTURER SDN BHD,07 - 2511588,info@favorich.com,,"PLO 273, JALAN TIMAH 2 PASIR GUDANG  81700 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79472&sid=F99CBA82306002102828131604F19420,ASLAH GLOBAL SDN BHD,019 - 3097619,dazleena@atransglobal.com,,"LOT NO 28-2B, BLOCK C,THE WHARF BIZ HUB JALAN TASIK PRIMA 5/2, TAMAN TASIK PRIMA PUCHONG 47150 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53610&sid=CF68C470DC874FDEF1BAE2B30ED78EB7,COCOAHOUSE INDUSTRIES SDN BHD,03 - 31763010,chi@tsh.com.my,,"LOT 6, JALAN SULTAN HISHAMUDDIN 1/20 KAWPERUSAHAAN SELAT KLANG UTARA PORT KLANG 42000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4109&sid=503BDC3F88CB23F3E48838569EDCC070,KOKO BUDI SDN BHD,07 - 2513962,admin@kokobudi.com.my,,PLO 207 JALAN TEMBAGA SATU PASIR GUDANG 81700 JOHOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14133&sid=8FEF4694B3A44D9EBD2B61D31977E5D3,DONG SIN FOOD SDN BHD,088 - 380408,dongsin@my.jaring.asia,,"LOT 24, 1ST FLOOR HTM INDUSTRIAL ESTATE, KOLOMBONG KOTA KINABALU 88450 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8315&sid=E54938A7A42029966015B19713EE929B,AUN TONG SDN BHD,05 - 8075189,davidtbc1977@yahoo.com,,"8A, ASSAM KUMBANG TAIPING  34000 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70048&sid=AF711510C6A52BFC623E6CC7FDCC84A0,AKTHINA HOLDINGS SND BHD,07 - 5213561,akthinagroup@gmail.com,,109 JALAN PENDIDKAN 6 TAMAN UNIVERSITI SKUDAI 81300 JOHOR,'2017-08-02
