EMAIL,HREF,FAILMSG,CONAME,DATE_SCRAPED,TEL,BIZADD
tony.khow@grandberryl.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83566&sid=4135E0B7B689578C9C9F410E8145D861,,GRAND BERRYL (M) SDN BHD,'2017-08-02,016 - 4423894,"9 & 11, JALAN INDUSTRI IMPIAN TAMAN INDUSTRI IMPIAN BUKIT MERTAJAM 14000 PULAU PINANG"
phoebe@emark.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10698&sid=A350ED3994103D111CF74D998EDC3235,,EXCLUSIVE MARK (M) SDN BHD,'2017-08-02,03 - 55692641,"2, JALAN U1/17, SECTION U1 HICOM GLENMARIE INDUSTRIAL PARK SHAH ALAM 40000 SELANGOR"
sales@eraherbal.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12807&sid=4AD8893DE577532FB663EA463C62A6FE,,ERA HERBAL PRODUCTS SDN BHD,'2017-08-02,03 - 61561101,"LOT 2218, KG JAYA INDUSTRIAL AREA JALAN KUSTA SUNGAI BULOH 47000 SELANGOR"
adli@coffeeland.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13346&sid=B4D97253AF96B6176BFC14D0DA14349F,,COFFEELAND SDN BHD,'2017-08-02,03 - 80652335,"42,42-1,42-2 JALAN PUTERI 5/5 BANDAR PUTERI PUCHONG 47100 SELANGOR"
fauziah@furleybioextracts.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35559&sid=07DCD67D3B58837DC23BF1213CBAA731,,FURLEY BIOEXTRACTS SDN BHD,'2017-08-02,03 - 87243280,"NO.7, JALAN VILLARAYA, VILLARAYA INDUSTRIAL PARK 3, 23RD MILE, JALAN SUNGAI LALANG, SEMENYIH 43500 SELANGOR"
mohdkhairieabdullah@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12782&sid=88E951EF688547743332D5299552357D,,DESA TEA SDN BHD,'2017-08-02,088 - 879226,"MILE 12, JALAN SANDAKAN KG NALAPAK RANAU 89300 SABAH"
fadrol@fikrisz.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10023&sid=6C15EB38E14659A7624A54FBD62E0D69,,FIKRISZ (M) SDN BHD,'2017-08-02,04 - 4304449,"KOMPLEKS KILANG SME BANK LOT 14,LORONG SAGA 1/9 TAMAN PERUSAHAAN SAGA,SUNGAI PETANI 08000 KEDAH"
eric_lee@weritcontec.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72698&sid=52F6FB3DC4450A8037F8349C83E89B01,,WERIT CONTEC ENTERPRISE SDN BHD,'2017-08-02,03 - 80603378,"21 & 23, JALAN BP 5/7 BANDAR BUKIT PUCHONG PUCHONG 47100 SELANGOR"
nunos.legacy@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104845&sid=11D487F01367643C4AC2D06F8061FFF0,,NUNOS LEGACY SDN BHD,'2017-08-02,804 - 0128088804,C-43-2 PUSAT KOMERSIAL ARENA BINTANG SEKSYEN U5 SHAH ALAM 40150 SELANGOR
info@dutasialin.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58439&sid=42D6020DD8FF4FC8ECE64E55672812EC,,DUTA SIALIN BIOTECHNOLOGY SDN BHD,'2017-08-02,010 - 7039393,"3A, FIRST FLOOR, JALAN PAYAMAS TAMAN INDUSTRI PAYAMAS 84900 TANGKAK,JOHOR 84900 JOHOR"
kclim999@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87492&sid=EEC01B07D90249C6682124246ED6C79D,,BAE INTERNATIONAL INC SDN BHD,'2017-08-02,03 - 40438889,LEVEL 21.03 PLAZA PENGKALAN 3RD MILE JALAN IPOH 51100 KUALA LUMPUR
mcmglobal96@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93713&sid=918BB804B8FB8755DD0079F2B4B3DE08,,MCM GLOBAL SDN BHD,'2017-08-02,05 - 2416039,42B JALAN PEH KOH KAMPAR GARDEN IPOH 30250 PERAK
enquiries@dyna-nutrition.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104848&sid=63F85270A878A4738F37687E34DA026E,,DYNAMIC NUTRITION SDN BHD,'2017-08-02,03 - 80812128,18 JALAN INDUSTRI USJ1/6 TAMAN PERINDUSTRIAN USJ1 SUBANG JAYA 47600 SELANGOR
teguhaktiftrading@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105014&sid=4004EFBC0388C20129A3CCA3DE858108,,TEGUH AKTIF TRADING,'2017-08-02,013 - 2226910,NO 26 JALAN SS19/6L SUBANG JAYA  47500 SELANGOR
erapoly@erapoly.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6218&sid=0F3F721C3B01C372C4F5765EC8A9DF47,,ERAPOLY SDN BHD,'2017-08-02,03 - 87237988,"LOT 4089, JALAN P4/8 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR"
rachelwwn@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6521&sid=E48743FC2E4403DC3DEABCA3EAEE7AF9,,WORLDWELLNESS NETWORK SDN BHD,'2017-08-02,03 - 77887791,"21, JLN PJS 5/28B PUSAT DAGANGAN PETALING JAYA SELATAN (PJCC) PETALING JAYA 46150 SELANGOR"
sungwoi57@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92897&sid=C1B7D59C9C7E66277BB2E803162E73C3,,SUNGWOI SDN. BHD.,'2017-08-02,012 - 5326378,NO.10 LORONG KLEDANG TIMUR 15A TAMAN DATARAN KLEDANG INDAH MENGLEMBU 31450 PERAK
mary@alahmaniaa.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104648&sid=0738FFB28C73342E658DBB7AB22DEE6D,,AL AHMANIAA SDN BHD,'2017-08-02,03 - 61395409,35A KOMPLEKS SELAYANG BATU 8 1/2 JALAN IPOH BATU CAVES 68100 SELANGOR
edmund@idealbm.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80304&sid=DFE02D937C1AE9993D552130E4A2A72D,,IDEAL BEVERAGE MARKETING SDN BHD,'2017-08-02,03 - 89644799,"5, JALAN P8, PERDANA 8 KAW PERINDUSTRIAN KAMPUNG BARU BALAKONG SERI KEMBANGAN 43300 SELANGOR"
barnwah.tan@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94481&sid=55C5AB2FB059D0B19F377D7B9BB22D5B,,BARNWAH ENTERPRISE SDN BHD,'2017-08-02,03 - 87245023,NO 8034 JLN P6/2 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR
account2@sayen.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95076&sid=304D18229BE3C87E32FF10BD352B4D33,,SAYEN GLOBAL SDN BHD,'2017-08-02,04 - 2827931,383-A & 384-B JALAN PERAK  11600 PULAU PINANG
magnus@ganofarm.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103943&sid=34533C92A349CD4CDCD3F244C0099D7F,,GANOFARM R&D SDN BHD,'2017-08-02,013 - 2878900,LOT 700 JALAN LAUT MEMBIRU TAMAN PELANGI 42800 SELANGOR
info@sweetheartfood.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73188&sid=C75A11E5983D9AE7B6FF9E489D2B7E39,,SWEET HEART FOOD INDUSTRIES SDN BHD,'2017-08-02,06 - 3163335,LOT 200 ZARINA INDUSTRIAL PARK KAWASAN PERINDUSTRIAN REMBIA ALOR GAJAH MELAKA 78000 MELAKA
michaelmah@xjymc.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74939&sid=5AF13144AA36F2FE17D3D01FA2296CF3,,XIN JU YUAN SDN BHD,'2017-08-02,012 - 3982822,"UNIT NO. C-16-3A, 16TH FLR, BLOCK C EMPIRE DAMANSARA, PJU8/8A DAMANSARA PERDANA 47820 SELANGOR"
winsonskw@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79755&sid=8B752DC9198134328409A876511901A7,,OLICELL GROUP (M) SDN BHD,'2017-08-02,03 - 79726686,"11-G (GROUND FLOOR) 3RD MILE SQUARE 151, BATU 3 1/2, JALAN KELANG LAMA 58100 KUALA LUMPUR"
saiful_umart@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105412&sid=363CE59C4B3AD4578E494BEBE93E0D6D,,U-ALL MART SDN BHD,'2017-08-02,09 - 4677095,LOT 22584 JALAN INTAN NADI KOTA BANDAR JENGKA  26400 PAHANG
global.nathan@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105401&sid=641F79EEEB30F8C7D9FF0554D4B1FE62,,ONE TWO ONE DISTRIBUTIONS SDN BHD,'2017-08-02,03 - 51623200,NO 18 LORONG TELOK BATU 36/4 JALAN BATU 4 1/2 JALAN KEBUN SEKSYEN 36 SHAH ALAM 40470 SELANGOR
bvrage@streamyx.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33330&sid=8DCBC33C5E3EA3E91E3D6FB4594A1F45,,BVRAGE CREATION SDN BHD,'2017-08-02,03 - 51222902,"13, JALAN TABOH 33/22, SECTION 33 SHAH ALAM TECHNOLOGY PARK SHAH ALAM 40400 SELANGOR"
nazeeh347@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98386&sid=97F4314C926FD9E5FB41773BAAD27756,,NAZEH TRADING SDN.BHD.,'2017-08-02,03 - 89596124,SOUTH CITY PLAZA SERDANG PERDANA SERI KEMBENGAN SELANGOR 43300 SELANGOR
sutraventures@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103223&sid=C8C37BC39E673A87B5C04A1584859807,,SUTRA VENTURES,'2017-08-02,04 - 5040804,NO 8 JALAN IKS BUKIT MINYAK 1 TAMAN IKS BUKIT MINYAK BUKIT MERTAJAM 14000 PULAU PINANG
lin@bioa.net,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83335&sid=3943B3F21A75FF44B71B517DE8A4E39C,,BOTANICAL DISTRIBUTION SDN BHD,'2017-08-02,03 - 89251222,"10 JALAN P/9A SECTION 13, BANDAR BARU BANGI 43650 SELANGOR"
jeanniewkm@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98777&sid=DCC243CA913A3B796B7F7DF79ADC5F54,,NUGREEN MALAYSIA SDN BHD,'2017-08-02,03 - 89222075,NO 8 JALAN P10/20 TAMAN INDUSTRI SELAMAN SEKSYEN 10 BANDAR BARU BANGI 43650 SELANGOR
jaclyn@sabahtea.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8000&sid=B131EAF407EB1A24FC51FC186F8A827E,,SABAH TEA SDN BHD,'2017-08-02,088 - 440800,"LOT 83, BLOCK 1-6 SEDCO INDUSTRIAL ESTATE, 5 1/2 MILE JALAN TUARAN, KOTA KINABALU 88450 SABAH"
coffeecatcher@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105414&sid=4A47258289E7A51288F512BF6074A49C,,COFFEE CATCHER SDN BHD,'2017-08-02,012 - 6260820,NO 25-G PUSAT PERDAGANGAN ONE PUCHONG JALAN OP 1/6 OFF JALAN PUCHONG 47160 SELANGOR
iotfood@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65229&sid=0842AC2487C6E31698EF469507475043,,IOT FOOD INDUSTRIES SDN BHD,'2017-08-02,05 - 3211918,"42-44, PERSIARAN PERINDUSTRIAN PENGKALAN 4 KAWASAN PERINDUSTRIAN PENGKALAN, 31500 PERAK"
kitjansolution@yahoo.com.hk,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85915&sid=4634C9D924B31DD83943E20D69EFB5FB,,FEU VERT SDN BHD,'2017-08-02,05 - 2815364,48B JALAN CHE WAN IPOH 30250 PERAK
fomecs@besfomec.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10505&sid=5393D127F1B966215384CDCFAB48DEA3,,BESFOMEC INDUSTRIES SDN BHD,'2017-08-02,06 - 5562709,"LOT 1, KAW PERINDUSTRIAN ALOR GAJAH III DAERAH ALOR GAJAH 78000 MELAKA"
venusfood1@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92904&sid=199DA6D1AC941BE5BBE39E307615F7C7,,VENUS FOOD INTERNATIONAL SDN. BHD.,'2017-08-02,013 - 3464330,NO19A TAMAN EMAS JALAN SIALANG TANGKAK 84900 JOHOR
suhoonong@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84016&sid=9171F943CB2A4189FB1D1407C3EB539D,,DAILY RECIPE INDUSTRIES (M) SDN BHD,'2017-08-02,04 - 5889699,"2060-2061, JALAN PERSEKUTUAN PERMATANG TINGGI LIGHT INDUSTRIAL PARK SEBERANG PERAI TENGAH 14000 PULAU PINANG"
nammiworld@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94238&sid=A461676673151609042A9390DAA7CB07,,NAMMI WORLD SDN. BHD.,'2017-08-02,016 - 2226578,NO 38 JALAN 1/140 TAMAN NAGA EMAS SALAK SOUTH GARDEN 57100 KUALA LUMPUR
info@joyamaze.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89855&sid=32FD967595BDFF0145D0060F52A453C8,,JOYAMAZE SDN BHD,'2017-08-02,04 - 7334198,343 JALAN PERUSAHAAN 2 TAMAN BANDAR BARU MERGONG 05150 KEDAH
kw9global @gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85224&sid=25A05AD3DA7E3D0693B1D569A9C3D1E3,,KW9 GLOBAL SDN BHD,'2017-08-02,012 - 4703075,"1471, LORONG 27 TAMAN RIA SUNGAI PETANI KEDAH 08000 KEDAH"
masternaturalherbal@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94835&sid=0A74DB455411EBB872A0A7E33BDA48D9,,MASTER NATURAL HERBAL SDN BHD,'2017-08-02,07 - 8801999,NO 35 & 37 JALAN KOLAM AIR KOTA TINGGI  81900 JOHOR
sunempire.r@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105821&sid=E962742676E297E370F443B2AB1869A3,,SUN EMPIRE RESOURCES PLT,'2017-08-02,017 - 3281814,12 JALAN DAMAI 1/8 SERDANG HEIGHTS SEKSYEN 1  43300 SELANGOR
big@cloudcatcher.asia,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105815&sid=B73096C47EE4E3B01F7AF2B1CEDBCD71,,CLOUD CATCHER SDN BHD,'2017-08-02,03 - 73652515,19 JALAN 51/225A ZON PERINDUSTRIAN PJCT  46100 SELANGOR
yan_zhi@asia.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11569&sid=9796706D1D3C42F7D5A9D91000A7B660,,YAN ZHI ENTERPRISE,'2017-08-02,03 - 33621938,18 JALAN SETIA DAGANG U13/AK SHAH ALAM 40170 SELANGOR
mutaqqinmarketing@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105831&sid=4B051106B32D954651E31593E4C6DF3B,,MUTAQQIN MARKETING,'2017-08-02,03 - 38845407,NO 40 JALAN INDUSTRI 1/6 TAMAN PERINDUSTRIAN USJ 1 SUBANG JAYA 47600 SELANGOR
lowlhsb@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105811&sid=B1F0CD5C39804EE079A0826AF8E5EE78,,LOW LEONG HUAT SDN BHD,'2017-08-02,03 - 61373205,LOT 17489 TAMAN SELAYANG BARU BATU CAVES 68100 SELANGOR
stellaloh@bosupplies.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78548&sid=748A53AAFDFFCFB24BACA8EBAA664764,,BLUE OCEAN SUPPLIES SDN BHD,'2017-08-02,03 - 90578363,75-1 JALAN RADIN BAGUS BANDAR BARU SERI PETALING 57100 KUALA LUMPUR
enquiry.aasynergy@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105824&sid=93A2147A6D959CCD7514CC90B1855BD7,,AA SYNERGY ENTERPRISE,'2017-08-02,04 - 4249833,5 JALAN BERINGIN TAMAN BERINGIN SUNGAI PETANI  08000 KEDAH
sdogsdnbhd@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106037&sid=84613CB61740A13DBDACAE1052310BD3,,SYNERGY UNIVERSAL TRADING,'2017-08-02,03 - 38845407,NO 40 JALAN INDUSTRI 1/6 TAMAN PERINDUSTRIAN USJ 1 SUBANG JAYA 47600 SELANGOR
azizul_adry@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13771&sid=7E6F455116242A3C57DE2684DA41A3D4,,ALKMAAR EDAR SDN BHD,'2017-08-02,019 - 5732188,14A JALAN TUN ABDUL RAZAK IPOH  30100 PERAK
myfidestrade@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106039&sid=7B8DF82C1F8B368FC2D2BAB4C6625060,,FIDES TRADE SDN BHD,'2017-08-02,03 - 62063908,E-3-4 PLAZA DAMAS 60 JALAN SRI HARTAMAS 1 SRI HARTAMAS 50480 KUALA LUMPUR
hicomi98@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59944&sid=C6B5A4D48CE12034DD3660272121A153,,HICOMI INTERNATIONAL SDN BHD,'2017-08-02,05 - 5973246,121 FASA 2 KAW PERINDUSTRIAN SUNGAI SIPUT (U) 31100 PERAK
contact@nowisnext.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106038&sid=2973F88CE8160C1F4068CC47B8DA382E,,NOWISNEXT SDN BHD,'2017-08-02,03 - 62062505,B4-2-3 SOLARIS DUTAMAS NO1 JALAN DUTAMAS 1  50480 KUALA LUMPUR
bworldmark@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92555&sid=E75F9529C7E33E39822E8AE8EF005980,,B WORLD MARKETING SDN. BHD.,'2017-08-02,016 - 4707732,NO29 JALAN DELIMA 1/4 TAMAN SRI DELIMA JURU 14100 PULAU PINANG
hcipoh@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10983&sid=99F05514572CEB75C13A07C2E908B24C,,IPOH HOME'S CAFE SDN BHD,'2017-08-02,05 - 5273833,"20, JALAN PERINDUSTRIAN SILIBIN 1 KAWASAN PERINDUSTRIAN SILIBIN IPOH 30100 PERAK"
fmajail@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104996&sid=38DF1B895D825544635D299821A35DF1,,EQUS ENTERPRISE,'2017-08-02,088 - 720227,LOT 3 2ND FLOOR BLOCK A SEDCO SHOPHOUSES DONGGONGON NEW TOWNSHIP PENAMPANG 89507 SABAH
info@nbcfd.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34981&sid=107C037D5965F4B5E0815111302CECCC,,NBC FOOD INDUSTRIES SDN BHD,'2017-08-02,04 - 4424227,"A87, JALAN 1B-3 KAW PERUSAHAAN MIEL SUNGAI LALANG SUNGAI PETANI 08000 KEDAH"
info@diemduroil.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92025&sid=EA56A3B714811D88DB6163C3A2ECACC8,,DIEM DUROIL SDN BHD,'2017-08-02,03 - 23893657,"SUITE 8-3A-1, 4TH FLOOR, BLOCK 8, QUEENS AVENUE JALAN BAYAM 55100 KUALA LUMPUR"
jimmewong.gst@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82771&sid=B4BF712215808958525AD9CBED9CA2FA,,GOLDEN SYNERGIC TRADING SDN BHD,'2017-08-02,07 - 5099755,"12, JALAN PINGGIRAN 4/2 HORIZON HILLS NUSAJAYA 79100 JOHOR"
info.arroshi@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106201&sid=A5B83BCAA801723953CA8E034BD2FCBF,,AAROSHI (M) SDN BHD,'2017-08-02,03 - 27138216,E1-12-09 PARKLANE OUG APARTMENT JALAN 1/152 OFF JALAN PUCOHNG 58200 KUALA LUMPUR
puahes_sam@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92898&sid=FC901F847F5EEB9A80BCDD603EA820A0,,LU YU TEA & BEVERAGES SDN BHD,'2017-08-02,019 - 6669681,26 JALAN PERMAS 14/2 BANDAR BARU PERMAS JAYA MASAI 81750 JOHOR
boonyap@ckcc.coffee.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5560&sid=0D937FB806DA60A9224DB7E29CC9BB3B,,YAP YU TRADING SDN BHD,'2017-08-02,088 - 428468,P.O. BOX 11449 KOTA KINABALU  88816 SABAH
info@sunvalley.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43722&sid=107C2F08FF39E242143B76D55A38C9F0,,TSK BEVERAGES (M) SDN BHD,'2017-08-02,03 - 33747761,"24,LORONG BESI 4 JALAN TELUK PULAI KLANG 41100 SELANGOR"
mitrafoodindustries@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85775&sid=D3A0B47E23774EA8BDAFC21601DFBAEF,,MITRA FOOD INDUSTRIES SDN BHD,'2017-08-02,09 - 7125989,"LOT 3282-B, JALAN KUALA KRAI BATU 6 KAMPUNG KEDAI MULONG 16010 KELANTAN"
maytaste25@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92892&sid=B7E68D1DA433707AE056081AF2F771FE,,MAYTASTE SDN. BHD.,'2017-08-02,012 - 5338995,NO.15 LALUAN PINGGIRAN SAUJANA 2 TAMAN PINGGIRAN SAUJANA 31000 BATU GAJAH 31000 PERAK
inspire_future@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95505&sid=66FD061D19078A3F9AD8A353A245657E,,INSPIRE FUTURE SDN BHD,'2017-08-02,012 - 4209066,NO 9 TINGKAT 1 JALAN 5C/11 SEKSYEN 5 BANDAR BARU BANGI 43650 SELANGOR
emas@teckguan.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92543&sid=292041E74A646829D8A7A54AFC9A9A34,,HOTEL EMAS SDN BHD,'2017-08-02,089 - 762000,TB2103 NORTH ROAD  91000 SABAH
gillian@royalscent.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93635&sid=58711D9BB4E024BBC0754AC58B12B328,,HOGAWORLD SDN BHD,'2017-08-02,03 - 92841133,BLOCK C-GR-1 GROUND FLOOR MENARA UNCANG EMAS NO 85 JALAN LOKE YEW 55200 KUALA LUMPUR
info@cjcoffee.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51575&sid=8854517A8768FAB36746DE8955FA9012,,CHANG JIANG INTERNATIONAL SDN BHD,'2017-08-02,05 - 3232702,"8 & 16, LEBUH PEGOH TIMUR 8 TAMAN LAPANGAN RIA IPOH 31650 PERAK"
suki@amecrown.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94015&sid=C61E08B8D5F3D9D5A7E81E9A9E98E3F2,,COFFEEBOY 1903 SDN BHD,'2017-08-02,03 - 62430908,A-G-01 GROUND FLOOR BLOCK A VISTA MUTIARA NO 2 JALAN VISTA MUTIARA BATU 6 1/2 OFF JALAN KEPONG 52000 KUALA LUMPUR
oscar@d2u.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79291&sid=269672CA1A041961287291A809E0F149,,GENIUS THEME SDN BHD,'2017-08-02,03 - 79819699,S2-42 THE SCOTT GARDEN 289 JALAN KELANG LAMA 58000 KUALA LUMPUR
mychidosb@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92184&sid=4FF86EB9D4656BB40F304F61A456A7CF,,MYCHIDO SDN BHD,'2017-08-02,012 - 7902756,M1-06E JALAN PEKAN BARU 38 KLANG  41050 SELANGOR
keykok@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93889&sid=42D59CD0474B97C5A19EC70D7E6CCA07,,BARISAN PRESTASI SDN BHD,'2017-08-02,012 - 2634433,"B-2-25, JALAN 1/152 TAMAN OUG PARKLANE 58200 KUALA LUMPUR"
Ong.chiking@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7530&sid=F9654D1C03B5F77C4FD7782CABC058F6,,RADIANCE PERFECT BIO-TECH (M) SDN BHD,'2017-08-02,06 - 7611080,"5B, 2ND FLOOR WISMA RADIANCE JALAN TUN DR ISMAIL, SEREMBAN 70200 NEGERI SEMBILAN"
zentai@ttsint.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98512&sid=5175E1462C9B804CB19FCA70366391A4,,FUSION AGARWOOD (M) SDN. BHD.,'2017-08-02,019 - 4969989,163-D-4 WISMA SERI PERAK JALAN PERAK GEORGETOWN 10150 PULAU PINANG
YLWSIA@GMAIL.COM,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98631&sid=CB7BCF46C714AF35F2AB2AF0AD584B14,,YLW MALAYSIA SDN BHD,'2017-08-02,012 - 5246366,11A JALAN SERI CHERAS 3 TMN SERI CHERAS BATU 9 43200 SELANGOR
suzana0551122@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=107319&sid=66E971630A39547767B5DD13D9A7CA9C,,MAHAGADING SYAZANA ENTERPRISE,'2017-08-02,012 - 7089798,35 KAMPUNG BARU ROMPIN JEMPOL  73500 NEGERI SEMBILAN
elegance138@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69149&sid=4CDA5B91AB61289518B71B84FADDAAAB,,INDEPENDENT ELEGANCE SDN BHD,'2017-08-02,03 - 42701860,"A04/3, 3RD FLOOR, BLOCK A JALAN DAGANG BESAR,TAMAN DAGANG AMPANG 68000 SELANGOR"
mgmnt.zbbsb@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104846&sid=4A257D4E6FDA160976D9F9E6E918982B,,ZEES VALLEY BIOSCIENCE SDN BHD,'2017-08-02,06 - 6852337,BANGUNAN TERMINAL CHEMBONG KAWASAN PERINDUSTRIAN CHEMBONG REMBAU 71300 NEGERI SEMBILAN
baim@fikcles.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98648&sid=BA3618AE51F9EF1AD51247C2505C4D62,,FICKLE FOOD SDN. BHD.,'2017-08-02,03 - 77324885,"11 JALAN WAN KADIR 2, TAMAN TUN DR. ISMAIL  60000 KUALA LUMPUR"
