EMAIL,FAILMSG,TEL,HREF,CONAME,DATE_SCRAPED,BIZADD
general@vata-vm.com,,03 - 55253798,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=45616&sid=5445BF7250EF15236EF40CA72F35A1BA,VATA VM SYNERGY (M) SDN BHD,'2017-08-04,"39-A LEVEL 1 JALAN ANGGERIK VANILLA T31/T, KOTA KEMUNING SEKSYEN 31, SHAH ALAM 40460 SELANGOR"
hardeenjc1@yahoo.com,,03 - 22088786,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96177&sid=4BAD54C92801AABADF7C9CE55A552B1F,JC LAKSAMANA TRADING,'2017-08-04,15A JALAN BANGSAR   59100 KUALA LUMPUR
zehan28@gmail.com,,06 - 9859558,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10565&sid=ACFDC24C820A93B566C9917B3353AD7D,R.C.S. MANUFACTURING SDN BHD,'2017-08-04,PLO 48 JALAN RANI 3 JORAK INDUSTRIES BUKIT PASIR MUAR 84600 JOHOR
chemie.edar@gmail.com,,07 - 3575990,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96523&sid=6A39F69C828039F4186F5349897DBA99,CHEMIE EDAR SDN BHD,'2017-08-04,NO 8 JALAN MUTIARA EMAS 6/5 TAMAN MOUNT AUSTIN 81100 JOHOR
pua@yk.com.my,,03 - 79812076,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96971&sid=9F78AB5126B98624B5951CD398CF55CB,WINSTAR ALUMINIUM MANUFACTURING SDN. BHD.,'2017-08-04,LOT 46A SECTION 92A WISMA NCK 2 3 1/2 MILES JALAN SUNGAI BESI 57100 KUALA LUMPUR
smartfert888@gmail.com,,03 - 31015931,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92846&sid=BF3B8FB2C0F9DD03D06050C7BBCDD35E,SMART FERT SDN BHD,'2017-08-04,PT137998 JALAN PERIGI NENAS 8/7 KAWASAN PERUSAHAAN PULAU INDAH FASA 1 PORT KLANG 42490 SELANGOR
skspecialties01@gmail.com,,084 - 213688,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92845&sid=B4B03F751B699C441B282473FE0AEACC,S K SPECIALTIES SDN. BHD.,'2017-08-04,NO 2 LORONG THEN KUNG SUK 3 UPPER LANANG INDUSTRIAL ESTATE SIBU 96000 SARAWAK
ANKH@NEXTEAMWORK.COM,,03 - 80603123,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85226&sid=D81FEDDE356E29F01AD94B95F0A27D04,NEXTEAMWORK CORPORATION SDN BHD,'2017-08-04,22 & 24 JALAN TPP 5/5 TAMAN PERINDUSTRIAN PUCHONG 47100 SELANGOR
"jesslyn@grp,com.my",,03 - 31765146,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8520&sid=4FF160AA08136881E2927FBFD5FB7589,GRP SDN BHD,'2017-08-04,"LOT 9 SOLOK SULTAN HISHAMUDDIN 7 KAWASAN PERUSAHAAN 20 SELAT KELANG UTARA, PORT KLANG 42000 SELANGOR"
networklaundry@gmail.com,,016 - 3352490,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97264&sid=6ED6DCB553FE12E8588EBF79D22B8AFD,NETWORK LAUNDRY STATION,'2017-08-04,NO 13 TIARA SQUARE JALAN TIARA 2 TAMAN PERINDUSTRIAN UEP SUBANG JAYA 47600 SELANGOR
chulsung.chang@cj.net,,09 - 8302429,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98658&sid=49A5D956E1D4E0B14153D140D477C436,CJ BIO MALAYSIA SDN BHD,'2017-08-04,LOT Q KERTEH BIO POLYMER PARK PHASE 2 MUKIM KERTIH KEMAMAN 24300 TERENGGANU
amconiaga@yahoo.com,,03 - 89573070,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97275&sid=2AEDCDDC5A3F98EDB39752A5EE597E89,AMCO NIAGA SDN BHD,'2017-08-04,NO 43 JALAN DESA SERDANG 4 KAWASAN PERINDUSTRIAN DESA SERDANG SERI KEMBANGAN 43300 SELANGOR
alfred@syg53.com,,05 - 5267231,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14055&sid=DAC1D91E5FB3B3BE963CF5D11FF65EAC,SIN YONG GUAN INDUSTRIES SDN BHD,'2017-08-04,8 SOLOK RISHAH 2 KAWASAN PERINDUSTRIAN SILIBIN IPOH 30100 PERAK
sales@alasiachemical.com,,04 - 5062023,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43955&sid=D912B09960C5A32EBD183E19289F1113,AL ASIA CHEMICAL INDUSTRY SDN BHD,'2017-08-04,"PLOT 348,LORONG PERINDUSTRIAN BUKIT MINYAK 22 PENANG SCIENCE PARK,MUKIM 13, SEBERANG PERAI TENGAH 14100 PULAU PINANG"
info@katantech.com,,13 - 4437500,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83197&sid=31AF85C954942E436643F35A05638D8E,KATANTECH MALAYSIA SDN BHD,'2017-08-04,NO. 8 LORONG INDUSTRI 9 KAWASAN INDUSTRI BUKIT PANCHOR NIBONG TEBAL 14300 PULAU PINANG
izham@naza.com.my,,03 - 26177642,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99086&sid=1E5B94210FEFABDE69F6994407C294A4,DIIZ INDUSTRIES SDN BHD,'2017-08-04,10TH FLOOR MENARA NAZA 115 JALAN RAJA MUDA ABDUL AZIZ KAMPUNG BARU 50300 KUALA LUMPUR
emy242112@gmail.com,,013 - 4868688,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93579&sid=2D3CCCC9CB9464E81052E5E80407536E,ELIT MESTIKA SDN. BHD.,'2017-08-04,8431 SUNGAI DUA  13800 PULAU PINANG
klss@khailien.com.my,,03 - 89222988,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2447&sid=322A143241D545C55175F50499753117,KHAI LIEN SILK SCREEN SUPPLIERS (M) SDN BHD,'2017-08-04,"36, JLN P10/21, SECTION 10 TMN INDUSTRI SELAMAN BANDAR BARU BANGI 43650 SELANGOR"
info@nga.com.my,,012 - 3309964,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99487&sid=7FAC5580AAEA1CF8C8B7B72988C6A0B6,NEW GENERATION AVIATION SDN BHD,'2017-08-04,NO 7 JALAN DAHLIA 6/2 BANDAR BARU SALAK TINGGI SEPANG 43900 SELANGOR
sevenheavenonline@gmail.com,,03 - 91077105,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99082&sid=91A56C98DECE658851DE35B1883BB490,SEVEN HEAVEN ONLINE,'2017-08-04,B1-18 (1ST FLOOR) JALAN 2/142A MEGAN PHOENIX KM10 CHERAS 56000 KUALA LUMPUR
info@hardexworld.com,,09 - 5721060,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10960&sid=7134B77B139BBD12BC83FBF5D750AC8D,HARDEX CORPORATION SDN BHD,'2017-08-04,"NO.2B JALAN IM 3/6 KAWASAN PERINDUSTRIAN INDERA MAHKOTA 3 BANDAR INDERA MAHKOTA, KUANTAN 25200 PAHANG"
scteow@sunjiang.com,,03 - 61571603,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10636&sid=B0D54E748E04F49BFB2A525D170679B6,SUN JIANG TRADING SDN BHD,'2017-08-04,"LOT 2660, KG BARU SG BULOH SG BULOH  47000 SELANGOR"
clifford_yap@averex.com.my,,03 - 77851223,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31662&sid=B9845C98C959746F1713DCAA4E18625D,AVEREX TECHNOLOGY SDN BHD,'2017-08-04,NO.4-1 JLN 7/155 BUKIT JALIL INTEGRATED BUSINESS PARK MUKIM PETALING 58200 KUALA LUMPUR
samson@dynalabgroup.com,,019 - 2130228,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101120&sid=536B4BCEDF1A219EF254FAAACBCCE97F,DYNALAB MARKETING SDN BHD,'2017-08-04,24 JALAN OPERA C U2/C TTDI JAYA 40150 SELANGOR
izzad@kazaza.com,,013 - 9000549,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101014&sid=DD043161DB5FBA8103A0CD37867DE9DD,KAZAZA INTERNATIONAL BHD,'2017-08-04,20 (PT 14389) JALAN PERUSAHAAN 21/KS 05 KAW PERINDUSTRIAN KAMPUNG IDAMAN PEKAN PANDAMARAN PORT KLANG 42000 SELANGOR
admin@thongsheng.com.my,,04 - 5060507,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101680&sid=CA8D83A453D8F87C37AB4DD6F4808087,THONG SHENG FOOD TECHNOLOGY SDN BHD,'2017-08-04,NO 8 KAWASAN INDUSTRI RINGAN PERMATANG TINGGI 4 KAWASAN INDUSTRI RINGAN PERMATANG TINGGI  14100 PULAU PINANG
agroextsuperbio@gmail.com,,07 - 7877034,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94890&sid=714BBC793D382C7FEFF79B9977715A64,AGROEXT SUPERBIO SDN BHD,'2017-08-04,NO 3 JALAN 6 TINGKAT BAWAH TMN PERINDUSTRIAN WAWASAN KLUANG 86000 JOHOR
sales@lavisco-worldwide.com,,017 - 6022993,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101406&sid=FE5BAF026F74DD3ECC10B63B527088A5,LAVISCO WORLDWIDE RESOURCES SDN BHD,'2017-08-04,2-9 JALAN PUTERI 4/8 BANDAR PUTERI PUCHONG 47100 SELANGOR
welllube@gmail.com,,019 - 6472152,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101913&sid=ECC75CEFFB32B77D2301CF8423FBE720,WELL LUBE SUPPLIES,'2017-08-04,NO 32 JALAN 5B DESA SRI JENARIS KAJANG 43000 SELANGOR
marketing@farbentechnique.com,,04 - 5828816,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9967&sid=74A233DAB5467A2EBDC23DA5AE38BB59,FARBEN TECHNIQUE (M) SDN BHD,'2017-08-04,"NO.3 LORONG SERULING 5 KAW PERINDUSTRIAN VALDOR SUNGAI BAKAP, SEBERANG PERAI SELATAN 14200 PULAU PINANG"
jetchin@mamisb.com.my,,03 - 60753933,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101681&sid=5E33330F5D9884205CFD17E5BCA6E966,MINETECH ASPHALT MAN INTERNATIONAL SDN BHD,'2017-08-04,UNIT G-12 GROUND FLOOR FAS BUSINESS AVENUE JALAN PERBANDARAN PETALING JAYA 47301 SELANGOR
hendric@alpeco-petroleum.com,,03 - 89649221,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102319&sid=02ABEA3395CEC2114FBD2A2E536BEB3D,ALPECO PETROLEUM (M) SDN BHD,'2017-08-04,NO 13 JALAN ONE INDUSTRIAL PARK 1 ONE INDUSTRIAL PARK SERI KEMBANGAN 43300 SELANGOR
reveraperfume@gmail.com,,06 - 3500427,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102253&sid=A937FE3003A2C049B400CE9658106C31,REVERA RESOURCES,'2017-08-04,NO 13 JALAN SERI BUANA 4 TAMAN TANGGA BATU PERDANA TANGGA BATU 76400 MELAKA
fatin@felcraniaga.com.my,,03 - 41423036,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90532&sid=28C269019453D8677A9D59545BB9C4E2,FELCRA NIAGA SDN BHD,'2017-08-04,WISMA FELCRA NIAGA NO 10 JALAN USAHAWAN 5 KAWASAN PERUSAHAAN SETAPAK 53200 KUALA LUMPUR
cs@chemibond.com.my,,03 - 78756081,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10096&sid=3AC6831FF4339B23F7E761F96060EE16,BONDING TECHNOLOGY RESOURCES SDN BHD,'2017-08-04,NO.6 JALAN SS 2/1 PETALING JAYA  47300 SELANGOR
sales.acpdmt@alloymtd.com,,03 - 61951348,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81672&sid=CEA1A49006DFA7BB131F4FD5617FC95F,ACP-DMT SDN BHD,'2017-08-04,ALLOYMTD GROUP 1 JLN BATU CAVES BATU CAVES 68100 SELANGOR
waris_nove@yahoo.com,,09 - 5836992,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62784&sid=39196F86CDDBCD86BD3E1CF0A28E42FA,WARIS NOVE SDN BHD,'2017-08-04,B4 BANGUNAN KILANG TABUNG HAJI JLN GEBENG 3/2 KAWASAN PERINDUSTRIAN GEBENG 26080 PAHANG
msia.salesapp@orapi.com.my,,03 - 78053805,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69991&sid=956CB17BCD311EA54BE72BB4C5C946C5,ORAPI APPLIED (M) SDN BHD,'2017-08-04,NO 10 JAPAN PJU3/49 PJU3 SUNWAY DAMANSARA PETALING JAYA 47810 SELANGOR
giftediconsdnbhd@gmail.com,,013 - 3978031,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58270&sid=ADC7100AEFAA2C43D17FC85B9C90DF5D,GIFTED ICON SDN BHD,'2017-08-04,LOT 2-G-51 WISMA RAMPAI JALAN 45/26 TAMAN SRI RAMPAI 53300 KUALA LUMPUR
nr_chemical@yahoo.com,,09 - 7713939,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12925&sid=23B3B279BA2DB98ADD2C874B0DF0FC6D,NR CHEMICAL & ORGANIC INDUSTRY (M) SDN BHD,'2017-08-04,"BLOK 18 A~D KWSN INDUSTRI MARA FASA 3 PENGKALAN CHEPA, KELANTAN  16100 KELANTAN"
biotex@biotex.com.my,,03 - 89223633,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88166&sid=BADBB9AE3E4DDEA31ADDE1FC49AA6234,BT CHEMICALS SDN BHD,'2017-08-04,"LOT 71 JALAN P10/21 SELAMAN INDUSTRIAL PARK, 43650 SELANGOR"
gklee@barrat.com.my,,03 - 80238262,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61931&sid=5DEDA7FA875945DE4F6E4287A672A349,BARRAT INTEGRA SDN BHD,'2017-08-04,43 JALAN USJ 21/11 UEP SUBANG JAYA 47630 SELANGOR
johnhansoei@microbs.com.my,,03 - 56301219,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98392&sid=ACF777B043B42FB8F5E9B728A3516313,MICROBS (M) SDN BHD,'2017-08-04,NO 20 JALAN PJS 11/18 BANDAR SUNWAY 47500 SELANGOR
mmcosmetic@hotmail.com,,07 - 3612331,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92882&sid=C8509CBA66C693F48D75219940A363E0,MM COSMETIC SDN BHD,'2017-08-04,NO 106-01 JALAN MOLEK 2/2 TAMAN MOLEK 81100 JOHOR
sales@elaluminium.com,,06 - 3343641,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100886&sid=DFBED9FC5FB96C70B2A73892619EF02C,EL ALUMINIUM BILLET (M) SDN. BHD.,'2017-08-04,48 JALAN KOTA LAKSAMANA 2/15 TAMAN KOTA LAKSAMANA SEKSYEN 2 75200 MELAKA
jasonleong817@gmail.com,,04 - 3905600,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100790&sid=212219EF5E5BB46E2BC4047EA8CA7B4D,SAINTY OCEAN LINE SDN BHD,'2017-08-04,1025 JALAN CHAIN FERRY TAMAN KIMSAR PERAI 13700 PULAU PINANG
waichan.lau@akzonobel.com,,06 - 9813099,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15333&sid=3FDF2924F4244DA380D4145973CC2702,AKZO NOBEL ADHESIVES SDN BHD,'2017-08-04,NO12 TAMAN PERINDUSTRIAN PARIT BAKAR PARIT BAKAR MUAR 84010 JOHOR
sales@weltolen.com.my,,04 - 3905600,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100791&sid=B1760373F3FA6865CF080D890F60CBDD,WELTOLEN LUBRICANT (M) SDN BHD,'2017-08-04,1025 JALAN CHAIN FERRY TAMAN KIMSAR PERAI 13700 PULAU PINANG
rose_kuan@ensspm.com,,04 - 5084841,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62787&sid=B1159C515ED8EF0C606682199B2ACF28,SHAN POORNAM METALS SDN BHD,'2017-08-04,"PLOT 34 ( NO.1479), LORONG PERUSAHAAN MAJU 6 KAW PERINDUSTRIAN PERAI FASA 4 PERAI 13600 PULAU PINANG"
INTERMED@INTERMEDMANUFACTURING.COM.MY,,03 - 77286440,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93824&sid=9D940C81B5F4E43ACC80611602BD0283,INTERMED MANUFACTURING SDN BHD,'2017-08-04,NO 22B JALAN WAN KADIR 1 TAMAN TUN DR ISMAIL 60000 KUALA LUMPUR
info@polytemasek.com,,07 - 2388128,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=46571&sid=F831A9CDB25EFB12A6DE97614F3AE1D2,POLY TEMASEK SDN BHD,'2017-08-04,NO.9 JLN BANANG 2 TMN JOHOR INDUSTRIAL AREA JOHOR BAHRU 81200 JOHOR
info@pakar.com.my,,03 - 87409728,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82759&sid=5B54C89322C9D5D64F22AFBC16F160DE,PAKAR GO GREEN SDN BHD,'2017-08-04,"PAKAR GO GREEN SDN BHD C-01-11, JALAN SRI KENARI 12 TAMAN SRI KENARI, KAJANG 43000 SELANGOR"
admin@desans.com.my,,012 - 5272676,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98333&sid=4DF4955E768EB224C0823CA54F8BB5E7,DESANS SOLUTIONS SDN BHD,'2017-08-04,"NO 116, JALAN PERDAGANGAN 1, TAMAN UNIVERSITI SKUDAI 81300 JOHOR"
sales@durainternational.com,,03 - 22723117,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9547&sid=D2BCB6189622E4CA5815289B5C769CE5,DURA INTERNATIONAL SDN BHD,'2017-08-04,"WISMA LEOPAD, 2ND FLOOR NO. 5 BRICKFIELDS JALAN TUN SAMBANTHAN BRICKFIELDS 50470 KUALA LUMPUR"
nijue@yahoo.com,,03 - 51229501,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82841&sid=2E0BAFDDA9BA02C7F8576056A0F95738,CREATIVE CLEANING SOLUTION,'2017-08-04,"8, JALAN ANGGERIK MOKARA 31/52 KOTA KEMUNING SHAH ALAM 40460 SELANGOR"
wryceo@airestec.com,,03 - 62031923,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101006&sid=9DC5DF2AF9815779EC2F9E764BFB3CBA,AIRESTEC INNOVATIONS SDN BHD,'2017-08-04,B-9-10 GATEWAY CORPORATE SUITES GATEWAY KIARAMAS 1 JALAN DESA KIARA MON'T KIARA 50480 KUALA LUMPUR
amita@anokhigroup.com,,012 - 2320823,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99899&sid=A6640A4CAE08717A57E1275930FC2FDE,ANOKHI SDN BHD,'2017-08-04,SUITE 1.12 1ST FLOOR BLOCK C DAMANSARA INTAN NO 1 JALAN SS 20/27 PETALING JAYA 47400 SELANGOR
akaru65444@yahoo.com,,07 - 3325712,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13007&sid=F0511B13F91CFF0915E5843AF72365DB,HEXAWORTH SALES & SERVICES SDN BHD,'2017-08-04,NO.125A JALAN SRI PELANGI TAMAN PELANGI JOHOR BAHRU 80400 JOHOR
admin@darwisypro.com,,03 - 79545177,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92316&sid=CBF951D86E9F6B13110433E9949CB9DC,DARWISYPRO TECHNOLOGY SDN BHD,'2017-08-04,UNIT 703 BLOCK B PUSAT PERDAGANGAN PHILEO DAMANSARA 1 NO 9 JALAN 16/11 OFF JALAN DAMANSARA 46350 SELANGOR
ss@chenintegrated.com,,012 - 3921933,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92989&sid=D6222DF3F5BD277A12DD85B1795182FF,CHEM INTEGRATED (M) SDN BHD,'2017-08-04,"D5-5-1, BLOCK D5 DANA 1 COMMERCIAL CENTRE JALAN PJU 1A/46, PETALING JAYA 47301 SELANGOR"
kam.synectics@gmail.com,,03 - 33585151,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103006&sid=8D90E25FBD0FDB2F07FD3714CD1BBD61,SYNECTICS AGRICULTURE SDN BHD,'2017-08-04,NO 36-3F JALAN SETIA PERDANA BF U13/BF BANDAR SETIA ALAM SEKSYEN U13 SHAH ALAM 40170 SELANGOR
muhd.azahari@sariroyale.com,,03 - 80231214,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11503&sid=B268334580BD7AFF0AC7217482854CBC,KHIAZH SDN BHD,'2017-08-04,12A JALAN USJ 21/3 UEP SUBANG JAYA 47620 SELANGOR
kamarul.azam@qesb.com.my,,09 - 8633188,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64101&sid=F8A00BB711F9710579B8B072824C8A6D,QUALITEST ENGINEERING SDN BHD,'2017-08-04,"LOT PT5011, TELUK KALONG INDUSTRIAL ESTATE KEMAMAN 24007 TERENGGANU"
senghunghygiene@gmail.com,,017 - 2828782,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103005&sid=DC721F80B838DC2D72D8ECC99B05166F,SENG HUNG HYGIENE SUPPLIES SDN BHD,'2017-08-04,NO 45 JALAN INDUSTRI USJ 1/10 TAMAN PERINDUSTRIAN USJ 1 SUBANG JAYA 47610 SELANGOR
enquiry@sunjiang.com,,03 - 61571603,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85747&sid=54FB18DA018B34FDCB788E11B987094E,SUN JIANG INDUSTRIES SDN BHD,'2017-08-04,LOT 2660 KG BARU SG BULOH  47000 SELANGOR
srasiaresources@gmail.com,,03 - 60388172,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94933&sid=2944FADEC6AABFC45B80AFCA16BD432D,SR ASIA RESOURCES SDN BHD,'2017-08-04,NO 21 JALAN TIAJ TAMAN INDUSTRI ALAM JAYA PUNCAK ALAM 42300 SELANGOR
razali@tenagakimia.com,,03 - 77297464,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9436&sid=67E58EC250EFB77372CC3ED07712D4B1,TENAGA KIMIA SDN BHD,'2017-08-04,NO. 8 JLN SS 22/21 DAMANSARA JAYA PETALING JAYA 47400 SELANGOR
info@sunzen.com.my,,03 - 51218998,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9768&sid=07BCF5D3823A697D6385FAA000E51834,SUNZEN BIOTECH BERHAD,'2017-08-04,11 JLN ANGGERIK MOKARA 31/47 KOTA KEMUNING SHAH ALAM 40460 SELANGOR
hunkaoleo@gmail.com,,05 - 8491648,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85531&sid=5FDC3C2F71766BDA8711FD6329E2D844,HUNKA OLEOCHEMICAL (M)SDN BHD,'2017-08-04,"2,LORONG 6 TAMAN PERUSAHAAN PERKHIDMATAN PENGKALAN TAIPING 34000 PERAK"
megatamirul90@gmail.com,,016 - 2273548,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104645&sid=0F0784AD826CC1CA7BB3E019F35E2AFA,WI AGRO TECHNOLOGIES,'2017-08-04,NO 31 JALAN UBIN TAMAN MELEWAR BATU CAVES 68100 SELANGOR
info@centrionics.com,,03 - 55252568,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94242&sid=F3A6F937FFB885C700166D141FC3BF88,CENTRIONICS SDN BHD,'2017-08-04,NO 23 JALAN SUNGAI JERLUH 32/196 BUKIT KEMUNING SEKSYEN 32 40460 SELANGOR
admin@scentpur.com,,03 - 89326682,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67426&sid=8943D9A829FE636CD12D914D8C7E1529,SCENT PUR MANUFACTURING (M) SDN BHD,'2017-08-04,"PLOT 4 PT 2228 & PLOT 7 PT 2229 JLN BATU ARANG BT 23 KG SG BAKAU, RAWANG 48000 SELANGOR"
nazim@versacorp.com.my,,03 - 22820346,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90713&sid=8FC73EDE9BE8C2A3B74BE574B5C4C25D,VERSACORP ENGINEERING SDN BHD,'2017-08-04,"UNIT NO. 23A-02, UOA BANGSAR NO 5, JALAN BANGSAR UTAMA BANGSAR UTAMA 59000 KUALA LUMPUR"
admin@spyke-fuel.com,,03 - 27702853,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101627&sid=AAF13DA20099437F52479E36CA890A71,SPYKE TECHNOLOGIES PLT,'2017-08-04,SUITE 109 LEVEL 1 BLOCK D KELANA SQUARE JALAN SS7/26 KELANA JAYA PETALING JAYA 47301 SELANGOR
jerryyong@exnlube.com,,03 - 77323208,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76508&sid=9333AF4630D4E8D20D8F4E95D9FAAD34,ESIONAL LUBRICANTS MARKETING SDN BHD,'2017-08-04,"W-3A-06 & W-3A-07, LEVEL 3A, WEST WING METROPOLITAN SQUARE, JALAN PJU 8/1 BANDAR DAMANSARA PERDANA, PETALING JAYA 47820 SELANGOR"
custservice@jebco.com.my,,03 - 61578282,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2426&sid=C968E2520B0FF000E126A9C8DE412ED1,KUMPULAN JEBCO (M) SDN BHD,'2017-08-04,LOT 1569 JLN KUSTA KAWASAN PERINDUSTRIAN KG JAYA SUNGAI BULOH 47000 SELANGOR
info@btmetal.com,,03 - 80617402,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12742&sid=85CA1BC091A114388AC7E2BE6A35B9B9,BT METAL (M) SDN BHD,'2017-08-04,"NO.14 JALAN TPP 5/13, SECTION 5 TAMAN PERINDUSTRIAN PUCHONG PUCHONG 47100 SELANGOR"
poonsh@posim.com.my,,03 - 51918599,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11308&sid=7316DDDC40038B66D7F68409F17BD3FD,LION PETROLEUM PRODUCTS SDN BHD,'2017-08-04,"LOT 72 WISMA POSIM, LOT 72 PERSIARAN JUBLI PERAK SECTION 22 SHAH ALAM 40000 SELANGOR"
chencarine@gmail.com,,030 - 0123838030,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96089&sid=3B27F4FB72D10078BEA77906314EDED9,SCIENTIST LAB,'2017-08-04,NO 35 JALAN SETIA INDAH U13/13N SETIA ALAM SHAH ALAM 40170 SELANGOR
