EMAIL,DATE_SCRAPED,HREF,CONAME,BIZADD,FAILMSG,TEL,
hamid@mrenergysolutions.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43192&sid=E647346F4E7BAE81D89E855F5D68153D,MR ENERGY SOLUTIONS SDN BHD,"02-03,LOT 45, 12 MILE JALAN JOHOR BAHRU KOTA TINGGI MUKIM PLENTONG ULU TIRAM 81800 JOHOR",,07 - 8613067,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kokchung.ho@my.alps.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9754&sid=8D004589D8BC865998B4D7766FDA8FB4,ALPS ELECTRIC (MALAYSIA) SDN BHD,"P.T. 10643, NILAI INDUSTRIAL ESTATE NILAI  71800 NEGERI SEMBILAN",,06 - 7991515,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
corp@omegasemicon.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11083&sid=9EA3DBB1B12141F605DBC925C0557908,OMEGA SEMICONDUCTOR SDN BHD,"LOT 6, 8760 BATU BERENDAM FREE TRADE ZONE, PHASE III BATU BERENDAM 75350 MELAKA",,06 - 2822672,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
edmondyeoh@avwelectrical.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43558&sid=31D264824E47EC358E61C59FDD925C89,AVW ELECTRICAL SDN. BHD.,"55, TINGKAT BAWAH, JALAN CEMPAKA 1/2 PERSIARAN CEMPAKA BANDAR AMAN JAYA 08000 KEDAH",,04 - 4482688,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin@taspackprinting.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35924&sid=19273A1B4AA50E76BABBBA2AD92491A3,TASPACK INDUSTRIAL SDN BHD,"1, JALAN INDAH GEMILANG 2 TAMAN PERINDUSTRIAN GEMILANG DESA CEMERLANG 81800 JOHOR",,07 - 8619555,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
yong@smi-e.net,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53469&sid=4422C14C2E35E9346CF418FE2B8C55C1,SMI ELECTRIC AUTOMATION SDN BHD,"SMI ELECTRIC AUTOMATION SDN BHD NO.12-2,JALAN MERBAH 4, BANDAR PUCHONG JAYA 47170 SELANGOR",,03 - 80758889,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
lim@ttelectronic.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=16412&sid=AA6311271D0981E2B1383163BA976DE2,TTE ELECTRONICS SDN BHD,"6, JALAN PERUSAHAAN UTAMA TAMAN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR",,03 - 89622032,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
faizah@federalpower.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4956&sid=65498F509076671EE75E53548C96A9CC,FEDERAL POWER SDN BHD,"LOT 8, JALAN RAGUM 15/17 PO BOX 7016  40702 SHAH SELANGOR",,03 - 55183545,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
letchumy@mimos.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3687&sid=65F8F4A37ABEF013B6F9FE9323C5C692,MIMOS BERHAD,TECHNOLOGY PARK MALAYSIA   57000 KUALA LUMPUR,,03 - 89955000,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hexa@fibon.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3094&sid=7FE128B69A39D47273331E2AF3D6C4B2,CPC POLYPLY INDUSTRIES (M) SDN BHD,"125, JALAN BESAR KLUANG  86000 JOHOR",,07 - 7723030,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ranadigitaltrading@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55385&sid=143C07C562A28CCA14744AF447413C94,RANA DIGITAL TRADING SDN BHD,"BLK B-18-09 PPR, TAMAN MULIA JALAN BUDIMAN 1 BANDAR TUN RAZAK 56100 KUALA LUMPUR",,014 - 9307389,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@lnts.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44073&sid=293208FD1280DB1264A371AD87159E4E,LI TECH SWITCHGEAR (M) SDN BHD,"29, JALAN PBS 14/2 TMN PERINDUSTRIAN BKT SERDANG SERI KEMBANGAN 43300 SELANGOR",,03 - 89417181,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
suzanne@pkelectronics.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2384&sid=6E7598BA1DD4002CA58EAC4A6C5D2E15,PK KINETICS SDN BHD,"76, SENAWANG INDUSTRIAL ESTATE SEREMBAN  70450 NEGERI SEMBILAN",,06 - 6772993,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@ledtech.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53986&sid=A8022EB9DCC9C78F132C212C0C4A7362,MY LED MASTER SDN BHD,53-1 & 55-1 JALAN 7/7A SECTION 7 43650 SELANGOR,,03 - 89255990,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mtd@mtd-i.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15455&sid=6E5C9C93436CB8C41022A173A45718D0,MTD INDUSTRIES SDN BHD,"12, JALAN ISTIMEWA 7 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81800 JOHOR",,07 - 8635518,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sufasb@sufa.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7985&sid=31768BD32CC0A9CCFE01D2D16C469716,SUFA SDN BHD,PLOT 502 KAW PERINDUSTRIAN CENDANA 2 SUNGAI PETANI 08000 KEDAH,,04 - 4236939,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sunflex@sunway.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2387&sid=34F253BC344B1E71A9B85E6BBA8851EA,SUNWAY HYDRAULIC INDUSTRIES SDN BHD,"6, 8 & 10, JALAN SR 4/19 SERDANG RAYA SRI KEMBANGAN 43300 SELANGOR",,03 - 89482622,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
rufftuff@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13974&sid=BAD54C518E0A06E3CDBC0C930F682257,RUFFNTUFF SDN BHD,"LOT 3848, JALAN PERUSAHAAN 4/1 KAW PERINDUSTRIAN CHEMBONG REMBAU 71309 NEGERI SEMBILAN",,06 - 6855166,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
djayabhal@kaltech.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13248&sid=F13BE2DA45566740F53DFD00221176C7,KALTECH SDN BHD,"1, JALAN PALA 8, IMPERIAL INDUSTRIAL PARK PERMATANG TINGGI BKT MERTAJAM 14100 PULAU PINANG",,04 - 5873806,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin@everlast.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8229&sid=EEE7B56A30FED50832B1E59F0A902DC5,SE EVERLAST SDN BHD,"LOT 32, JALAN MODAL 23/2 SECTION 23 SHAH ALAM 40000 SELANGOR",,03 - 55421257,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enquiries@zeito.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11919&sid=811091DA2F7A62DED4DF0EE25AE27E46,ZEITO PLASTIC COMPONENTS SDN BHD,"LOT 19-6, BERSATU INDUSTRIAL COMPLEX JALAN CJ 1/1 CHERAS JAYA CHERAS 43200 SELANGOR",,03 - 90749177,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@ledtech.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38308&sid=71DCE290100DBEA7E9E3CC8F5E53755D,LED TECH SDN BHD,"53-1,JALAN 7/7A SECTION 7 BANDAR BARU BANGI 43650 SELANGOR",,03 - 89255990,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hcgan@firmar.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9475&sid=A9A4FEC8DB48FDE1A9991577A4C2F9A4,FIRMAR PLASTIC INDUSTRIES SDN BHD,PLOT 323 SUNGAI PETANI INDUSTRIAL ESTATE SUNGAI PETANI 08000 KEDAH,,04 - 4411777,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
indeng@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12648&sid=30E6933C10C6457937AB17F08189F698,INDKOM ENGINEERING SDN BHD,"LOT 2, JALAN ASAM JAWA 16/15 SECTION 16 SHAH ALAM 4020 SELANGOR",,03 - 55432388,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@fohfoh.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36886&sid=43646A14530808DF743B19F65C0A60BB,FOH FOH (M) SDN BHD,NO. 6 JALAN PENDAFTAR U1/54 SECTION U1 TEMASYA @ GLENMARIE 40150 SELANGOR,,03 - 55693938,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
vsptech@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13050&sid=64FEE0169A424C3761E0CE5B49E3E603,VSP TECHNOLOGY (M) SDN BHD,"31, JALAN MAJU 5 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM, JOHOR BHARU 81800 JOHOR",,07 - 8675300,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
joyqtc@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30751&sid=9F8B99B4EDB98C3262B28AAD99CB9FEC,QTC TRANSFORMERS MARKETING SDN BHD,"D-2-32, 8 AVENUE, JALAN SG JERNIH 8/1 SECTION 8, PETALING JAYA 46050 SELANGOR",,03 - 79578336,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
carl.hung@seasoncom.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7920&sid=E9214CF65D23C742B0D6EF9B3D2C0025,SEASON COMPONENTS (M) SDN BHD,"11, JALAN 1/57D SEGAMBUT  51200 KUALA LUMPUR",,03 - 62523351,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
debbie@mahkotatech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9576&sid=4D5B94143172E32567B825D4E4FC49AB,MAHKOTA TECHNOLOGIES SDN BHD(FORMERLY KNOWN AS THE GENERAL ELECTRIC COMPANY OF MALAYSIA SE,WISMA MAHKOTA JALAN 215-TEMPLER PETALING JAYA 46050 SELANGOR,,03 - 77811388,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sse@sse.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13241&sid=46E2998DEF573A2DBD871E93D58713E0,SUN SYSTEM ENGINEERING SDN BHD,"LOT 526, JALAN RANTAU PANJANG TELOK PANGLIMA GARANG KUALA LANGAT 42500 SELANGOR",,03 - 31222455,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@luster.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3634&sid=F3CCE57AF8812619B906D729B9293A6E,LUSTER PRECISION ENGINEERING SDN BHD,"PLOT 36 & 37, JALAN PKNK UTAMA KAWASAN PERUSAHAAN SG PETANI  08000 KEDAH",,04 - 4417981,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
wanjamal.malik@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6265&sid=C7FBBC0963FDCACBED885F5D7BA36935,ZELLECO ENGINEERING SDN BHD,"LOT 49 & 50, JALAN INDUSTRI 2/2 RAWANG INTEGRATED INDUSTRIAL PARK RAWANG 48000 SELANGOR",,03 - 60920068,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin@al-pine-inspections.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55536&sid=BF0261075BDAC8CCD5ED12180DD7DDA9,AL PINE UTILITY SERVICES SDN BHD,"9.01, JALAN SETIA 3/9 TAMAN SETIA INDAH JOHOR BAHRU 81100 JOHOR",,07 - 3512012,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ektay@manplug.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14088&sid=402C2215A762F349B365C0339478F49C,MAN PLUG INDUSTRIES SDN BHD,PTD 5366 (K 25-1)JLN PERINDUSTRIAN 3 KAW PERINDUSTRIAN TANJUNG AGAS MUAR 84000 JOHOR,,06 - 9510639,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ho.guankeng@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7455&sid=9A096565B76849755ABF7257F38290C6,WEARNES PRECISION (MALAYSIA)  SDN BHD,"5, JALAN DATUK YUNUS 2 KAW. PERINDUSTRIAN GELANG PATAH LIMA KEDAI 81120 JOHOR",,07 - 5103368,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
tay.kh@nexusled.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44068&sid=AF593C771F1CC2EDA97FFB4DC8F09632,NEXUS SOLID-STATE LIGHTING SDN BHD,"4 & 6, JLN SRI SULONG SLATAN TMN PER SRI SULONG BATU PAHAT 83000 JOHOR",,07 - 4101631,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
phoebe.admin@ipegroup.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7685&sid=185E636E8D92926C781B03ACB1E3FEB8,IPE AUTOMATION SDN BHD,"1, JALAN MAJU 6 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81000 JOHOR",,07 - 8636333,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ahmad_daumi@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10202&sid=D0DA0E075BC51751C0EAF9EED247073C,TEKNO ELEVATOR SDN BHD,"PLOT 3, KAW PERUSAHAAN SG PETANI FASA 4 SG PETANI 08000 KEDAH",,04 - 4413770,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
topledtronics@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31800&sid=E7C848EC0347DF5CF1294EDDDD7760E4,TOP LEDTRONICS ENTERPRISE,"32A, JALAN PERDANA 2/24 PANDAN PERDANA CHERAS 55300 SELANGOR",,03 - 92851991,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
getinassdnbhd@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41226&sid=BF80C826166D00A8C5ED59E681DDA73D,GETINAS SDN BHD,"C-1-0, PLAZA DAMAS 60, JALAN SRI HARTAMAS 1 SRI HARTAMAS 50480 KUALA LUMPUR",,03 - 62034805,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
powersaver@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8331&sid=606BED51A030C044A5AF5CAFE1C2A7F2,MLM VISION ENTERPRISE,"44, JALAN JERAI MAJU 8 TAMAN JERAI MAJU GURUN 08300 KEDAH",,04 - 4682468,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
candy@amlextech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15481&sid=350BFCD4F02C18AAFC1F7EE4F9DFE72F,AMLEX TECHNOLOGY SDN BHD,"13B,LORONG PERINDUSTRIAN BUKIT MINYAK 7 KAW PERINDUSTRIAN BKT MINYAK BKT MERTAJAM, SEBERANG PERAI 14100 PULAU PINANG",,04 - 5013988,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sunkistcom@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57809&sid=A602D9FE5CC8858D0DAB15249F077DD8,FUMORI INDUSTRIES SDN BHD,"LOT 53&57, PESIARAN BUNGA TANJUNG 2 KAW PERUSAHAAN SENAWANG SEREMBAN 70400 NEGERI SEMBILAN",,06 - 6788615,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sunpower@unifi.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57793&sid=47EFACAA34BE16597385772E1CAAB5AF,SUNPOWER TECHNOLOGIES SDN BHD,"48, JALAN UTAMA 1/12 TAMAN PERINDUSTRIAN PUCHONG UTAMA SECTION 1, PUCHONG 47100 SELANGOR",,03 - 80625139,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
jkhm@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13469&sid=4B4C54C87B80E77910FB5A269746FD7E,JUAN KUANG ENERGY SAVER SDN BHD,"10, JALAN FIRMA 1/5 KAW PERINDUSTRIAN TEBRAU 1 JOHOR BAHRU 81100 JOHOR",,07 - 3582846,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ruslanjohari@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7620&sid=5E337447F18C5C10F670E0C045675281,ABR SUPPLY AND SERVICES SDN BHD,"37, LANE SM2B/25, PHASE 2B SERI MANJUNG MANJUNG 32040 PERAK",,05 - 6889731,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
nk_component@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13146&sid=7A20D4EBCAF5E45984BD478BD520E356,N K COMPONENT INDUSTRIES SDN BHD,"19, JALAN SELAT SELATAN 23 SOBENA INDUSTRIAL AREA, JALAN PANDAMARAN PORT KLANG 42000 SELANGOR",,03 - 31689399,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ppi@plaspower.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15597&sid=64A2914EF154300405C529ABF33E7563,PLASPOWER INDUSTRIES (M) SDN BHD,"LOT 1887, BKT BELIMBING JALAN BALAKONG SERI KEMBANGAN 43300 SELANGOR",,03 - 89613388,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sna71@streamyx.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12443&sid=1E975CB2964EF88283106612D3B24819,SOUTH ASIA FIBRE INDUSTRIES SDN BHD,"LOT 69, JALAN PORTLAND TASEK INDUSTRIAL ESTATE IPOH 31400 PERAK",,05 - 2919961,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@powerchoice.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40866&sid=9834648AFC70B47C60110B4DA62EBA8D,POWER CHOICE SDN BHD,PLOT 79 LORONG PERINDUSTRIAN BKT MINYAK 16 KAW PERINDUSTRIAN BKT MINYAK BKT MERTAJAM S.P.T. 14100 PULAU PINANG,,04 - 5077671,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
memisb@po.jaring.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34052&sid=27CE9026634D73306F9565140E2AB254,MAY QUALITY INDUSTRIES SDN BHD,"(FACTORY 2 & 3) TL48, JALAN SRI TANJONG PARIT PINANG SERIBU MUAR 84150 JOHOR",,06 - 9872002,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
cavinw@silverplas.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12959&sid=9410A5023293BAC68527C714AD0F8015,SILVERPLAS INDUSTRIES SDN BHD,"8, JALAN 7/3 KAW PERINDUSTRIAN SERI KEMBANGAN SERI KEMBANGAN 43300 SELANGOR",,03 - 89484663,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@mytsg.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36889&sid=20B2A184614C627FED3250E885CCE573,TENAGA SWITCHGEAR SDN BHD,"LOT 3, JALAN TEKNOLOGI 3/6, SECTION 3 TAMAN SAINS SELANGOR 1 KOTA DAMANSARA, PETALING JAYA 47810 SELANGOR",,03 - 61406520,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
steven.fong@optosem-tech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8318&sid=4ED0E43BBD3DC54698F17BFAFB3978E6,OPTOSEM TECHNOLOGIES SDN BHD,"15, JALAN FIRMA 1 KAW PERINDUSTRIAN TEBRAU 1 JOHOR BAHRU 81100 JOHOR",,07 - 3531953,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
peter.lim@corazasystems.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58545&sid=AD90C9C788199F7C427F1DE942EC2E5E,NORPLUS PRECISION ENGINEERING SDN BHD,"1937-P, KOMPLEKS KILANG SME BANK JANLAN IKS, BUKIT MINYAK BUKIT MERTAJAM, SEBERANG PRAI TENGAH 14000 PULAU PINANG",,04 - 5958722,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
raymond.wong@rmesb.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58909&sid=72987552B197466333E10D46A19DFE94,REACH MEDIA EXPERTS SDN BHD,B-5-8 BLOCK B LEVEL 5 PLAZA MONT KIARA MONT KIARA 50480 KUALA LUMPUR,,03 - 50219248,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hlcheow@tejari.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14343&sid=8B1F1674C5FC9A858D924C273FF16AA4,TEJARI SDN BHD,"667 & 668, MUKIM 13 JALAN SG JURU, JURU BKT MERTAJAM 14100 PULAU PINANG",,04 - 5082000,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sssak@wengzheng.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11673&sid=6D3E5DEFD969CA3C434E0ACB573D9C6D,WENG ZHENG SDN BHD,"LOT 1890, JALAN KPB 9 KAW PERINDUSTRIAN BALAKONG SERI KEMBANGAN 43000 SELANGOR",,03 - 89622228,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enquiry@upeca.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9589&sid=9F9A693C4B3DBC6023E310C5399BC085,UPECA ENGINEERING SDN BHD,"3 & 5, JALAN TPK 2/3 TMN PERINDUSTRIAN KINRARA PUCHONG 47100 SELANGOR",,03 - 80757363,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
kamal@he-cable.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34697&sid=F59DB2C74C6F30F518AF0C8470486A09,HI-ESSENCE CABLE SDN BHD,"2, JALAN PUTERI 5/16 BANDAR PUTERI PUCHONG 47100 SELANGOR",,03 - 80613793,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
bryan@ppbc.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6451&sid=2813FE5930EF1726C4AF05E1DB9BADF2,POWER PLUG BUSDUCT SDN BHD,"LOT 19, JALAN SILC 2 KAWASAN PERINDUSTRIAN SILC NUSAJAYA 80800 JOHOR",,07 - 5321988,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
fareed@i-swift.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48848&sid=E738E76FA7C15CF1EE14939569A5EB00,INNOVATIVE SWIFT SDN BHD,C-G-10 SME TECHNOPRENUER CENTRE 1 2270 JALAN USAHAWAN 2 CYBERJAYA 63000 SELANGOR,,03 - 83203654,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
j.tech0215@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60928&sid=C91E6442D315386B6B626D6988BD0994,J TECH ENTERPRISE,551-A 1ST FLOOR TAMAN MELAKA RAYA 75000 MELAKA,,016 - 3475117,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
julie.ooi@unimechgroup.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3156&sid=5D522AD3D20743398855EB5874A0AF25,UNIMECH ENGINEERING (M) SDN BHD,"WISMA UNIMECH 4934, JALAN CHAIN FERRY BUTTERWORTH 12100 PULAU PINANG",,04 - 3328823,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
randysec@megapower.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42285&sid=B625B651EF4CF17BB0878251E24A3751,MEGAPOWER MANUFACTURING (M) SDN BHD,"LOT 1888, JALAN KPB 7 KAW PERINDUSTRIAN BALAKONG BUKIT BELIMBING, SERI KEMBANGAN 43300 SELANGOR",,03 - 89623333,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ky.keong-kl@cfmholdings.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5614&sid=B67B3B65B89D32C6A26C6A61D106500E,HANTONG METAL COMPONENT (KL) SDN BHD,"LOT 1911-A, KAW PERINDUSTRIAN KG BARU BALAKONG  43300 SELANGOR",,03 - 89618882,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
dencoln@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=49435&sid=C4B4C912C3359F42DD13DB4D493E5DB7,DIGITAL AREA SDN BHD,66-4 CHERAS COMERCIAL CENTRE JALAN 5/101C OFF JALAN KASKAS TAMAN CHERAS 56100 KUALA LUMPUR,,012 - 2111289,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
