CONAME,BIZADD,DATE_SCRAPED,HREF,EMAIL,TEL,FAILMSG
AQINA FRUITS SDN BHD,NO 3 JALAN USAHA 2 LORONG USAHA UTAMA TAMAN PERINDUSTRIAN ULU CHOH 81500 JOHOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96541&sid=64716F2A2A7BF7D86A87290752BF9046,aqina@aqina.com,07 - 6993344,
ONE INGENIOUS SDN BHD,A-5-10 EMPIRE TOWER SS 16/1 SUBANG JAYA 47500 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96505&sid=3DD4E369EE9CAB2C98E5A9C3FF06C465,michael@frozendurian.com,03 - 50331790,
HASIRIA MARKETING SDN BHD,"31-1, 1ST FLOOR JALAN PJS 3/32 TAMAN SRI MANJA, PETALING JAYA 46000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84953&sid=0B69A9F437EE151D4B2271CD9622A8B5,hasiriamarketing@yahoo.com,03 - 77848786,
AGNESSIA BEST FRUITS TRADING,10 LORONG GALING 122 AIR PUTIH KUANTAN 25300 PAHANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96931&sid=88C0B9FBA96FE17B45BC508C4ECA6763,agnessiafruits@gmail.com,018 - 9881000,
NICTRON AGRICULTURE SDN BHD,"C-2(93), JALAN MERBAU PULAS, KAWASAN PERUSAHAAN KUALA KETIL, BALING 09300 KEDAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84906&sid=4ACFB3FC9CB274D4E7CBD290A173A620,wanazlina@nictron.com.my,04 - 4164245,
GREEN WORLD GENETICS SDN BHD,"40, JALAN KIP 10 TAMAN PERINDUSTRIAN KIP KEPONG 52200 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66277&sid=21628FBB62B9AFC3DCA1BEDBD931F1EC,enquiry@gwgenetics.com,03 - 62759903,
YEN PAO LAI (M) SDN BHD,NO 31 A FIRST FLOOR JALAN PUTRA SQUARE 3 (CHINA TOWN) KUANTAN 25200 PAHANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95680&sid=9B07B5F88C3805A38BB9CAE8A553D1F9,alvinckgoh@hotmail.com,09 - 5173236,
RAFULIN VENTURES SDN BHD,"W-7-2, LEVEL 2, WEST WING SUBANG SQUARE BUSINESS PARK JALAN SS15/4G, SUBANG JAYA 47500 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15027&sid=BDDBD4742FD3ECBA1F21041A2126429D,duglas@rventures.com.my,03 - 56123888,
AL ASIA CHEMICAL INDUSTRY SDN BHD,"PLOT 348,LORONG PERINDUSTRIAN BUKIT MINYAK 22 PENANG SCIENCE PARK,MUKIM 13, SEBERANG PERAI TENGAH 14100 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43955&sid=D912B09960C5A32EBD183E19289F1113,sales@alasiachemical.com,04 - 5062023,
JACKSO AGROGREEN SDN BHD,"4.1, 41-2 LRG IMPIANA 1 TAMAN IMPIANA , JLN MERBOK TELUK INTAN 36000 PERAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60478&sid=D334CE07D35FC13D9F4844380C89F293,jacksoconst@yahoo.com,05 - 6216366,
ACE TECH TRADING,"LOB 4, LEVEL 6 PORT KLANG FREE ZONE 42920 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65130&sid=DAC950BFA743D066884D7547A24EF0F2,info@acetech.com.my,016 - 3390836,
QUALITY PRE-MIX (M) SDN. BHD.,64 LEBUH KOTA PERMAI SATU TAMAN KOTA PERMAI BUKIT MERTAJAM S PRAI 14000 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99070&sid=F257AD4D0887BA2A8E11C5ECF138209A,navyblues14@gmail.com,04 - 5070048,
CHIN CHANG SDN BHD,"SD5, BDC INDUSTRIES ESTATE JALAN KOLOMBONG, INANAM KOTA KINABALU 88810 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2958&sid=985D6DEBE98F5FD7C5EE1E4A91E5DA14,chinchangsb@yahoo.com,088 - 422898,
LIAN MAR AGRO SDN BHD,NO 878 TAMAN AMAN LUKUT PORT DICKSON 71010 NEGERI SEMBILAN,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96958&sid=3BB44333187F45CF393877694BA772F2,stjaya80@yahoo.com,016 - 4528888,
DIAMOND HORSE SDN BHD,11 JALAN INDUSTRI BATU CAVES 1/4 TAMAN SRI GOMBAK 68100 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99079&sid=C7249689A5B18D3BA93DDB86188682C1,1diamondhorse@gmail.com,016 - 6972148,
BRANCO INTERNATIONAL SDN BHD,48S JALAN BIDARA 2/5 TAMAN BIDARA BATU CAVES 68100 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99259&sid=96780EF7818EC249B76231E0ACF8AF37,info@gtexgroup.com.my,03 - 61201227,
KOPERASI WALIT BERSATU WILAYAH PERSEKUTUAN BERHAD,28 JALAN 5A TAMAN SETIAWANGSA  54200 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99245&sid=7762519D6E0C6257B5329F453665BB78,jamilahitam@gmail.com,019 - 2121765,
APG PLANTATION SDN BHD,NO 40 JALAN BM6/5D SEKSYEN 6 BUKIT MAHKOTA 43000 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99191&sid=5953B8E8E3EAB4AACF38006E85E5202E,apgplantation@gmail.com,013 - 5073240,
JOCOM MSHOPPING SDN BHD,UNIT 9-1 LEVEL 9 TOWER 3 AVENUE 3 BANGSAR SOUTH 8 JALAN KERINCHI 59200 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99215&sid=9FF01182AFB8FBF7AD98BD52FD32580C,joshua.sew@jocom.my,03 - 22416637,
YNY RESOURCES,NO 5 JALAN SS 19/5B SUBANG JAYA 47500 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99085&sid=4F4E639A118EDC83D39AAFA05614CD1C,stevenchan@kiri.com.my,012 - 9137352,
N-INSPIRASI SDN. BHD.,LOT 5022 KAMPUNG TEPUH JALAN KELANTAN  21060 TERENGGANU,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99256&sid=8CAAABFE58A380FFAAE0D7DB0B80A96B,ninspirasi@gmail.com,09 - 6675469,
NUTRA NEST PLT,28 JLN 5A TAMAN SETIAWANGSA  54200 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=91586&sid=491A2845BD48FE5AB8E164A8CD872E0D,jamilahitam@gmail.com,019 - 2121765,
TRAPIA MALAYSIA SDN BHD,LOT 7296 PARIT BUNTAR INDUSTRIAL ESTATE PARIT BUNTAR 34200 PERAK,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89051&sid=56027DCDA329FAEE0599188CE101712D,enquiry@trapia.com.my,05 - 7163690,
SOFTA MARKETING SDN BHD,"34, 36 & 38 JALAN KANTAN 2A BB7, BANDAR BUKIT BERUNTUNG RAWANG 48300 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80010&sid=577F2ECBDEF62EDDBB72ABB64F77A2F2,softaoceanfoods@live.com,013 - 2222316,
WIDEGROWTH MARINE PRODUCTS SDN. BHD.,PPM 21 ELOPURA  90000 SABAH,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100559&sid=5B5EFB6430D9E9085DE4812BB0133B37,wmp.quality@gmail.com,089 - 224148,
ANZECO PLANTATIONS SDN BHD,BUSINESS SUITE 19A-11-3 LEVEL 11 UOA CENTRE NO 19 JALAN PINANG 50450 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99431&sid=15018D838483CFF360728980B6C70B39,admin@anzecoplantations.com.my,03 - 21668181,
THE MANJUNG MEAT FACTORY SDN BHD,NO 48B JALAN CHE WAN IPOH  30250 PERAK,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99592&sid=CB898FEE5BBBB7BD5B4003C8B9263F05,anand.my@gmail.com,016 - 6045606,
BORNEO YIN WOH SDN BHD,LOT 10A LORONG SANG SURIA JALAN KIANSOM INANAM KOTA KINABALU  88450 SABAH,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90663&sid=A90352BAB3B89B17AD2CAEE3A334140A,borneoyinwoh@gmail.com,013 - 8508535,
KBY AGROTEK,"LOT 41, PETI SURAT 858 KAMPUNG BANGGOL PAK ESAH PASIR PUTEH 16800 KELANTAN",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44655&sid=902397AC11F0A430319E33977AB8B392,kbyagrotek@yahoo.com,09 - 7521336,
VALENS AQUATECH SDN BHD,NO PT 10133 KAWASAN PERINDUSTRIAN AJIL HULU TERENGGANU 21800 AJIL  21800 TERENGGANU,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59997&sid=FF9C2F59D88E9F269BEE153FCB0BD512,admin@valensaquatech.com,09 - 6811537,
AGRICORE CS SDN BHD,"PLOT 122, JALAN PERINDUSTRIAN BUKIT MINYAK 2 KAW PERINDUSTRIAN BUKIT MINYAK, MK. 13 BUKIT MERTAJAM 14100 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82966&sid=E8215826B6F27E6C74AA57E928A83C2D,general@agricore.com.my,04 - 5057733,
FANTASTIC SEAFOOD INDUSTRIES SDN. BHD.,LOT 1744 BATU 13 JALAN PANTAI KUALA KURAU 34350 PERAK,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76655&sid=E084008C4A2F36EC0D0BC23C47032680,bntan-sbhmarine@hotmail.com,05 - 7277788,
THE LEGENDS RESOURCES SDN BHD,"225, JALAN 18/23 TAMAN SRI SERDANG SERI KEMBANGAN 43300 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62792&sid=4498E7541247090B4A711554DEFC1FF0,legendsresources@gmail.com,03 - 89432236,
INTER FRUITS SDN BHD,21 JALAN PERMATA 2B/KS9 TAMAN PERINDUSTRIAN AIR HITAM 41200 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79699&sid=D5FBA4C650C91441D2B7187E61FBED54,karen810206@gmail.com,03 - 31231115,
ALFAHAD FUSION,19 JALAN CENDANA TAMAN PERDANA 83000 JOHOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89049&sid=B15BE6C992C50F6B76ABCF081E6C323F,alfahadfusion@gmail.com,0 - 127912194,
NJ HEALTHY SNACKS ENTERPRISE,"120, JALAN PEGOH BARU 1 TAMAN PEGOH BARU PULAU SEBANG ALOR GAJAH 78000 MELAKA",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85942&sid=73472B204C9DD3E9C03C98C9DCEC16B0,uptrendakses@gmail.com,017 - 6086856,
PELADANG FOOD INDUSTRIES (M) SDN BHD,9-2A 2ND FLOOR UKAY BOULEVARD JALAN LINGKARAN TENGAH DUA HULU KELANG AMPANG 68000 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92880&sid=E1C6A4315ED35B7457267AA3ECA278B4,admin@peladangfood.com.my,03 - 41625776,
KEN KEE (M) SDN BHD,"2A & 6, JALAN SEMTEC 2, SEMTEC PARK, SEMENYIH, 43500 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31056&sid=E89BA65866DD132028E075E997CCB271,jessiecheahsiewhuey@yahoo.com,17 - 00815911,
WR JAYA RESOURCES SDN. BHD.,24 LORONG NANGKA 9 TAMAN DESA DAMAI  14000 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100929&sid=3C31B8CF95E8413325D076BCE34487E6,rahim.wrresources@gmail.com,013 - 4304861,
WANG NUTRITION (M) SDN BHD,"4 & 6 JALAN PERUSAHAAN 1, KAWASAN PERINDUSTRIAN PARIT HULU, BAKRI,MUAR 84200 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5606&sid=5E006A6EAF35F981DD3498276B608D11,sales@gars.com.my,06 - 9863357,
COCO TECH SDN BHD,"NO 01-30 JALAN AUSTIN PERDANA 2/23, TAMAN AUSTIN PERDANA JOHOR BAHRU 81100 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98518&sid=588F98AA45856476DFB75C139B5B4C0C,margret.cocotech@gmail.com,7 - 3510150,
FENG FRUIT PLT,"SUITE #18, LOT PTD 12351 TAMAN TAN SRI YAAKOB JOHOR BAHRU 81200 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87264&sid=949D06A8465CF6F98BA1D44DA462F5D4,fengfruit@yahoo.com,016 - 7612228,
HO HO CHIAK ENTERPRISE,32A JALAN INDAH 8/15 TAMAN BUKIT INDAH NUSAJAYA 81200 JOHOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85690&sid=31BA3E18A7F2ED4E5904B811E3671335,hochiakfoodtrading@gmail.com,019 - 7529318,
ACM MARINTEK SDN BHD,"NO 7, JALAN GEMILANG 6, TAMAN GEMILANG PEKAN NENAS PONTIAN 81500 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42475&sid=46FE44051008968217B46296612B371A,sl.koh@acm-holdings.com,04 - 2912888,
MF FOOD WORLD SDN BHD,"WISMA MAZSONI 53A, JALAN PULAI 21, PULAI UTAMA JOHOR BAHRU 81300 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58510&sid=C9F584A2C7BB4F6C2E7571930A2C3C96,masoni@mp-riceworld.com,07 - 5212072,
ALFALAH FOOD INDUSTRY SDN BHD,"LOT 2303 1, BATU 28, JALAN JOHOR PEKAN NANAS 81500 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82467&sid=8A606FA02619D087199E1303D25D1466,alfalahfood@yahoo.com,07 - 6996799,
AL-THAMIM CRESCENT SDN BHD,"7-02, JALAN SURIA TIGA BANDAR SERI ALAM, MASAI JOHOR BHARU 81750 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15098&sid=021617DE0090DBB46CE6C3C809DE6B87,al_thamimcrescent@yahoo.com,07 - 2551446,
TIP TOP IMPORT & EXPORT ENTERPRISE,"492, TMN SURAYA JALAN KUKUP  82000 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7074&sid=E5E2E64A20CC7F23E7A65A60C21E89B1,tiptop@myjaring.net,07 - 6871078,
REKA INTERGRATED RESOURCES SDN BHD,NO 5-4-2 JALAN 2/50 DIAMOND SQUARE OFF JALAN GOMBAK 53000 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101189&sid=56DCB6FED5C3AE9A512B3998E18EB248,sirahmadshahril@gmail.com,03 - 40216475,
DELIMA EMAS SDN.BHD,"NO 20& 21,JALAN DAHLIA 6/3, NILAI IMPIAN   71800 NEGERI SEMBILAN",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92210&sid=898677BEF24F2D818007950FFDDE08DF,info@delimas.net.my,790 - 7700,
RASTAMAS COLDSTORAGE SDN BHD,"WISMA RASTAMAS, KM 7 JALAN APAS W.D.T. 99, TAWAU 91009 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9513&sid=C5710E101BD517604BCB05BD900BD1CC,manukmas@gmail.com,089 - 913235,
KOK SOON SING ENTERPRISE SDN BHD,"25, 27, 9 & 31, LENGKOK RISHAH 1 KWS. PERINDUSTRIAN SILIBIN  30100 PERAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70142&sid=85EAD0273128EDAE1EA587A4BF298CF8,koksan_lee@hotmail.com,05 - 5270816,
AUTARKY SDN BHD,"378A, JALAN TUANKU ABDUL RAHMAN   50100 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2243&sid=6E335BB46DD220B7232362F2B694C447,kheechoong@gmail.com,03 - 26946013,
HOCK CHIONG HING TRADING SDN BHD,55 JALAN POH YEW LANANG 96000 SIBU 96000 SARAWAK,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67125&sid=B4C90E6F17C8E17AE435DADF49EE4D1D,HCH@OUTLOOK.MY,084 - 338775,
GWG FRESH SDN BHD,NO 40 JALAN KIP 10 TAMAN PERINDUSTRIAN KIP KEPONG 52200 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101404&sid=D495364F5CD666CA62A4B50193D826EF,gfresh@gwgenetics.com,03 - 62759903,
CHIN SAM CHIAP PLANTATION SDN BHD,NO 19-1 JALAN DELIMA 1 PUSAT PERDAGANGAN PONTIAN PONTIAN 82000 JOHOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94331&sid=E43BD31A968886F8808C87813E09D21C,admin@homefresh.com.my,07 - 6521997,
ORIENT ACE TRADING,NO1 JALAN MERPATI 3D DESA MERPATI KALUMPANG KERLING 44100 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101932&sid=665FDA9845B13807F70053001FCAE8D2,acewtk@hotmail.com,03 - 60493457,
THE HOLSTEIN MILK COMPANY SDN BHD,11-1 JALAN PETALING KAW PERINDUSTRIAN LARKIN JOHOR BAHRU 80350 JOHOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98591&sid=76416FEF4842F90D772B9047398DA18F,kkchan@farmfreshmilk.com.my,07 - 2323463,
ARUS PRIMAJAYA SDN BHD,26 JALAN HUSSEIN ABD RAHMAN BENUT  82200 JOHOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62341&sid=432B5EC4435B6CAFCBB7EDD6218F9871,marketingapj@gmail.com,07 - 6901064,
EPPOR-PACK SDN BHD,"2211, JALAN PERMATANG KLING NIBONG TEBAL SEBERANG PRAI SELATAN 14300 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89927&sid=D4CE5051AF9AED7F2D3206506F1CF567,tnyong@epporpack.com,05 - 7161697,
LAPANGAN KUALITI SDN. BHD.,G-02 BLOCK C DAMANSARA INTAN JALAN SS20/27 DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101536&sid=36EB20EEE6FDDD434B287119C1B43F54,pam@lapangankualiti.com,03 - 77283384,
THONG SHENG FOOD TECHNOLOGY SDN BHD,NO 8 KAWASAN INDUSTRI RINGAN PERMATANG TINGGI 4 KAWASAN INDUSTRI RINGAN PERMATANG TINGGI  14100 PULAU PINANG,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101680&sid=CA8D83A453D8F87C37AB4DD6F4808087,admin@thongsheng.com.my,04 - 5060507,
MANDALA EXPORTS,NO21 JALAN ANGGERIK LIPARIS 31/146 KOTA KEMUNING SHAH ALAM 40460 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101906&sid=5CFE1E182B923AA5312F10A4FAB9E979,mandalaexpo60@gmail.com,012 - 4058040,
REGIONAL GESTION (M) SDN BHD,29B JALAN HARMONI 1A/KU3 KRISTAL KLANG COMMERCIAL CENTRE KLANG 41050 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101650&sid=878CE8BBB479019E4DE13A2DB4F22B88,info.regionalgestion@gmail.com,013 - 3399440,
GREENHOUSE ENGINEERING SDN BHD,177 JALAN LAHAT IPOH 30200 PERAK,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85633&sid=FE2B8AF39AC006675324050534E5D7E0,greenhouse_engineering@yahoo.com,012 - 5052870,
MULTI CHOICE (M) SDN BHD,"987, JALAN PERAHAAN KAW PERUSAHAAN PERAI 13600 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81437&sid=AE3AD47C9689C04A16B649BFA83A4793,hucktan@mcm2u.com,04 - 3973678,
MENTARI SALES & DISTRIBUTION SDN BHD,"44, 46 & 48 JALAN PERMAI 2 TAMAN PUCHONG PERMAI BATU 13 PUCHONG 47150 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102058&sid=1DE780A4C33286E12BD312443CCE71E4,mentari.sales1@gmail.com,03 - 56503828,
OCEAN MANTIS TRADING SDN BHD,72 JALAN LEMBANGAN 8/20 SECTION 8 SHAH ALAM 40000 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102085&sid=42D7F0CE92A86280F0680714EB246841,omt3588@gmail.com,16 - 3363588,
DARULIHSAN GLOBAL (M) SDN BHD,23-2 1ST FLOOR JALAN PEGAGA E U12/E DESA ALAM COMMERCIAL CENTRE SHAH ALAM 40170 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98470&sid=A4C617180657E364798F6EAA0DA154D2,mohdrosli.jamaludin56@gmail.com,03 - 33582017,
VENUS UK GLOBAL,B-12-1 FLORA GREEN CONDO JALAN SG LONG BANDAR SG LONG 43000 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102320&sid=F570CDD41A6D4AF45569A74DE5D4DE37,venusUK18@gmail.com,019 - 3868988,
EAST WEST SEAFOODS SDN BHD,"36-B, CHOW THYE ROAD   10050 PULAU PINANG",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30405&sid=42DC1F11AB85DEB9F654A30C99AF960C,info@eastwestseafoods.com,04 - 2290894,
KENASH GLOBAL TRADING SDN BHD,NO D2-18-G JALAN DUTAMAS 2 TAMAN DUTAMAS BALAKONG 43200 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102432&sid=0305F5B29801F1A0E2CACD18598F27BA,info@kenashtrading.com,03 - 90823508,
CHIN SAM CHIAP TRANSPORT SDN BHD,15-1 JLN DELIMA 1 PUSAT PERDAGANGAN PONTIAN PONTIAN 82000 JOHOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95015&sid=86B7C9AA55EC7B726EDFD1089CB7451D,huphengcsc@homefresh.com.my,07 - 6521997,
TRADEWINDS (M) BERHAD,"LEVEL 22, WISMA ZELAN 1, JALAN TASIK PERMAISURI 2 BANDAR TUN RAZAK 56000 KUALA LUMPUR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35456&sid=4ABBB9C8B218FEFB6BE90AA592DA4CDA,hakimi@central-sugars.com.my,03 - 55207777,
HAIKY AQUACULTURE SDN BHD,"LOT 135, 136 & 148, SEDCO INDUSTRIAL ESTATE PHASE 11A, BATU 3, JLN UTARA P.P.M.361, ELOPURA, SANDAKAN 90000 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67903&sid=FEB64B5CF36714F6BB6FF74A7A7D6325,matthew@haiky.com.my,089 - 274666,
DESA INTEGRATED FOOD INDUSTRIES SDN BHD,"LEVEL 3, WEST WING, WISMA 2020 LORONG BELIA, KARAMUNSING KOTA KINABALU 88100 SABAH",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5387&sid=D0A4CEC458F41C6D602F14FD7CB7D1E4,mohammad.zaidyusof@desaplus.com,088 - 287200,
KIM YAM TRADING & COLD STORAGE PRODUCTS  SDN BHD,"4 & 5, JALAN MAJU 1 TAMAN KEKWA, BUKIT SIPUT SEGAMAT 85020 JOHOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12382&sid=72A26927D73F4F649582275E73A3F7D7,enquiry@kimyam.com.my,07 - 9435886,
SUNLIGHT PACIFIC SDN BHD,LOT 1A-6 ANZEN BUSINESS PARK JALAN 4/3A KAWASAN INDUSTRI TAMAN BUKIT MALURI KEPONG 52100 KUALA LUMPUR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105671&sid=7450C734001F2D583195620AB67B5B6B,sunlightpacific.matrade@gmail.com,03 - 62779909,
HUP SUN MARINE PRODUCTS SDN BHD,"LOT 2207, JALAN BAGAN SERAI SIMPANG LIMA PARIT BUNTAR 34200 PERAK",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9381&sid=882B9F42E15A69487B1E046D13152ED1,hupsun2@gmail.com,05 - 7172343,
PEGRO GLOBAL EXPORTS (M) SDN BHD,NO 26-1 JALAN PJU 5/20D THE STRAND KOTA DAMANSARA PETALING JAYA 47810 SELANGOR,'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105827&sid=13AFCA5B72BAE7D33D6822C476E10863,vincent@pegroglobal.com,03 - 61422242,
PAKAR GO GREEN SDN BHD,"PAKAR GO GREEN SDN BHD C-01-11, JALAN SRI KENARI 12 TAMAN SRI KENARI, KAJANG 43000 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82759&sid=5B54C89322C9D5D64F22AFBC16F160DE,info@pakar.com.my,03 - 87409728,
HSH FROZEN FOODS SDN BHD,"BLOCK K, LOT 46903 JALAN TAMAN PERUSAHAAN SELAYANG BATU CAVES 68100 SELANGOR",'2017-08-04,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12082&sid=7EB101F84B64859D3535690ECB6909F6,vivianymy@kanika.com.my,03 - 61377007,
