FAILMSG,BIZADD,HREF,CONAME,DATE_SCRAPED,EMAIL,TEL
,"10, JALAN PALA 8 KAW INDUSTRI PERMATANG TINGGI BKT MERTAJAM 14000 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14216&sid=FF396BACDD268811F2F2C7693BD886BE,AG DIAMOND CORPORATION SDN BHD,'2017-08-02,advgate@streamyx.com,04 - 5873955
,"10.2, LEVEL 10, MENARA GREAT EASTERN 303, JALAN AMPANG  50450 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37300&sid=5AD65DB3E21DB8720559F2B377DD1C08,BIO GREEN BAGS SDN BHD,'2017-08-02,biogreenbags@gmail.com,03 - 42642600
,"5, JALAN UTARID U5 MAH SING INTEGRANTED INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37542&sid=1AA78474E0A9184A186E7F580313DE5D,EURO PLASTICS (MAL) SDN BHD,'2017-08-02,info@euromalaysia.com,03 - 78466301
,"13, MILE 6, OFF JALAN BKT KEMUNING SECTION 34 SHAH ALAM 40470 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41567&sid=7F70DB2ED0A3927FD07C0E9C7A909AD0,UNICAPSEAL SDN BHD,'2017-08-02,unicap@streamyx.com,03 - 51627800
,"15, JALAN 2/118C DESA TUN RAZAK CHERAS 56000 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41568&sid=B0C9799B14F162EA5E6393602583393D,BOOKRAFT SDN BHD,'2017-08-02,bookraft07@yahoo.com,03 - 91737196
,"LOT 45, JALAN DELIMA 1/1 SUBANG HI - TECH INDUSTRIAL PARK SHAH ALAM 40000 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10838&sid=28BE34F63DF6A9573E1F872B1804A437,REXPAK SDN BHD,'2017-08-02,mega@rex.com.my,03 - 56293000
,"5 3/4 MILES, MATANG JAMBU MATANG TAIPING 34750 PERAK",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12943&sid=E86014C3CC892372EFA2A42F9ED26639,MATANG PLASTIC & METAL WORK INDUSTRIES SDN BHD,'2017-08-02,kenwong@matang.com.my,05 - 8471115
,"SD 32, JALAN KIP 10 TAMAN PERINDUSTRIAN KIP  52200 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14232&sid=82EA3D6936CAD16390B539BD656F8A87,NATION PAPER CORPORATION SDN BHD,'2017-08-02,np_adm@live.com,03 - 62766706
,"42A, 42A-1, JALAN KUCHAI MAJU 9 OFF JALAN KUCHAI LAMA KUCHAI ENTREPRENEURS PARK 58200 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15112&sid=B725618AAFAE0A8FB9F038EF1EB40A1C,SAEDI CREATION (M) SDN BHD,'2017-08-02,norman@saedi3d.com,03 - 79809233
,LOT 9 & 10 AIR KEROH INDUSTRIAL ESTATE JALAN USAHA 4 75450 MELAKA,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3420&sid=829F93D821A242CD122A779CCD2CD783,SAN MIGUEL YAMAMURA WOVEN PRODUCTS SDN BHD,'2017-08-02,hafizah.m@sanmiguelwoven.com,06 - 2323898
,"18, JALAN 6/118C DESA TUN RAZAK CHERAS 56000 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7122&sid=1655C90B7BE928B0B38A1594C76084E0,N.E.T. INDUSTRIAL SUPPLIES,'2017-08-02,netistapes@yahoo.com,03 - 91718778
,1218-1220 JALAN SRI PUTRI 3/4 TAMAN PUTRI KULAI 81000 JOHOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42340&sid=B1BA96D58AABC999A70FFBFC70EAF11F,ATTRACTIVE VENTURE (JB) SDN BHD,'2017-08-02,account@avjb.com.my,07 - 6638200
,2 & 4 JALAN BUDI 9/A TAMAN PERINDUSTRIAN WAWASAN BATU PAHAT 83000 JOHOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3534&sid=78E69F9E532BA44AA38ADF59FC2283C6,TC POLYTHENE MANUFACTURING SDN BHD,'2017-08-02,tcpmsb@gmail.com,07 - 4285903
,"LOT 608, JALAN SG. SOP OFF JLN. SG. TEKALI, 14 MILE HULU LANGAT 43100 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11332&sid=26C11F27D5E59DAEA1A20FFF580D543D,TIP CORPORATION SDN BHD,'2017-08-02,sales@tipcorp.com,03 - 90213985
,"3, PERSIARAN BATU GAJAH PERDANA 2 TAMAN BATU GAJAH PERDANA PUSING 31550 PERAK",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43251&sid=8A9A46D2977257ED6AE0983F54560407,MAGNUM PLASTIC INDUSTRY SDN BHD,'2017-08-02,sales@magnumplastic.com,05 - 3633198
,"37, JALAN LAYANG-LAYANG 4 BANDAR PUCHONG JAYA PUCHONG 47100 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15609&sid=A6A858F9BAA75B4FA60CDF53CA3678D2,ACME SEALS (MALAYSIA) SDN BHD,'2017-08-02,acme@acmeseals.com,03 - 58828244
,"84, PENGASAH 3 3 1/2 MILE, OFF JALAN KAPAR KLANG 42100 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36092&sid=CC1DF82E1E339F4C79BCF97FC4CE4F12,VICINITY MICROPOWER SDN BHD,'2017-08-02,vcnity@yahoo.com,03 - 32919290
,"28, JALAN BKT 2 SERI ALAM JOHOR BAHRU 81750 JOHOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12787&sid=6AEA3F9AB99790067748A8889449AC4F,DRAGONPAK INDUSTRIES (M) SDN BHD,'2017-08-02,alanloh@dragonpak.com,07 - 3877788
,"22, LORONG CERMAI 2 TAMAN SAMAGAGAH PERMATANG PAUH, PRAI 13500 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9501&sid=09FECD18F54800FBB888471C6B2C4528,SBS RESOURCES,'2017-08-02,thomasyhl@hotmail.com,04 - 3909212
,"23-1, JALAN USJ 21/1 SUBANG JAYA  47630 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14042&sid=D8B718F31C10A034CE25FCAFA324E470,ZETTAPAC SDN BHD,'2017-08-02,sales@zettapac.com,03 - 80232035
,"11, JALAN 5/37 A TAMAN BKT MALURI INDUSTRIAL AREA KEPONG 52100 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4482&sid=539228B9206F400F9FECD2E21DFF3A64,TELSTAR COMPONENT ENTERPRISE SDN BHD,'2017-08-02,my_telstar@yahoo.com,03 - 62743329
,"10, JALAN SL 14/2 BANDAR SG LONG KAJANG 43000 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37437&sid=B3CFF2C7B38A0FDF1F856D48632CFBE2,ZONSAN MARKETING,'2017-08-02,johnson@zonsan.com,016 - 3691313
,LOT 1437 PENDING INDUSTRIAL ESTATE 3 KUCHING 93450 SARAWAK,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39235&sid=5579A8B17DF1B0D941835A10FF4E4F18,WEES GLOBAL PRODUCTS SDN BHD,'2017-08-02,weesfood@gmail.com,082 - 344212
,LOT PT 12216 JAKAR PHASE III KEMAMAN 24000 TERENGGANU,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11662&sid=7BF522030DE5A3BC3A1A5E5DB4E1D7E7,SUJPLAS SDN BHD,'2017-08-02,sales@sujplas.com.my,09 - 8687150
,"LOT 4934, 5 3/4 MILE JALAN MERU KLANG 41050 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7548&sid=C3792B6A3C66E8FA7A8648137A5F69C1,BAN NGAI ENGINEERING SDN BHD,'2017-08-02,secretary@banngai.com,03 - 33923813
,"LOT 6105,  JALAN HAJI SALLEH OFF JALAN MERU KLANG 41050 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12050&sid=DFF0498385978174465B125155E0C540,MEGAFOAM CONTAINERS ENTERPRISE SDN BHD,'2017-08-02,yenyee@megafoam.com,03 - 33928018
,"3, JALAN PERUSAHAAN 4 KAW PERINDUSTRIAN BERANANG KAJANG 43700 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41119&sid=225C61F1BA3AF0C61E4486148F01F340,MARIWEALTH ENGINEERING & CONSULTANCY SDN BHD,'2017-08-02,sidik@mariwealth.com,03 - 87668870
,19 & 21 JALAN MEGAH 25 TAMAN MEGAH CHERAS 9-1/2 MILE CHERAS 43200 SELANGOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39906&sid=D60F65DD77A37DEFEB14BACFA63D2524,KENZOPLAS INDUSTRIES SDN BHD,'2017-08-02,kzplas@streamyx.com,03 - 90750376
,18-1 JLN KUCHAI MAJU 9 OFF JLN KUCHAI LAMA 58200 KUALA LUMPUR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40698&sid=501FCC87120AAEC32D730F1899F7890A,AEC HOLDINGS SDN BHD,'2017-08-02,info@aec.com.my,03 - 79804128
,"7043, JALAN BAGAN LALLANG KAW PERINDUSTRIAN RINGAN BAGAN LALLANG BUTTERWORTH 13400 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61628&sid=D76F2D625ABE801A6B5CA2E60DA0500B,ASIA PACIFIC PRINTER & PACKER SDN BHD,'2017-08-02,cwchoong@printerpacker.com,04 - 3292868
,"LOT PTD 2020 , BLK B, JLN RAMI 5 KAW PERINDUSTRIAN BUKIT PASIR SG, RAYA , BUKIT PASIR, MUAR 84300 JOHOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31045&sid=D676E9F2EEDFA86A9DE65E6E75022186,LIT SENG MOULDING SDN BHD,'2017-08-02,account@litseng.com,06 - 9859886
,"119, JALAN PUTERI 5/3 BANDAR PUTERI  47100 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51494&sid=DFB36A93680ADE809015F9CD1C472318,PUBLIC AWARD SDN BHD,'2017-08-02,greenconcept.tm@gmail.com,03 - 80687369
,PLO 294 KAW PERINDUSTRIAN SRI GADING BATU PAHAT 83300 JOHOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60943&sid=9B6643E8D60B25F01B9FC21D78B79A29,GREENPAPER PRODUCTS SDN BHD,'2017-08-02,greenpaper@ramatex.com.my,07 - 4559005
,"13B-5, JALAN PJU 1/39 BLOCK D2 DATARAN PRIMA 47301 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60878&sid=7772391FAF08418D9B40661F03245C5A,BICC SOLUTIONS SDN BHD,'2017-08-02,raymond@biccsolutions.com,03 - 78809023
,"LOT 616, MUKIM 12, LADANG VALDOR SUNGAI BAKAP SEBERANG PERAI SELATAN 14200 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61407&sid=1A50E8ACC3096FC2F419DC40BED8E0E9,GOLDEN FRONTIER PACKAGING SDN BHD,'2017-08-02,leong.khor@goldenfrontier.com.my,04 - 5824011
,"1, JALAN BKT 1 KAW MIEL, BANDAR SERI ALAM MASAI, JOHOR BAHRU 81750 JOHOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13472&sid=E35C521F30EF00AFA63B3BEC5C778F49,ST PAPER INDUSTRY SDN BHD,'2017-08-02,stpaper@streamyx.com,07 - 3864023
,48 JALAN SUNGAI PINANG GEORTOWN 10150 PULAU PINANG,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2579&sid=D686BFDF8B5B029F1BD7C1D400F3714E,SOUTH PACIFIC P.V.C. ART PRODUCTION SDN BHD,'2017-08-02,soupac@pacmul.com.my,04 - 2811117
,B63A JALAN 16 CINTA SAYANG RESORT HOME SG PETANI 08000 KEDAH,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9377&sid=C9A37A901CB202E843C600E3647F6BFE,GAN HOR CHYE SDN BHD,'2017-08-02,ghcsb@streamyx.com,04 - 4411777
,"15, PERSIARAN KIP 1 TAMAN PERINDUSTRIAN KIP KEPONG 52200 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11515&sid=FAFEA3CF5FB0867262BF08C9FFA7BD8E,INNOSTATELY (M) SDN BHD,'2017-08-02,angel_cheah@dfprinter.com,03 - 62751711
,"43, JALAN BULAN U5/166 BANDAR PINGGIRAN SUBANG 2 SECTION U5, SHAH ALAM 40150 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50870&sid=DD22843D2643434E8934878E5972A3B8,KINGOYA ENTERPRISE SDN BHD,'2017-08-02,kingoya@gmail.com,03 - 78450187
,"2, JALAN P4/3 BANDAR TEKNOLOGI KAJANG  43500 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6263&sid=98AB0FAD878DBEED5B52758D602D1B6D,WANPOW PLASTIC INDUSTRIES SDN BHD,'2017-08-02,sales@wanpow.com,03 - 87231487
,"2509, JALAN PERUSAHAAN BARU PRAI INDUSTRIAL COMPLEX PRAI 13600 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9730&sid=C6FBE531FB8243F553651DF4B9227E2B,THE PHOENIX PRESS SDN BHD,'2017-08-02,info@phoenix-press.com,04 - 3905042
,"7TH FLOOR, WISMA TT 1, JALAN PJS 8/15, DATARAN MENTARI PETALING JAYA 46150 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51259&sid=C4625C86BD4B1FDF25DD405062B2A1DE,TT FOOD MANUFACTURING SDN BHD,'2017-08-02,ttfm@ttrb.com.my,03 - 56238888
,"1, JALAN INDAH GEMILANG 2 TAMAN PERINDUSTRIAN GEMILANG DESA CEMERLANG 81800 JOHOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35924&sid=19273A1B4AA50E76BABBBA2AD92491A3,TASPACK INDUSTRIAL SDN BHD,'2017-08-02,admin@taspackprinting.com.my,07 - 8619555
,LOT 21927 JALAN HELANG MERAH (JALAN 98) KAW PERINDUSTRIAN KEPONG BARU 52100 KUALA LUMPUR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6504&sid=6D25685E0430C2DBDCB63794A5EED8A5,MALAYSIAN PAPER CARTON MANUFACTURERS SDN BHD,'2017-08-02,mpcmsb1@streamyx.com,03 - 62746611
,"7, JALAN UTARID U5/14, SECTION U5 MAH SING INTEGRATED INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11233&sid=6E722FFF3BBD0A46AB225B03E305004A,FLEXOPRINT (M) SDN BHD,'2017-08-02,geraldchee@gmail.com,03 - 78472668
,"29, JALAN WAWASAN 5/1 PUSAT BANDAR PUCHONG PUCHONG 47100 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12451&sid=D28BBB7C29157BB9DB324137241C42D3,OKG SOLUTIONS,'2017-08-02,yew.eddie@gmail.com,03 - 58827543
,"LOT 3.05, LEVEL 3, 1 FIRST AVENUE, BANDAR UTAMA PETALING JAYA, 47800 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15293&sid=38D9CB9B58E4FDB8FBD9EC4D0723C33D,WEIDA MARKETING SDN BHD,'2017-08-02,ganca@weida.com.my,03 - 79509688
,2-2 LINTANG BATU MAUNG  11960 PULAU PINANG,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=16535&sid=6C0EF43C8BD01C31BA47024593488C13,LHT KITARSEMULA SDN BHD,'2017-08-02,lhtcycle@gmail.com,04 - 6262522
,"1, LORONG KENANGA TAMAN MEDAN KAMUNTING JAYA 2 KAMUNTING 34600 PERAK",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14347&sid=1160F5BE3C71FBAFDCDBD068CA16C8F7,SEA PACIFIC PAPER TECH SDN BHD,'2017-08-02,asdepro@spptsb.com,05 - 8914699
,"33, JALAN PDR 5 PUSAT DAGANGAN DESARIA 2 BALAKONG 43300 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63599&sid=0033418419D9EE1230BDE21CE9F8C2D3,JOTO PACK SDN BHD,'2017-08-02,jotopack@gmail.com,03 - 89623313
,LOT 2  LINGKARAN SULTAN MUHAMAD 1 KWS. PERINDUSTIAN BDR SULTAN SULAIMAN PELABUHAN KLANG 42000 SELANGOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4811&sid=04E39680BD88026EAA84EAC6537FAC6C,KOIKE (M) SDN BHD,'2017-08-02,mdnor@koike.com.my,03 - 31763923
,50-0 LORONG BATU NILAM 21B BANDAR BUKIT TINGGI 2 41200 SELANGOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61928&sid=DE1F8408D799915D6E85B0A158B12046,IROX (M) SDN BHD,'2017-08-02,iroxmsb@gmail.com,03 - 33262633
,"LOT 1812, JALAN KPB 1 KAW PERINDUSTRIAN KG BARU BALAKONG SERI KEMBANGAN 43300 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63923&sid=DD435190DCBD37D3B9876D1D33BFAC1B,SB GLOBAL RESOURCES SDN BHD,'2017-08-02,info@sbgroup.com.my,03 - 89463600
,"C4-G,BLOCK C, JALAN IMPIAN INDAH 1 TAMAN IMPIAN INDAH, BALAKONG 43200 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37274&sid=82E4888D683BD08340A5B040770835B1,PRINTPLAS PRODUCTS SDN BHD,'2017-08-02,printplas@yahoo.com,03 - 89612611
,"62, JALAN TAGO 2 TAMAN PERINDUSTRIAN TAGO KEPONG 52200 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36230&sid=6969F51C35956BEAD93E540476D3316B,PERCETAKAN TENAGA SDN BHD,'2017-08-02,marketing@pt-group.com.my,03 - 62765860
,9 & 11 JALAN SEMANGAT PETALING JAYA 46200 SELANGOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3421&sid=1C9891D788EACBF6D49558729EE645EC,TIEN WAH PRESS (M) SDN BHD,'2017-08-02,winnietan@tienwah.com,03 - 79563866
,"391, JALAN TASEK SIMPANG AMPAT SEBERANG PERAI SELATAN 14120 PULAU PINANG",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6864&sid=1BC361941304977EB41C8F01C2927447,FEDERAL PACKAGES SDN BHD,'2017-08-02,shida@federalpack.com.my,04 - 5886240
,47 JALAN BIDARA 2/5 TAMAN BIDARA BATU CAVES 68100 SELANGOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61895&sid=0ABF79DE143FC082B51B16C23B4A9912,MENG HOW (M) SDN BHD,'2017-08-02,menghow_tracy@hotmail.com,09 - 5178166
,"3-5, THE BOULEVARD OFFICE MID VALLEY CITY LINGKARAN SYED PUTRA 59200 KUALA LUMPUR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12612&sid=51F0D2176C2ACCFEB83411DD2F974593,SANYEI CORPORATION (M) SDN BHD,'2017-08-02,alex@sanyei.com.my,03 - 22820797
,38 JALAN SUNGEI BESI  57100 KUALA LUMPUR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2666&sid=408041580FD155DB4A7182F575A4CCFC,SWEETCO INDUSTRIAL SDN BHD,'2017-08-02,account@sweetco.com.my,03 - 92236828
,P54 TAMAN DESA DAMAI BENTONG 28700 PAHANG,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64712&sid=8CC76FA836F65BBFE213AD5CA87200E7,YAT HOU SDN BHD,'2017-08-02,ann_SyktLeong@yahoo.com,09 - 2233420
,"DOOR 1,3,5,7 & 9, 2ND FLOOR, ADMIN BUILDING B KEMAMAN SUPPLY BASE KEMAMAN 24007 TERENGGANU",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61398&sid=7502A0BDA32F070A67FFC5FC72BBD289,CSE ENGINEERING AND SERVICES SDN BHD,'2017-08-02,jay@cseworldwide.com,09 - 8623540
,37G JALAN PAHAT H 15/H DATARAN OTOMOBIL SECTION 15 40200 SELANGOR,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65060&sid=C93D46D123830732F19AA711754E89DD,GREEN ECOPOLYMER SDN BHD,'2017-08-02,greenkayangan@gmail.com,03 - 55234218
,"11A-2, JLN USJ 10/1F UEP SUBANG JAYA  47620 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41398&sid=9EBF8511B4A207B80671B02A9A64D7C7,JADY CHEMICALS SDN BHD,'2017-08-02,ccng@jadychem.net,03 - 56313913
,"66, 68 & 70, JALAN PERDAGANGAN 16 TAMAN UNIVERSITI INDUSTRIAL PARK SKUDAI 81300 JOHOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10512&sid=369D7AA4A78A50DDC3BABC8071E86368,SUNNY PACKAGING INDUSTRIES SDN BHD,'2017-08-02,kelvinlim@yahoo.com,07 - 5205320
,LOT 950 JLN JALONG SG SIPUT (U)  31100 PERAK,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37325&sid=46C8BAEFD3B172C538D09F2DA9A37BC0,PLAS-TEC INDUSTRIES SDN BHD,'2017-08-02,info@plastec.com.my,05 - 5986014
,"LOT NO.513, JLN PERUSAHAAN 3 BANDAR BARU SG BULOH SG BULOH 47000 SELANGOR",http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36814&sid=4CDD8C7871A49B72C9FBDE9647CF8E43,KL-PP PACKAGING SDN BHD,'2017-08-02,klpp_pack@yahoo.com,012 - 3245835
