HREF,TEL,DATE_SCRAPED,CONAME,BIZADD,FAILMSG,EMAIL
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7570&sid=D9D8A8487F66D036B681B62C16A00C9E,03 - 80622400,'2017-08-02,DOOR MASTER ENTERPRISE,"33, JALAN INDUSTRI MAS TIMAH TAMAN MAS, SEPANG PUCHONG 47100 SELANGOR",,sam@doormaster.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10653&sid=412F9BCCFA14CCC3E6314573899AE8FD,03 - 23000311,'2017-08-02,KOMILL CORPORATION SDN BHD,"40-3, JALAN 28/70A DESA SRI HARTAMAS  50480 KUALA LUMPUR",,export@komill.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7090&sid=06EFBB6F0B2ACECDB5FABC8CB491A8C3,05 - 2827992,'2017-08-02,SOON TAT TIMBER SDN BHD,"PLOT 156, 2ND MILE JALAN LAHAT, MENGLEMBU IPOH 31450 PERAK",,sttimber@tm.net.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3669&sid=B1FE3FF4E5DC63F5669DFDD135071A4E,03 - 55196911,'2017-08-02,SENG HEE TIMBER INDUSTRIES SDN BHD,"LOT 2392, 2ND MILES SG RASA LAMA SECTION 16, SHAH ALAM 40200 SELANGOR",,sales@senghee.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2810&sid=2DBA238ED14052B869A52F23D5F37A14,07 - 9481144,'2017-08-02,EVER PRIME TIMBER INDUSTRY PRODUCTS SDN BHD,2 1/2 MILE JALAN TAMPIN GEMAS 73400 NEGERI SEMBILAN,,eptimber@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3275&sid=5A521E84B83B9D3AAA44AE8EF175326A,09 - 5666888,'2017-08-02,FAME VISA SDN BHD,"B-424, 1ST FLOOR JALAN BESERAH KUANTAN 25300 PAHANG",,futurewoodproducts@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15287&sid=3196EE003D5F8D3991FB6B2E53649015,03 - 56351866,'2017-08-02,PLAINTREE WOOD PRODUCTS SDN BHD,"7, JALAN SS 13/3C SUBANG JAYA INDUSTRIAL SUBANG JAYA 47500 SELANGOR",,jwaychan@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35336&sid=C021F7AA4B05AF1560D9EF93AFF586F2,03 - 91306857,'2017-08-02,JUST PANEL ENTERPRISE,"7, PERSIARAN DESA AMAN 4 TAMAN BAHAGIA CHERAS  56100 KUALA LUMPUR",,product@justpanel.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42103&sid=7B9019698877F6239BEA6481A71B147B,016 - 4455126,'2017-08-02,AKABA MALAYSIA SDN BHD,3-2-5 SRI LATA JALAN 5/25 DESA PETALING 57100 KUALA LUMPUR,,akaba.malaysia@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12485&sid=F9E1BD875504206405574F914FC937DA,03 - 79872828,'2017-08-02,TANGSA CORPORATION SDN BHD,2A JALAN RUKUN 7 TAMAN GEMBIRA 58200 KUALA LUMPUR,,tangsacorp@yahoo.co.uk
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12566&sid=DEC81EED57399B01D7CFA9C9D5D978E5,082 - 867397,'2017-08-02,SYN MIAW ANN TIMBER INDUSTRIES SDN BHD,"LOT 203, BLOCK 14 TAPAH, 22ND MILE KUCHING SERIAN ROAD, KUCHING 94200 SARAWAK",,synmiawann@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41352&sid=CEDC381503FCB640C67C748784328042,04 - 5076271,'2017-08-02,THURGAS INDUSTRIES SDN BHD,"1328, JALAN BUKIT TENGAH TAMAN INDAH BKT MERTAJAM 14000 PULAU PINANG",,thurgas25@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60109&sid=681353F7FEA69F67C90EAB3DECC805A2,03 - 79830036,'2017-08-02,HAYATABENA SDN BHD,"7C-2, FABER PLAZA JALAN DESA JAYA, TAMAN DESA JALAN KELANG LAMA 58100 KUALA LUMPUR",,hayatabena@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43387&sid=C3AFF542A4D16D41E0AF7733FB178F9D,07 - 4091509,'2017-08-02,HUP TAI CHARCOAL (M) SDN BHD,"PSS 143/4, LOT PTD 18737 KG. MOHD. NOR, PARIT SULONG BATU PAHAT 83500 JOHOR",,thsam@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60124&sid=73C350D05DFBB3E8D58FE54686842173,04 - 5883929,'2017-08-02,PELLETFARM SDN BHD,"3, JALAN TAMBUN INDAH 1 TAMAN TAMBUN INDAH SIMPANG AMPAT 14100 PULAU PINANG",,pelletfarm@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43513&sid=506BE99A8D7B368F55562683EA107658,07 - 5996899,'2017-08-02,GPAC TECHNOLOGY (M) SDN BHD,PLO 19 JALAN PERSIARAN TEKNOLOGI TAMAN TEKNOLOGI JOHOR SENAI 81400 JOHOR,,skliew@gpac.com.sg
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14709&sid=1602438E5268A388C7F6B1265999CE92,07 - 8966828,'2017-08-02,KM WON JIN CHARCOAL SDN BHD,"PTB 263, JALAN TUN MUTALIB KAW PERINDUSTRIAN BANDAR TENGGARA BANDAR TENGGARA 81440 JOHOR",,kmwonjin@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13259&sid=0FFB92A53260355D03C22C4F0B1C2B01,082 - 332123,'2017-08-02,KAYUSAR SENDIRIAN BERHAD,"LOT 977, JALAN KILANG BINTAWA INDUSTRIAL ESTATE KUCHING 93450 SARAWAK",,6dpqb9@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59001&sid=9074217C027DD605FE58B8413D81DB3E,019 - 7776433,'2017-08-02,DP MATRIC INDUSTRIAL SUPPLIES SDN BHD,52 JALAN LEDANG TAMAN JOHOR 81200 JOHOR,,dpmatric@live.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3051&sid=AD15A8F08543651E8DD7F73E1918E4C1,03 - 26946233,'2017-08-02,MIECO CHIPBOARD BERHAD,"30.01, 30TH FLOOR, MENARA MULTI-PURPOSE CAPITAL SQUARE 8 JALAN MUNSHI ABDULLAH 50100 KUALA LUMPUR",,tmh@mieco.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60425&sid=F18A018E0040BB8FF0331DF9331349D5,03 - 78469008,'2017-08-02,WORLDWIDE CONSULTANCY SERVICES,"43, JALAN KUBAH U8/62 BUKIT JELUTONG  40150 SELANGOR",,anusha_m_au@yahoo.com.au
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11621&sid=DE9B1665FB0E01099E5D69C92F56D901,03 - 78030694,'2017-08-02,HOLMAWOOD SDN BHD,"24B,  JALAN SS4D/14 PETALING JAYA  47301 SELANGOR",,holmawood@holmawood.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61627&sid=E77FE1FD8423ECD514945EC0E54674DB,05 - 7941666,'2017-08-02,BAMBOO BIO COMPOSITES SDN BHD,PT 11548 KAW PERINDUSTRIAN PERKAYUAN BANDARIANG GERIK 33320 PERAK,,yusninawaty@bamboo-bio.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62146&sid=09710E8682FAB25C4F1162D600197A3F,03 - 89583788,'2017-08-02,ADVANCE BUILDING CONCEPT SDN BHD,6 JALAN PERINDUSTRIAN BALAKONG JAYA 2/3 SERI KEMBANGAN 43300 SELANGOR,,charmaine.abcsb@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62330&sid=3BF2B6ADBBDA0C68C74414CE2B41EAF1,019 - 9344441,'2017-08-02,CENGAL TIMBER CRAFT SDN BHD,"SECOND LOT, D-974 JALAN PULAU RUSA KUALA TERENGGANU 20050 TERENGGANU",,senikayu@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41452&sid=AE7C03554302618DC2A2E4726B123235,03 - 42876858,'2017-08-02,BAMBOO TECH INDUSTRIES EXPORT,"2, JALAN 9 TAMAN PUTRA AMPANG AMPANG 68000 SELANGOR",,david@woodgraf.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44456&sid=096916B84B23DCC6D55D5FB6242A7156,012 - 6010633,'2017-08-02,SNL WOODS SDN BHD,"64 & 65, JALAN PAYAMAS TANGKAK  84900 JOHOR",,snlwood@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44134&sid=A6CFBD8414E2BA4B3E524A69AA27F62A,06 - 9727955,'2017-08-02,U.D. PLYWOOD INDUSTRIES SDN BHD,"LOT 13497, KAW PERINDUSTRIAN GRISEK MUKIM GRISEK MUAR 84700 JOHOR",,udplywood@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41356&sid=EF4C32010CFAB64CF48737E8F4053C10,03 - 77849776,'2017-08-02,IMAGE-WAY MARKETING SDN BHD,"43, JALAN MEDAN 10 TAMAN MEDAN PETALING JAYA 46000 SELANGOR",,iwmsb95@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=50390&sid=894D54D9C486110A2B7B4071F3A1A2B5,04 - 9161919,'2017-08-02,ECO-TREND SDN BHD,"LOT 1483, KG ALOR JANGGUS NAPOH JITRA 06000 KEDAH",,marketing@eco-trend.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15074&sid=D1F7DF1B32EE39F47639E8CF86CB98F8,03 - 62011905,'2017-08-02,REGALIS ASIA SDN BHD,"A-3A-2 PLAZA MONT KIARA NO 2, JALAN KIARA 50480 KUALA LUMPUR",,sales@regalisasia.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15151&sid=40B1F8671FD4BC37D3B93B63AC3B1A22,087 - 301800,'2017-08-02,JAVA INDUSTRIES SDN BHD,"MILES 5, NABAWAN ROAD P.O. BOX 2000 KENINGAU 89008 SABAH",,marketing@javaberhad.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5320&sid=3503D858D999817143BAFED34F10603D,03 - 40215948,'2017-08-02,EKOVEST BERHAD,WISMA EKOVEST JALAN DESA GOMBAK 6 TAMAN SRI SETAPAK 53000 KUALA LUMPUR,,ekovest@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4456&sid=0406CF1FC789E63FEEA195420D2225CB,087 - 301800,'2017-08-02,JAVA TIMBER SDN BHD,"5 MILE, JALAN NABAWAN PETI SURAT NO. 2000 KENINGAU 89008 SABAH",,mikechow@javaberhad.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9063&sid=C05B73BD2F7166A318087290E5B08D27,09 - 2719000,'2017-08-02,ROBINA FLOORING  SDN BHD,"1, JALAN INDUSTRI 5 TAMAN PERINDUSTRIAN TEMERLOH MENTAKAB 28400 PAHANG",,sales@robinaflooring.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15634&sid=090E2513F30DC014377E24A9C5FFD90D,087 - 301800,'2017-08-02,PACIFIC WOOD PRODUCTS SDN BHD,"MILE 5, NABAWAN ROAD P.O. BOX 2000 KENINGAU 89008 SABAH",,marketing@javaberhad.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12910&sid=AB0A337F013DE737A80941A2BDDB5F4D,03 - 60922231,'2017-08-02,UNIFIBER COMPOSITE TECHNOLOGY SDN BHD,"LOT 92, JALAN SG BAKAU 23TH MILE, JALAN BATU ARANG RAWANG 48000 SELANGOR",,unifiber@tm.net.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38943&sid=54BFE39BEE9EC86C478225F094D0F6F5,03 - 62032886,'2017-08-02,CANA TRADERS SDN BHD,"BLOCK K-6-1A, DORCHESTER APARTMENT PLAZA DAMAS, JALAN SRI HARTAMAS 1  50480 KUALA LUMPUR",,canatraders88@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52393&sid=203D1AE59B14DCFBFB6AB91F13A81F28,04 - 4202771,'2017-08-02,GILBERT HARDWOOD INDUSTRIES (M) SDN BHD,"LOT 81, PERSIARAN SEBELAS KAWASAN PERINDUSTRIAN BAKAR ARANG  08000 KEDAH",,dannykho88@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38945&sid=D183E79F982D7356F8688A6D82291772,03 - 61898928,'2017-08-02,PAN MAJESTIC HOLDINGS SDN BHD,"1C(PAN HOUSE), JALAN SG 3/17 PUSAT BANDAR SRI GOMBAK BATU CAVES 68100 SELANGOR",,vincent@panmajestic.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2347&sid=629BC2DFF330B1E64578DB264582DA41,07 - 2344958,'2017-08-02,QUALITY IMAGE SDN BHD,"22, JALAN LAMBAK KAW TAMAN JOHOR JOHOR BAHRU 81200 JOHOR",,qualityimage2@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53452&sid=2C8E8BB8B776A0C22CA7D5FE6385F86F,03 - 40106456,'2017-08-02,ROY NATURAL RESOURCES,"19, JALAN SS12/2B SUBANG JAYA  47500 SELANGOR",,rnresources@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7132&sid=551BED76A62EB7225A49D96DA5695B20,07 - 2415261,'2017-08-02,OXYCOM SDN BHD,"WISMA OXYCOM, 17-01,17-03 JALAN SRI PERKASA 2/18 TAMAN TAMPOI UTAMA, JOHOR BAHRU 81200 JOHOR",,syaiful@oxycomsb.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9742&sid=8E20EEC1004E346DABE8AA964548759B,086 - 336070,'2017-08-02,TABWOOD SAWMILL SDN BHD,P.O. BOX 1078 BINTULU  97008 SARAWAK,,wlohks@pc.jaring.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55450&sid=8E49413A67BB27C83C69DF2A97CA4E01,05 - 8078299,'2017-08-02,SIN CHIN HUAT ENTREPRISE,"7, JALAN ASSAM PERMAI DESA ASSAM PERMAI TAIPING 34000 PERAK",,sinchinhuat@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34195&sid=1D42E4966AD631C239DBE5940BC961A4,03 - 31341888,'2017-08-02,VIN-FOREST INDUSTRIES SDN BHD,"LOT 11928, JALAN PERAJURIT 1, TELOK GONG, 42000 PORT KLANG, SELANGOR 42000 SELANGOR",,chankc@vin-forest.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54966&sid=9E7E01651B4A92398B2C1168BBBC911F,03 - 78053088,'2017-08-02,K & ALEXANDRIA SDN BHD,"29-5, BLOCK E1, JALAN PJU 1/42 DATARAN PRIMA PETALING JAYA 47301 SELANGOR",,kandalexandria@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52759&sid=0FAEE82EF75034A52BBC92FAD098C667,03 - 61423520,'2017-08-02,TONG SIM WOOD INDUSTRIES SDN BHD,"NW-05-03, COVA SQUARE JALAN TEKNOLOGI KOTA DAMANSARA 47810 SELANGOR",,edward@simpoh.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15754&sid=A895788D42D952D2A7268E3ED33049D0,03 - 78051802,'2017-08-02,BORNEO PRODUCTS SDN BHD(FORMERLY KNOWN AS SUNFLOWER SDN BHD),"33-2, 1ST FLOOR BLOCK H, JALAN PJU 1/37, DATARAN PRIMA, PETALING JAYA 47301 SELANGOR",,borneopr@streamyx.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3129&sid=5158461372D5BA18A5185806ACD12223,03 - 60917477,'2017-08-02,CLASSIC FRAME MOULDING (M) SDN BHD,"LOT 9, RAWANG INDUSTRIAL ESTATE, KAMPUNG KENANGA, RAWANG, 48000 SELANGOR",,hr@classicscenic.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14873&sid=5E1E1B083D3A94C01A9D44A46E8B37A0,07 - 4102188,'2017-08-02,PLANET PRODUCTS SDN BHD,"18, 20 & 22 JALAN SERI SULONG 27A TAMAN INDUSTRI SRI SULONG PARIT SULONG, BATU PAHAT 83500 JOHOR",,mk@ah-hai.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7994&sid=F892718195FC52E1862C349940F56999,082 - 332136,'2017-08-02,KALIMAN TIMBER CORPORATION SDN BHD,"SUBLOT 18A-20A, 1ST FLOOR, BLOCK C PEARL COMMERCIAL CENTRE JALAN TUN RAZAK, KUCHING 93450 SARAWAK",,kaliman@kalimantimber.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58363&sid=AD17CD219D870042A1E4116B782CB5CC,04 - 5829555,'2017-08-02,YI SHUNFA FURNITURE ENTERPRISE,"2290, JALAN 20 LUAR KAMPUNG VALDOR SUNGAI BAKAP 14200 PULAU PINANG",,yishunfafe@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8227&sid=5AB39E5B34B4FD87F02E5C41C26F3BD8,06 - 9865236,'2017-08-02,SYARIKAT U.D. TRADING SDN BHD,"P.O.BOX 88,  PTD 6001, JALAN PERINDUSTRIAN 5, 8TH MILE KWS PERINDUSTRIAN BKT BAKRI, MUAR 84200 JOHOR",,finance@udgroup.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33283&sid=91DACC9E5A5B2D832B0F9C924EE1D6C8,03 - 80628589,'2017-08-02,KRONOLOC INDUSTRIES SDN BHD,"92 & 94, JALAN PUTERI 5/5 BANDAR PUTERI PUCHONG PUCHONG 47100 SELANGOR",,brydon@kronoloc.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4255&sid=363808F869F6911071E813023E83D22E,03 - 33927190,'2017-08-02,HILLS WOOD PROCESSING PLANT SDN BHD,"5 1/2 MILES, JALAN MERU MUKIM KAPAR KLANG 41050 SELANGOR",,hillswoodpp@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67106&sid=2F2AA168F6C680D686B12628CFEE63AE,082 - 439901,'2017-08-02,TROPICAL FLOORING SDN BHD,LOT 838 BLOCK 7 JLN DEMAK LAUT 93050 SARAWAK,,tropicalflooring@outlook.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68247&sid=383F5ACBE6EEA95F68FBC10C76FAC0D7,017 - 2436789,'2017-08-02,KONG JOO TIMUR SDN BHD,"WISMA KJ, 66 MUKIM TEBING TINGGI LEBUHRAYA MACHANG - JELI TANAH MERAH 17500 KELANTAN",,kjtimurinfo@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68006&sid=28010461A34256F8A9BF6F0B9D51D19B,04 - 5833220,'2017-08-02,WELLEY TIMBER INDUSTRIES SDN BHD,"PLOT A26 LORONG BAKAU KAW PERUSAHAAN PERABOT SG.BAONG SG.BAKAP, SEBERANG PRAI SELATAN 14200 PULAU PINANG",,info@welleytimber.com
