DATE_SCRAPED,FAILMSG,TEL,HREF,EMAIL,CONAME,BIZADD
'2017-08-04,,03 - 55251188,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56488&sid=49B1D6C2B0830B68D746DEBC65647CD7,marketingplanning@zenotecpharma.com,ZENOTEC BIOTECHNOLOGY SDN BHD,"LEVEL 3-2-2 NO.14, PERSIARAN ANGGERIK VANILLA KOTA KEMUNING SECTION 31, SHAH ALAM 40460 SELANGOR"
'2017-08-04,,03 - 91712278,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56878&sid=F7B0CD339F74A8E540B88D0C684F1ED5,yslimz@streamyx.com,Y SLIMZ GROUP SDN BHD,"11, JALAN 2/105, TAMAN MIDAH CHERAS  56000 KUALA LUMPUR"
'2017-08-04,,07 - 2266366,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84079&sid=9EA8B94473064769DB3EB7F7C422EB80,enquiry@aloeshafy.com,PIJ MANUFACTURING SDN BHD,"LEVEL 2A, BANGUNAN PIJ HOLDINGS 8, JALAN BUKIT TIMBALAN JOHOR BAHRU 80000 JOHOR"
'2017-08-04,,012 - 5885669,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85543&sid=E58BB435BB8990D13176380C2F456279,info@magicideal.com,MAGIC IDEAL INDUSTRIES SDN BHD,"NO. 34, JALAN PERUSAHAAN 1, KAWASAN PERINDUSTRIAN PARIT HULU, BUKIT BAKRI, MUAR, 84200 JOHOR"
'2017-08-04,,03 - 87243280,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35559&sid=07DCD67D3B58837DC23BF1213CBAA731,fauziah@furleybioextracts.com.my,FURLEY BIOEXTRACTS SDN BHD,"NO.7, JALAN VILLARAYA, VILLARAYA INDUSTRIAL PARK 3, 23RD MILE, JALAN SUNGAI LALANG, SEMENYIH 43500 SELANGOR"
'2017-08-04,,019 - 7643722,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94097&sid=A137EFD503A5498B51A47E1872BFD543,tender_agsb@yahoo.com,ADINA GLOBAL SDN BHD,"NO.12-2, PERSIARAN KLANG SENTRAL 11/KU5, TAMAN KLANG SENTRAL, KLANG.   41050 SELANGOR"
'2017-08-04,,011 - 33338029,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104950&sid=B7C42261CFFE4CF0DD0AA7F7BE2688B2,muqathirglobalresources@gmail.com,MU QATHIR GLOBAL RESOURCES,NO 2 JALAN CENDANA 5 TAMAN CENDANA SUNGAI CHUA KAJANG 43000 SELANGOR
'2017-08-04,,011 - 19701533,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104806&sid=5F6B6B8612931C97B575449ED74C80AC,poprina@gmail.com,POPRINA BEAUTY & WELLNESS,2ND FLOOR LOT E5 BLOCK E GRAND PLAZA PUTATAN KOTA KINABALU 88200 SABAH
'2017-08-04,,03 - 62573225,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11626&sid=CFECDB3AF2540246E39DF6D74ACCE929,elhajj.marketing@gmail.com,ELHAJJ PRODUCTS SDN BHD,"7-2, JALAN ARFAH 1 MEDAN NIAGA SRI KUCHING PETALING JAYA 51200 KUALA LUMPUR"
'2017-08-04,,03 - 80812128,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104848&sid=63F85270A878A4738F37687E34DA026E,enquiries@dyna-nutrition.com,DYNAMIC NUTRITION SDN BHD,18 JALAN INDUSTRI USJ1/6 TAMAN PERINDUSTRIAN USJ1 SUBANG JAYA 47600 SELANGOR
'2017-08-04,,04 - 2827703,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94829&sid=249B9C014B8257827FA41145D301A3D0,pearl_elegancegroup@yahoo.com,PE COSMECEUTICAL SDN. BHD.,312 JALAN JELUTONG  11600 PULAU PINANG
'2017-08-04,,03 - 42955566,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56927&sid=3B7931220C600FA95C9271828B1F8E40,info@esonaonline.com,ESONA TECHNOLOGIES SDN BHD,NO.46 JALAN 1 TAMAN INDUSTRI PANDAN INDAH PANDAN INDAH 55100 KUALA LUMPUR
'2017-08-04,,603 - 80608783,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98789&sid=D46096CED0491FEA09DB3A8E633F8A28,zidane_ngu@hotmail.com,CREATE HUB (M) SDN. BHD.,"NO. 1315, JALAN BIDARA 10, TAMAN TANGKAK JAYA TANGKAK, 84900 JOHOR"
'2017-08-04,,012 - 3063636,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12454&sid=DD8643A33B717429A1ADE4D38843E08F,limte3636@yahoo.com,YALIJAYA UTAMA SDN BHD,"6, JALAN MENDALING KAJANG  43000 SELANGOR"
'2017-08-04,,03 - 78473032,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87117&sid=0EB2492F34665C8A0C1E8CFBBE10CDDC,tht@innovation-lifestyle.com,INNOVATION LIFESTYLE CORPORATION ( M ) SDN BHD,"BLOCK K-G-11, JALAN PJU 1A / 20C DATARAN ARA DAMANSARA PETALING JAYA 47301 SELANGOR"
'2017-08-04,,03 - 40237496,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82978&sid=B52B188C90EA45295C451103D05438F3,asyikresources@yahoo.com,ASYIK RESOURCES SDN BHD,"22,JLN 7/23E TMN DANAU KOTA SETAPAK 53300 KUALA LUMPUR"
'2017-08-04,,088 - 246010,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12259&sid=2DC121300353EE24D7326ECE78CA4B1A,hqkk10@gmail.com,TOTAL REACH MARKETING SDN BHD,"UNIT NO.C-G-5, BLOK C, GRD FLR PLAZA TG. ARU, JLN MAT SALLEH TG. ARU, KOTA KINABALU 88100 SABAH"
'2017-08-04,,03 - 62531111,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9904&sid=B79BC7C8822F6CEE631B2BEF5548C73D,admin@tongee.com.my,TONGEE (KL) SDN BHD,"3 & 5, JALAN SEGAMBUT PUSAT SEGAMBUT INDUSTRIAL AREA  51200 KUALA LUMPUR"
'2017-08-04,,03 - 77731591,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94639&sid=54745E8BC315E1130673054139EA2D1D,raj@clariface.net,CLARIFACE SDN BHD,"UNIT 13-02, MENARA K1, NO. 1, LORONG 3/137C, OFF JALAN KLANG LAMA   58000 KUALA LUMPUR"
'2017-08-04,,03 - 55116113,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12040&sid=9B84E1D60A2AA414EDB5004E4FD03A9D,admin@kenrichchemical.com,KEN-RICH CHEMICAL PRODUCTION SDN BHD,"WISMA KEN-RICH BLOK 3, JALAN HALBA 16/16 SHAH ALAM 40200 SELANGOR"
'2017-08-04,,03 - 42955566,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6316&sid=CCF0578E39883F0A89D14B9C3433122A,info@ikari.com.my,IKARI (M) SDN BHD,"48, JALAN 1, TAMAN INDUSTRI PANDAN INDAH  55100 KUALA LUMPUR"
'2017-08-04,,018 - 2894101,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105668&sid=CE84FAFEE5290D72FEB76EC98FF7C495,penawarinsan72@gmail.com,PENAWAR INSAN DINAMIK ENTERPRISE,103 JALAN PERMATANG ARA TAMAN SERULING EMAS SUNGAI BAKAP 14200 PULAU PINANG
'2017-08-04,,03 - 33599872,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95044&sid=784992AE4F8AAB20B6CFAAF7CC16A688,vasia.aorsb@gmail.com,AURA ONE RESOURCES (M) SDN BHD,NO 12 14 &16 JALAN KELULI AN 7/ AN SEKSYEN 7 SHAH ALAM 40100 SELANGOR
'2017-08-04,,03 - 80666715,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104633&sid=D4006F60824629DA9920CADC6935F6A3,TRACYOEM.DM@GMAIL.COM,EVERRO MANAGEMENT SDN BHD,60-1 JALAN PUTERI 2/4 BANDAR PUTERI PUCHONG 47100 SELANGOR
'2017-08-04,,03 - 91722900,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80333&sid=5C9F58725FD3EF8804CDD0490332000F,arifin@anjung-delima.com,ANJUNG DELIMA RESOURCES SDN BHD,"SUITE 19.25, LEVEL 19 WISMA ZELAN NO.1, JALAN TASIK PERMAISURI 2, CHERAS 56000 KUALA LUMPUR"
'2017-08-04,,03 - 61502228,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88491&sid=1B91AE0AA5972B0FB6A9410C9AA052B5,kymadm01@gmail.com,BEAUMONDE RESOURCES SDN BHD,"6, JALAN DATARAN VILLA PUTRA 2 DATARAN VILLA PUTRA SUNGAI BULOH 47000 SELANGOR"
'2017-08-04,,03 - 87406720,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85671&sid=CA48819B34A718A67C184547F3639E9C,biolifesolutions88@gmail.com,BIO LIFE SOLUTIONS SDN BHD,"LOT 6, JALAN RIA 3 TAMAN PERINDUSTRIAN RIA BATU 18, OFF JALAN SEMENYIH, KAJANG 43000 SELANGOR"
'2017-08-04,,03 - 77887791,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6521&sid=E48743FC2E4403DC3DEABCA3EAEE7AF9,rachelwwn@gmail.com,WORLDWELLNESS NETWORK SDN BHD,"21, JLN PJS 5/28B PUSAT DAGANGAN PETALING JAYA SELATAN (PJCC) PETALING JAYA 46150 SELANGOR"
'2017-08-04,,016 - 6867929,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96076&sid=51749A39956F473119B96475C12F1E0E,ciumandkiss@gmail.com,QUAH LIFESTYLE SDN BHD,PT 10203 JALAN BBN 11/3C TAMAN DESA MELATI PHASE 2 BANDAR BARU NILAI 71800 NEGERI SEMBILAN
'2017-08-04,,03 - 89596124,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98386&sid=97F4314C926FD9E5FB41773BAAD27756,nazeeh347@yahoo.com,NAZEH TRADING SDN.BHD.,SOUTH CITY PLAZA SERDANG PERDANA SERI KEMBENGAN SELANGOR 43300 SELANGOR
'2017-08-04,,013 - 2878900,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103943&sid=34533C92A349CD4CDCD3F244C0099D7F,magnus@ganofarm.com,GANOFARM R&D SDN BHD,LOT 700 JALAN LAUT MEMBIRU TAMAN PELANGI 42800 SELANGOR
'2017-08-04,,03 - 79726686,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79755&sid=8B752DC9198134328409A876511901A7,winsonskw@gmail.com,OLICELL GROUP (M) SDN BHD,"11-G (GROUND FLOOR) 3RD MILE SQUARE 151, BATU 3 1/2, JALAN KELANG LAMA 58100 KUALA LUMPUR"
'2017-08-04,,03 - 79801181,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30825&sid=0065F5035EAF04F25EC605A8AC7484B0,belinda.nyau@kisekimarketing.com,KISEKI MARKETING SDN BHD,55 JALAN MEGA MENDUNG 5TH MILE OFF JALAN KLANG LAMA 58200 KUALA LUMPUR
'2017-08-04,,04 - 4403791,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83437&sid=3D2B10B259BE6101F29A65970E89EEBC,weyn.greenxagon@gmail.com,GREENXAGON MARKETING SDN BHD,58 LORONG BLM 1/6 BANDAR LAGUNA MERBOK SUNGAI PETANI 08000 KEDAH
'2017-08-04,,03 - 80607610,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35085&sid=19BE4409B0927EE6C7DFDB44152D8C3B,nelson@cel-elements.com,CEL-ELEMENTS HOLDINGS (M) SDN BHD,"44-1, JALAN PUTERI 7/7 BANDAR PUTERI, PUCHONG  47100 SELANGOR"
'2017-08-04,,03 - 77826915,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10255&sid=7A78AE40DFFAED8AB2415942985FB566,enquiry@chtang.com,C H TANG SDN BHD,"27 & 29, JALAN KG PASIR 6TH MILE, JALAN KELANG LAMA  58200 KUALA LUMPUR"
'2017-08-04,,03 - 89594493,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105797&sid=D06A5ED523C83F92AC971817E016BA87,faizul@mismis.com.my,NFA TECHNOLOGIES SDN BHD,3-1 (A) JALAN DAGANG SB 4/1 TAMAN SUNGAI BESI INDAH SERI KEMBANGAN 43300 SELANGOR
'2017-08-04,,03 - 89251222,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83335&sid=3943B3F21A75FF44B71B517DE8A4E39C,lin@bioa.net,BOTANICAL DISTRIBUTION SDN BHD,"10 JALAN P/9A SECTION 13, BANDAR BARU BANGI 43650 SELANGOR"
'2017-08-04,,06 - 6512534,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104706&sid=004BA478A19B32BED790B1CEE12E3C07,mayridressent@gmail.com,MAYRIDRESS ENTERPRISE,NO 64 TAMAN INDAH MAS PORT DICKSON  71000 NEGERI SEMBILAN
'2017-08-04,,03 - 33621938,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11569&sid=9796706D1D3C42F7D5A9D91000A7B660,yan_zhi@asia.com,YAN ZHI ENTERPRISE,18 JALAN SETIA DAGANG U13/AK SHAH ALAM 40170 SELANGOR
'2017-08-04,,04 - 7144499,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105822&sid=7EBE7637C40A4E8F384B5C38C17AB739,brilliantinventionsdnbhd@gmail.com,BRILLIANT INVENTION SDN BHD,NO 37 PLAZA SERI TUNKU JALAN SERI TUNKU 2 BANDAR DARULAMAN JITRA 06000 KEDAH
'2017-08-04,,04 - 4206866,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=32819&sid=856E00D4BF6100B20CB6D56ACBFC7498,vikashinii@gmail.com,TIAN MA BIRD NEST SDN BHD,228-231 TAMAN KAM PIAN JALAN SEKERAT SUNGAI PETANI 08000 KEDAH
'2017-08-04,,016 - 2952727,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105826&sid=5437704F0DA3C91EE614EF585E654E79,dimabanesworks@gmail.com,DIMA & BANES WORKS PLT,6 JLN 22/32 LEN SENG GARDEN PETALING JAYA 46300 SELANGOR
'2017-08-04,,06 - 7616797,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33021&sid=6A9D43571453E1FBD817B24E00BC8356,selvam@maxvuevision.com,MAXVUE VISION SDN BHD,"NO280, JALAN HARUAN 1, OAKLAND INDUSTRIAL PARK SEREMBAN 70300 NEGERI SEMBILAN"
'2017-08-04,,03 - 55267657,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73180&sid=125A765D55F38AFF41D7746481AC428C,arganamazigh@yahoo.com,ARGAN AMAZIGH SDN BHD,UNIT 17.2 LEVEL 17 WISMA SUNWAY NO.1 JALAN TENGKU AMPUAN ZABEDAH C9/C SEKSYEN 9 41000 SELANGOR
'2017-08-04,,03 - 89480906,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82751&sid=97DEBFFCEFBA6D52A2D64E3A50C31BEC,voguedivas00@gmail.com,BCMD HERBS SDN BHD,26A TINGKAT 1 JALAN RAYA 7/2 SERI KEMBANGAN 43300 SELANGOR
'2017-08-04,,03 - 62063908,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106039&sid=7B8DF82C1F8B368FC2D2BAB4C6625060,myfidestrade@gmail.com,FIDES TRADE SDN BHD,E-3-4 PLAZA DAMAS 60 JALAN SRI HARTAMAS 1 SRI HARTAMAS 50480 KUALA LUMPUR
'2017-08-04,,013 - 8031623,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97769&sid=468089791EAD30F49A87C94708C4BE11,xiwanmu@yahoo.com.tw,H O W ENTERPRISE SDN BHD,LOT 9930 NO 86 1ST FLOOR BLOCK J RH PLAZA JALAN LAPANGAN TERBANG 93250 SARAWAK
'2017-08-04,,03 - 51312651,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14246&sid=CBA204486D610E8AA6AD2CEDB176B66C,nichesystems@gmail.com,NICHE SYSTEMS SDN BHD,"41, JALAN ANGGERIK ARANDA 31/2 KOTA KEMUNING SHAH ALAM 40460 SELANGOR"
'2017-08-04,,03 - 61403602,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65284&sid=BE6ED2B2EC8C70D330AA89B72AA59903,lkchuah@yanlingnh.com,YANLING NATURAL HYGIENE SDN BHD,"LOT 10, 12, 12A, 16, 18, 20 & 22 JALAN SB JAYA 11 TAMAN INDUSTRI SB JAYA, SUNGAI BULOH 47000 SELANGOR"
'2017-08-04,,03 - 61855103,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41371&sid=BA6A3E55A0B1CA373762934C70A28C70,mubiplas@yahoo.com,MUBIPLAS INDUSTRIES SDN BHD,5 JALAN 31/10A TAMAN PERINDUSTRIAN IKS MUKIM BATU 68100 KUALA LUMPUR
'2017-08-04,,03 - 55118928,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35783&sid=13B79A8524242DD38A0CAF7C9EF63B35,farini@averroespharma.com,AVERROES PHARMACEUTICALS SDN BHD,"12E, LEVEL 5, BLOCK 1 WORLDWIDE BUSINESS CENTRE JALAN 13/50, SECTION 13, SHAH ALAM 40000 SELANGOR"
'2017-08-04,,019 - 3252936,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106078&sid=4F20F933835447149653A8CAFB3EA79F,candlepitstop@gmail.com,CPS WAXBITZ SDN BHD,UNIT 15 ARA BANGSAR LOT 1 JALAN KAPAS BANGSAR 59100 KUALA LUMPUR
'2017-08-04,,012 - 6813858,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95011&sid=79018FF3A8BBC549A89150D5CF11C6FF,pinochu@outlook.com,PINOCHU SDN BHD,"NO.37, JALAN SEMENYIH INTEGRATED 3, SEMENYIH INTEGRATED INDUSTRIAL PARK, SEMENYIH 43500 SELANGOR"
'2017-08-04,,088 - 720227,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104996&sid=38DF1B895D825544635D299821A35DF1,fmajail@yahoo.com,EQUS ENTERPRISE,LOT 3 2ND FLOOR BLOCK A SEDCO SHOPHOUSES DONGGONGON NEW TOWNSHIP PENAMPANG 89507 SABAH
'2017-08-04,,03 - 23893657,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92025&sid=EA56A3B714811D88DB6163C3A2ECACC8,info@diemduroil.com,DIEM DUROIL SDN BHD,"SUITE 8-3A-1, 4TH FLOOR, BLOCK 8, QUEENS AVENUE JALAN BAYAM 55100 KUALA LUMPUR"
'2017-08-04,,016 - 2162188,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96511&sid=C18F92D618D8CD17ACA8CEA08D13D5F7,evomart88@gmail.com,EVOLUTION MARKETING (M) SDN BHD,NO 17 BLOCK D LOT 757 PRIME SUBANG LIGHT INDUSTRIAL PARK JALAN SUBANG 3 OFF PERSIARAN SUBANG 47610 SELANGOR
'2017-08-04,,089 - 212073,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9937&sid=2F2412140749A9871F6C1F7DFD61ED58,malaysia.hanyaw@gmail.com,DAT HENG COMMERCIAL SDN BHD,"LOT 8, BLK 42, LORONG LIMA P.O. BOX 386 SANDAKAN 90704 SABAH"
'2017-08-04,,06 - 3842800,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41466&sid=EB41C2460AA870B4B0A0546F0F7DE5C2,admin@tropicalbioessence.com.my,TROPICAL BIOESSENCE SDN BHD,"ST 519, JALAN TUNAS BARU, SECTION 1/4 KAW PERINDUSTRIAN MIEL MASJID TANAH 78300 MELAKA"
'2017-08-04,,04 - 7330057,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94545&sid=751803E0430087F9B4F1B3695D36F9D2,hq@kasihkumarketing.com,KASIHKU MARKETING SDN BHD,NO 298 LORONG PERAK 14 KAWASAN PERUSAHAAN MERGONG 2 SEBERANG JALAN PUTRA ALOR SETAR 05150 KEDAH
'2017-08-04,,03 - 62035531,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38490&sid=093378BB784AC853FFAB24CD0DBC6FFE,al@entogenex.com,ENTOGENEX INDUSTRIES SDN BHD,SUITE D-3A-8 PLAZA MONT KIARA NO 2 JLN KIARA 50480 KUALA LUMPUR
'2017-08-04,,06 - 9766598,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57017&sid=ADCD2AA5238EB20A11563246089BED43,info@maestrolaboratories.com,MAESTRO LABORATORIES SDN BHD,"LOT 7370, JALAN BAHAGIA, BT 19 SENGKANG BUKIT GAMBIR LEDANG 84800 JOHOR"
'2017-08-04,,03 - 91715329,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79925&sid=ADB8B69ACFB331ADE7F93BB602731BE6,shahnas@mynaturalwellness.com,NATURAL WELLNESS BIOTECH (M) SDN BHD,78 JALAN KILANG MIDAH TAMAN MIDAH CHERAS 56000 KUALA LUMPUR
'2017-08-04,,03 - 51911788,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5599&sid=7F2FED3CC2334380490EBBFDF88B1815,siprosb@gmail.com,SIPRO (MALAYSIA) SDN BHD,"LOT 7, JALAN TELUK GADUNG 27/93 SEKSYEN 27, SHAH ALAM 40400 SELANGOR"
'2017-08-04,,03 - 91715329,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92053&sid=6FECB0F1F8C50B8219168AAECDB79603,shahnas@mynaturalwellness.com,NATURAL WELLNESS HOLDINGS (M) SDN BHD,78 JALAN KILANG MIDAH TAMAN MIDAH CHERAS 56000 KUALA LUMPUR
'2017-08-04,,03 - 89455242,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70533&sid=0E7D1336A2868241A6225E760D31D649,szuting@ligno.com.my,LIGNO BIOTECH SDN BHD,1 JALAN INDUSTRIES BALAKONG JAYA 2/2 TAMAN INDUSTRIED BALAKONG JAYA 2 43300 SELANGOR
'2017-08-04,,04 - 4842463,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84208&sid=2F01BD685CC1F1101AC7C7921B6463BC,ebn_kowalit@yahoo.com,KOPERASI PENTERNAK BURUNG WALIT MALAYSIA BERHAD,917 & 918 JALAN SENTOSA 5/5 TAMAN SERI SENTOSA LUNAS 09600 KEDAH
'2017-08-04,,017 - 5389231,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103643&sid=6BBCD9CED41D34C0357DA76C3B6B14AB,sales@kittygarden.com.my,KITTY GARDEN STORE,952A JALAN LEMBAH IMPIANA 6 TAMAN LEMBAH IMPIANA 3 KULIM 09000 KEDAH
'2017-08-04,,03 - 77267092,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5965&sid=BCFE09FB0FE3FFD35557390F2AA732B7,enquiries@konwill.com,KONWILL ENTERPRISE SDN BHD,46 A JALAN DATUK SULAIMAN TAMAN TUN DR ISMAIL 60000 KUALA LUMPUR
'2017-08-04,,018 - 2545499,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103009&sid=03FDCA4079799E94C5DDE5ECFE79322C,idealpeninsula8@gmail.com,IDEAL PENINSULA TRADING,1804 SPRING VILLA APARTMENT SS12/1 WANGSA BAIDURI SUBANG JAYA 47500 SELANGOR
'2017-08-04,,07 - 9263280,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43268&sid=C311A7D643E1E7045DA0C6B236D60E29,ki_mipearl@hotmail.com,KIMIPEARL BEAUTY SENDIRIAN BERHAD,"24, JALAN KELEDANG TAMAN DAMAI JAYA 2 CHAAH 85400 JOHOR"
'2017-08-04,,03 - 91319570,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102749&sid=D2DBB5825654CF042F77EC574D2B44FB,ggcentury@yahoo.com,G & G CENTURY (M) SDN BHD,"NO 9, WISMA G&G, JALAN 1/119 TAMAN BUKIT HIJAU CHERAS 56000 KUALA LUMPUR"
'2017-08-04,,03 - 78597626,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78441&sid=334A6BB8F30A01E973A5207FDB548090,info@jkestella.com,JK ESTELLA SDN BHD,"78, JALAN PJU 1A/1E ARA DAMANSARA, PETALING JAYA  47301 SELANGOR"
'2017-08-04,,03 - 32902954,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99672&sid=B5C3435337873B76E30ADC8D8DFCF725,peterooi@excelvisions.com.my,EXCELVISIONS MEDICALS SDN BHD,NO 16 JALAN SUNGAI KERAMAT 4 TAMAN KLANG UTAMA KLANG 42100 SELANGOR
'2017-08-04,,016 - 4468468,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13566&sid=A421E98B028A24239D536CD432AD4F6D,shyip@yanwowang.com,FUCIPHAGUS AGRITECH SDN BHD,"54 & 56, JALAN PERAI UTAMA 1, TAMAN PERAI UTAMA, PERAI 13600 PULAU PINANG"
'2017-08-04,,03 - 61572118,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60782&sid=3652B21C76954A3679A32BB5874B75C1,tradeshow@kyoumei.com.my,JOTONO CORPORATION SDN BHD,16 JALAN SB JAYA 9 TAMAN INDUSTRI SB JAYA SUNGAI BULOH 47000 SELANGOR
'2017-08-04,,06 - 9883815,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8062&sid=C66147E7EACFFC12412CAD8514878F67,cylincosmetic@gmail.com,CYLIN COSMETIC SDN BHD,"97, MAIN ROAD SUNGAI KELAT SEMERAH BATU PAHAT 83610 JOHOR"
'2017-08-04,,03 - 21449211,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83205&sid=CB06A14E1E18F1FEF1C41271B4F8FB0C,international@zell-v.com,RUYI TRADING SDN BHD,"WISMA RUYI, 179 JALAN PUDU  55100 KUALA LUMPUR"
'2017-08-04,,03 - 89592002,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94083&sid=B17CFF44F3258A696EC8811DA2A056F4,abdullmanan_matjais@yahoo.com,ABMANAN BIOMEDICAL SDN BHD,"A-G-1, UNIV 360 PLACE JALAN RAYA 2, TAMAN SERDANG RAYA SERI KEMBANGAN 43300 SELANGOR"
'2017-08-04,,03 - 92223784,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93920&sid=39D40D0782CE277D1FDE3FD276E75760,yys5433@gmail.com,MK STUDIO SDN. BHD.,20-3 JALAN METRO PUDU FRASER BUSINESS PARK OFF JALAN TUN RAZAK 55200 KUALA LUMPUR
