BIZADD,EMAIL,DATE_SCRAPED,CONAME,FAILMSG,TEL,HREF
LOT 2996 JALAN PK 6 KAWASAN PERINDUSTRIAN KRUBONG  75250 MELAKA,yhlaminatedchan@gmail.com,'2017-08-02,YH LAMINATED PRODUCTS SDN BHD,,06 - 3372170,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104703&sid=4EDC697338C4CDBFC2AA5FA791B56AD4
"LOT 886, UNIT B-1, JALAN SUBANG 9 TAMAN PERINDUSTRIAN SUBANG SUBANG JAYA 47500 SELANGOR",alfred@syg53.com,'2017-08-02,BUILDEN INDUSTRIES SDN BHD,,03 - 80819231,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80449&sid=111BE634B81DFB2BE0C60987CE9B1806
"4-1, JALAN KUCHAI MAJU 10 KUCHAI ENTREPRENEURS PARK 58200 KUALA LUMPUR 58200 KUALA LUMPUR",cass@archifoam.com.my,'2017-08-02,ARCHI FACADE SDN BHD,,03 - 79872898,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87305&sid=59FD08CD5FAE5866DAF009B4EFC052FF
LEVEL 1 SUBLOT 2 TITANIUM TOWER JALAN SONG KUCHING 93350 SARAWAK,rachel.ling@giantkingdom.com,'2017-08-02,GK WORLDWIDE TRADING SDN BHD,,082 - 285822,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104634&sid=20FB450C9BCCCE673D946C9B62FF3205
"LOT 3998, JALAN 6/2A, TAMAN INDUSTRI SELESA JAYA,  43300 SELANGOR",paigelim@tsa.com.my,'2017-08-02,TSA PIPES MANUFACTURING SDN BHD,,03 - 89622888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40218&sid=67B36B1A9EF839B00CB9CE5774582223
27 LORONG SG PULOH 1A/KU6 TAMAN TEKNOLOGI GEMILANG KAW PERINDUSTRIAN SG PULOH KLANG 42100 SELANGOR,info@jetformwork.com,'2017-08-02,JET FORMWORK & SCAFFOLD SDN BHD,,019 - 3238983,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83572&sid=3227999A085594E55C3CA2D44330455D
"56 MILE, JALAN JOHOR BAHRU AIR HITAM  86100 JOHOR",ngks@inno.com.my,'2017-08-02,INNO CERAMITEC SDN BHD,,07 - 7583799,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15650&sid=C0DC4AA0AFBF470D099A7FFEBB7A47B2
NO 4 JALAN TIRAM 11 TAMAN PERINDUSTRIAN TIRAM ULU TIRAM JOHOR 83000 JOHOR,topvigortec88@yahoo.com,'2017-08-02,TOP VIGORTEC SDN BHD,,07 - 8611581,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103433&sid=48D94F2B81F18BF4F55F48DB4A21C3C3
LOT 3998 JLN 6/2A TMN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR,jessicahau@tsa.com.my,'2017-08-02,TSA INDUSTRIES SDN BHD,,03 - 89622888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14396&sid=0242AE97D9324AC97CD85C3ACD6A9BF0
NO 22 & 24 JALAN MAHIR 2 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81800 JOHOR,kim@carbo.com.my,'2017-08-02,CARBO SCHRODER SDN BHD,,07 - 8634575,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99429&sid=E9A20B1D348AC892C509DA6344F8121A
"LOT 6492, JALAN HAJI ABD MANAN OFF JALAN MERU KLANG 41050 SELANGOR",yan@suzuka.com.my,'2017-08-02,KAST CONSTRUCTIONS SDN BHD,,03 - 32910722,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78507&sid=A3BF5EEF9F5BBA0DF9EAFA78A5945326
"LOT 2004, 3 3/4 MILE JALAN BAKRI MUAR 84000 JOHOR",vistawood@vistawood.com,'2017-08-02,VISTAWOOD INDUSTRIES SDN BHD,,06 - 9865252,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8925&sid=B749460FA1D8258B51F7D677C7D3D720
"LOT 5, PERSIARAN PERINDUSTRIAN KANTHAN 5 ESTET PERINDUSTRIAN KANTHAN CHEMOR 31200 PERAK",enquiry@ip-doors.com,'2017-08-02,IVORY PEARL SDN BHD,,05 - 2013007,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3196&sid=4689A0BCBDC02A36998F61900C2A4AE8
PTD 124299 JALAN KEMPAS LAMA KAMPUNG SEELONG JAYA SKUDAI 81300 JOHOR,united@ur.com.my,'2017-08-02,UNITED PANEL-SYSTEM(M) SDN. BHD.,,07 - 5951588,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98650&sid=CC1C7D2801724F98B37DD4B93EE5DFD4
"219- BLOCK C & D JALAN LAHAT, FALIM IPOH 30200 PERAK",chiaying_q@live.com.my,'2017-08-02,TIMBERDECK SDN BHD,,05 - 2558268,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54050&sid=A7CF362B90045669B88AB7DC16D99E26
31-01 JALAN BESTARI 1/5 TAMAN NUSA BESTARI  81300 JOHOR,wijayatekad@outlook.com,'2017-08-02,WIJAYA TEKAD SDN BHD,,016 - 7313319,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98397&sid=E09F17C99EA9E551957A2A09DFDE4400
NO 10 JALAN EMAS 29 TAMAN SRI PUTRI SKUDAI 81300 JOHOR,info@cemseal.com.my,'2017-08-02,CEMSEAL INDUSTRIES SDN BHD,,07 - 5583320,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101133&sid=50702B86992B48F9A6359A7FA5F57D2B
"16, LORONG SUNGAI PULOH 1A/KU6 TAMAN TEKNOLOGI GEMILANG KAWASAN PERINDUSTRIAN SUNGAI PULOH KLANG 42100 SELANGOR",kathy@nl-test.com,'2017-08-02,NL SCIENTIFIC INSTRUMENTS SDN BHD,,03 - 38846088,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40979&sid=47FE0CFFFAFADDE0D3D58437F1C6D081
PT 71202 LOT 5218 RUMAH PANJANG KTM BALAKONG 43300 SELANGOR,abysteven.tyngfong@gmail.com,'2017-08-02,TYNG FONG ADVERTISING SDN BHD,,03 - 93680134,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103890&sid=989016CF1A0C7F92ED9C8F7AC19EE757
"129A, JALAN PENDAMAR 27/90, ALAM MEGAH INDUSTRIAL PARK, SEKSYEN 27  40400 SELANGOR",rbarcher2015@hotmail.com,'2017-08-02,RB ARCHER (M) SDN BHD,,18 - 3821993,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95456&sid=B3A65D9749B2F2F682E1CDFF7A7442EA
NO 52 JALAN PUTERI 5/5 BANDAR PUTERI PUCHONG 47100 SELANGOR,smehq@sme-electric.com,'2017-08-02,SME ELECTRIC SDN BHD,,03 - 80628211,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93961&sid=509CE91EEDBD1AA26E6E5EDF6DA5E5B1
NO 4 JALAN SILAT HARIMAU 21 TAMAN INDUSTRI JAYA SKUDAI 81300 JOHOR,enquiry@weitat.com,'2017-08-02,WEI TAT STAINLESS INDUSTRIES SDN BHD,,07 - 5123100,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94387&sid=CEC2B92E5A5874E6AB1BEF51EB34A1E6
LOT 2788 JALAN RAJA ABDULLAH BATU 21 JALAN KUALA SELANGOR JERAM 45800 SELANGOR,sales@tbi.com.my,'2017-08-02,TIMBER BLINDS INDUSTRIES SDN BHD,,03 - 32640371,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103784&sid=533A579F24FEDE3FBE61AA70553F7B08
2-2-16 JALAN 3/124 TAMAN CONNAUGHT 56000 KUALA LUMPUR,utuhjadi12@gmail.com,'2017-08-02,UTUH JADI SDN BHD,,012 - 6633055,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86993&sid=4FE2B3FAFE077FEDDB31C577D7A2ACF0
"LOT 4654, JALAN PUCHONG BATU 14 KG BARU PUCHONG PUCHONG 47100 SELANGOR",admin@sunden.com.my,'2017-08-02,SUNDEN PAVING SDN BHD,,03 - 80608836,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8973&sid=E8940D6BC74CBD4BD220FA3D6864E904
"LOT 30, JALAN 223 SECTION 51A PETALING JAYA 46100 SELANGOR",manjit@pecol.com.my,'2017-08-02,PACIFIC ENGINEERING SDN BHD,,03 - 79572588,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3355&sid=92AC786905242E99F56A3B6FEA892DF2
34 JALAN UTAMA 2/16 TAMAN PERINDUSTRIAN PUCHONG UTAMA PUCHONG 47100 SELANGOR,wellcoating@gmail.com,'2017-08-02,WELL COATING SDN BHD,,012 - 2818841,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93780&sid=F8B9D292C9841F563448E74150EF01EB
"20, JALAN KIPAS 34/9 BKT KEMUNTING INDUSTRIAL PARK SHAH ALAM 42450 SELANGOR",morstrong@yahoo.com,'2017-08-02,MORSTRONG INDUSTRIES SDN BHD,,03 - 58809972,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11579&sid=9BCBB4BC7FABEAAD3B9345DB3625700D
"LOT 3846, 7 1/2 MILE JALAN KAPAR KLANG 42200 SELANGOR",cgtay@ays-metal.com,'2017-08-02,AYS METAL PRODUCTS & ENGINEERING SDN BHD,,03 - 32919888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15078&sid=54A7893346B912BF9E8BDB31094D1ED9
LOT NO14 SOLOK RAJA LUMU KAWASAN MIEL PANDAMARAN PELABUHAN KLANG 42000 SELANGOR,sales@thcdoor.com.my,'2017-08-02,THC METAL ENGINEERING SDN BHD,,017 - 6658898,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95531&sid=94A35689407621B9189141A35A77F926
"AL-26, LOT 832-B JALAN KAMPUNG BARU SUNGAI BULOH 47300 SELANGOR",pennie@moderndepot.com.my,'2017-08-02,SUN GLOBAL MARKETING (M) SDN BHD,,03 - 61514483,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87348&sid=FE9292614531DE19CDA8B7307626D8C3
26 &27 JALAN PETANI  08000 KEDAH,su.hong.yeoh@jesin.com.my,'2017-08-02,JESIN BUILDERS SDN BHD,,04 - 4235800,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88082&sid=60739B285AFBDE811D8B334FF3B7EF35
"5 1/2 MILE, JALAN KAPAR KLANG  42100 SELANGOR",koh.linggiat@southsteel.com,'2017-08-02,SOUTHERN STEEL MESH SDN BHD,,03 - 32912116,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12390&sid=0789D915F3F36F71E03834D0EB7A18B2
"51, JALAN SELAT SELATAN 3 LAND PAC INDUSTRIAL PARK PORT KLANG 42000 SELANGOR",sales@lemayn.com,'2017-08-02,LEMAYN CORPORATION SDN BHD,,03 - 31655772,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7067&sid=879094749C92E7B361CB62DCC8DBE610
"44 & 44 A 1, JALAN KELULI AJ7/AJ PUSAT PERNIAGAAN BUKIT RAJA SHAH ALAM 40000 SELANGOR",rebekah@kristalbond.com,'2017-08-02,KRISTALBOND TECHNOLOGIES SDN BHD,,03 - 33420969,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6363&sid=775F949034B72365D1E11A358270EF0D
"LOT 12, LINGKARAN SULTAN MOHAMED 2 BANDAR SULTAN SULEIMAN PELABUHAN KLANG 42000 SELANGOR",sales@kgsb.com.my,'2017-08-02,KARISMA GRATING SDN BHD,,03 - 31768077,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83488&sid=1FC27490610B03846396436C3171102C
51 JALAN KUCHAI 1 TAMAN LIAN HOE 58200 KUALA LUMPUR,khan@marbon.com.my,'2017-08-02,MCF SALES & MARKETING SDN BHD,,03 - 79844262,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83887&sid=7562676D64D28B44FA4CE01EF4DD98F1
LOT 8423 JALAN USAHA EHSAN (INDUSTRIAL AREA) TAMAN EHSAN KEPONG 52100 SELANGOR,logamahir@gmail.com,'2017-08-02,LOGAMAHIR (M) SDN BHD,,03 - 62741128,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2188&sid=A3ED35568680BA9638DE9FB7673C25FB
"LOT 102, JALAN DUA KAW PERINDUSTRIAN OLAK LEMPIT BANTING 42700 SELANGOR",harith@nordintech.com,'2017-08-02,FILTERMATION (MFG) SDN BHD,,03 - 31494100,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8174&sid=5034E08FA6C19D6FF88FE0077A98F96F
B07-02 PARAGON POINT 1 JALAN MEDAN PUSAT BANDAR 5 SEKSYEN 9 BANDAR BARU BANGI 43650 SELANGOR,admin@iossb.com.my,'2017-08-02,INNOVATIVE OILFIELD SERVICES SDN BHD,,03 - 89261261,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5715&sid=33D9A34890A94B084DC46B1728B605FD
"LOT 15672 KAWASAN PERINDUSTRIAN JAKAR 3 CHUKAI, KEMAMAN 24000 TERENGGANU",sales@casa-armada.com.my,'2017-08-02,CASA ARMADA SDN BHD,,09 - 8686272,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64566&sid=697B57F2E2F739975F7D75522584D22F
"3-2-1, GARDEN WING, SUNSURIA AVENUE PERSIARAN MAHOGANI, KOTA DAMANSARA PJU5 PETALING JAYA 47810 SELANGOR",dzahir@ekahala.com,'2017-08-02,EKAHALA RESOURCES SDN BHD,,03 - 61426560,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72715&sid=ED5B6246F63F1D9C76F38C831093D111
"L11-05, LEVEL11 BREM MALL JALAN KEPONG 52000 KUALA LUMPUR",sales@asianos.com.my,'2017-08-02,ASIAN OFFSHORE SERVICES SDN BHD,,03 - 62593560,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13627&sid=D7F829B7F5B738D5CD908FF120409526
"BUSINESS UNIT E-6-08, OASIS SQUARE NO. 2, JALAN PJU 1A/7A, ARA DAMANSARA PETALING JAYA 47301 SELANGOR",jose.lee@spro-solutions.com,'2017-08-02,SPRO SOLUTIONS SDN BHD,,03 - 78321063,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61448&sid=F8C58064F499F4FE367DEFEE1B0B1862
2A-2 JALAN PERSIARANAN PUTERI 1 BANDAR PUCHONG 47100 SELANGOR,info@ganiart.com,'2017-08-02,GANIART SALES & MARKETING SDN BHD,,03 - 80687334,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78885&sid=E8B8177AEBAE6C605CFF43CAEBDABE5D
"UNIT NO. 23A-02, UOA BANGSAR NO 5, JALAN BANGSAR UTAMA BANGSAR UTAMA 59000 KUALA LUMPUR",nazim@versacorp.com.my,'2017-08-02,VERSACORP ENGINEERING SDN BHD,,03 - 22820346,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90713&sid=8FC73EDE9BE8C2A3B74BE574B5C4C25D
3 JALAN BP 5/5 BANDAR BUKIT PUCHONG PUCHONG  47100 SELANGOR,info@spind.com.my,'2017-08-02,SPIND MALAYSIA SDN BHD,,03 - 80605500,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30591&sid=A3A23962CA1DE8A76206729885615B85
NO 621 JALAN SENTUL  51000 KUALA LUMPUR,account@ahhongmotor.com.my,'2017-08-02,AH HONG MOTOR SDN BHD,,03 - 40400280,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104802&sid=4097F849AE252000CDAC72F3436A1DA8
"LOT 13258 & 13259 JALAN HAJI ABDUL MANAN, OFF JALAN MERU KAPAR, KLANG 42200 SELANGOR",info@pantechsteel.com,'2017-08-02,PANTECH STEEL INDUSTRIES SDN BHD,,03 - 33931633,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12417&sid=1562006EE09A2A377BD67545506813E8
29G JALAN BESTARI 1/5 TAMAN NUSA BESTARI  81300 JOHOR,marmarmaju@outlook.com,'2017-08-02,MARMAR MAJU SDN BHD,,016 - 7313319,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99488&sid=A8C8589CEB708C6B749422FD5623C130
"TL 60, BATU 2 JALAN MINYAK BEKU BATU PAHAT 83000 JOHOR",enquiry@kimmu.com.my,'2017-08-02,KIMMU TRADING SDN BHD,,07 - 4323311,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83882&sid=72E05954B7AE2D204A774754F2827027
NO34 JALAN NAKHODA 22 TAMAN UNGKU TUN AMINAH  81300 JOHOR,lajukreatif@outlook.com,'2017-08-02,LAJU KREATIF SDN BHD,,017 - 3669092,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98395&sid=3B41C5F5E21AC9A0F42918AE289B3B26
46 JALAN LAKSAMANA 2 TAMAN UNGKU TUN AMINAH 81300 JOHOR,msmaterialssupply@outlook.com,'2017-08-02,MS MATERIALS SUPPLY SDN BHD,,016 - 7719092,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76200&sid=6F03631379CCC76EE8EA80EFF7F25B07
"LOT 775, JALAN SUBANG 4 KAWASAN PERUSAHAAN SG. PENAGA SUBANG JAYA 47610 SELANGOR",enquiry@imecss.com.my,'2017-08-02,IME CABLE SUPPORT SYSTEMS SDN BHD,,03 - 80222888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33886&sid=66423A538118A5B14F859FB0869C4178
NO 15 JALAN KERUING 12 TAMAN BUKIT RINTING MASAI 81750 JOHOR,medanborneosdnbhd@gmail.com,'2017-08-02,MEDAN BORNEO SDN BHD,,016 - 7020667,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94591&sid=126BF087B061A6B69AD2096394ED501F
NO 46 JALAN LAKSAMANA 2 TAMAN TUN AMINAH  81300 JOHOR,borneocreative@hotmail.com,'2017-08-02,BORNEO CREATIVE SDN BHD,,018 - 6689092,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98569&sid=2F958F867B465C7D3BE001FADE24BB44
34 JALAN NAKHODA 22 TMN UNGKU TUN AMINAH 81300 JOHOR,iramagangsa12@gmail.com,'2017-08-02,IRAMA GANGSA SDN BHD,,017 - 8219092,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86992&sid=D75DBCA3F1F0F655DD3978F6E9AAE54F
LOT 8206 KAW PERUSAHAAN KAMUNTING KAMUNTING 34600 PERAK,juliachin@sancora.com,'2017-08-02,SANCORA PAINTS INDUSTRIES SDN BHD,,05 - 8918777,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9914&sid=18E613FF51D32156D29D4EBEE0630346
"6 & 8, LORONG KLEDANG UTARA 15 KAW PERINDUSTRIAN BANDAR BARU MENGLEMBU MENGLEMBU, IPOH 31450 PERAK",matthewskh@gmail.com,'2017-08-02,SYW INDUSTRY SDN BHD,,05 - 2821517,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2545&sid=FB1FAED86EA47224CC45E0E5D2C985CA
NO 581 JALAN IDAMAN 3/7 TAMAN PERINDUSTRIAN SENAI 81400 JOHOR,inquiry@vodapruf.com,'2017-08-02,VODAPRUF SDN BHD,,0 - 162177155,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95533&sid=BA735C61C63D28B5A69910E29604D0B3
"NO.19, JALAN MERANTI PERMAI 3 MERANTI PERMAI INDUSTRIAL PARK BATU 15, JALAN PUCHONG 47100 SELANGOR",sinly@ply-tec.com,'2017-08-02,PLY TEC FORMWORK SYSTEM INDUSTRIES SDN BHD,,03 - 80612888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70648&sid=DA1CE4AAAE590042F37A29F253FBD2F8
NO. C-6-2 TSB COMEMRCIAL CENTRE JALAN NAUTIKA B U20/B SHAH ALAM 40160 SELANGOR,pennie@molecqgroup.com,'2017-08-02,MOLECQ SDN BHD,,03 - 61514483,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87288&sid=AA2B094AFAD0A91186D071A4B4EC241B
NO 51 JALAN PENDEKAR 6 TAMAN UNGKU TUN AMINAH  81300 JOHOR,dominasibumi@hotmail.com,'2017-08-02,DOMINASI BUMI SDN BHD,,018 - 6689092,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97237&sid=2982A5FB43DF1AB2D7E1C1054523F262
"LOT 3, JALAN 13/2, SECTION 13 PETALING JAYA  46200 SELANGOR",info@innofloor.com.my,'2017-08-02,INNOFLOOR SDN BHD,,03 - 79558978,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58558&sid=D4CD14B488132CD3FC0531DFB7145E89
"NO.7, 1ST FLOOR JLN DESA 5/3 TMN DESA KLUANG 86000 JOHOR",sales@ytenterprise.com.sg,'2017-08-02,Y & T ENTERPRISE SDN BHD,,07 - 7766993,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58733&sid=3990808BF4EF2C636C693C45C33E2FB3
15 LORONG AMPANG ULU  55000 KUALA LUMPUR,sales@onetech.com.my,'2017-08-02,ONE-TECH (M) SDN BHD,,03 - 60384534,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3587&sid=D8955BF6B2D04326479AED25EC1C5FF6
WISMA FEDERAL MALAY HOLDINGS NO 10 PERSIARAN 65C PEKELILING BUSINESS CENTRE JALAN PAHANG BARAT 53000 KUALA LUMPUR,federalmalayholdings@gmail.com,'2017-08-02,FEDERAL MALAY HOLDINGS SDN BHD,,03 - 40221010,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99671&sid=FF80595B68216A7866C5CCFAA743BFD2
"LOT 27, JALAN RP 2 RAWANG INDUSTRIAL & HOUSING ESTATE RAWANG 48000 SELANGOR",enquiry@dml.com.my,'2017-08-02,DML PRODUCTS SDN BHD,,03 - 60918377,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12073&sid=058EF6B633829C7728FF825F52E4262F
"LRG MEGA 1, MILE 5.5 TUARAN ROAD KOLOMBONG  88450 SABAH",groupe@monmin.com.my,'2017-08-02,MONMIN ENTERPRISE SDN BHD,,088 - 421661,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15730&sid=60FF3CF1D15268EB3858C8C28A92CD13
"LOT 197, LORONG SEDCO 5 SEDCO LIGHT INDUSTRIAL ESTATE OFF MILE 2 1/2 JALAN UTARA, SANDAKAN 90713 SABAH",kangshuky@yahoo.com,'2017-08-02,COLFORM SDN BHD,,089 - 238833,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14092&sid=B0E7684FAD4EDCCA3EE50803FD348055
"SUITE 9-3, WEST WING MENARA MATRADE JALAN SULTAN HAJI AHMAD SHAH 50480 KUALA LUMPUR",farah@myib.com.my,'2017-08-02,MYIB MACHINERY SDN BHD,,03 - 62119677,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83180&sid=80F70CC6B43A0660502D73DF2E21D46C
LOT 1258 MUKIM 12 JALAN SERULING KAWASAN PERUSAHAAN VALDOR SUNGAI BAKAP 14200 PULAU PINANG,info@eonmetall.com,'2017-08-02,EONMETALL INDUSTRIES SDN BHD,,04 - 5828323,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=16597&sid=16BC0A271088F94767C4747A9B44AAE6
LOT 4 & LOT 6 JALAN TUN PERAK 3 PERDANA INDUSTRIAL PARK PORT KLANG 42000 SELANGOR,JimR@mfeformwork.com,'2017-08-02,MFE FORMWORK TECHNOLOGY SDN BHD,,03 - 33753000,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57862&sid=2719AFC6BB2AF90F598A5F2C19CA0873
"LOT 1144,  JALAN KEMAJUAN PENDING INDUSTRIAL ESTATE, KUCHING, 93450 SARAWAK",benard@ykmw.com.my,'2017-08-02,YUNG KONG METAL WORKS CO BHD,,082 - 484327,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2844&sid=49BFAB89AE039C6F6633C96D3B1FB6AD
4 JALAN LIMA OFF JALAN CHAN SOW LIN  55200 KUALA LUMPUR,durafloor@hotmail.com,'2017-08-02,DURAFLOOR (M) SDN BHD,,03 - 92225290,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8966&sid=CDA563FC55FA4681E96C947B1A96ACBF
A-1100 JALAN DATO MAHMUD KUANTAN 25050 PAHANG,sales@ecexcel.com.my,'2017-08-02,EC EXCEL WIRE SDN BHD,,09 - 5835449,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104767&sid=09FFF39B0DF11C6E55D27F6547A84874
"PLOT 77 CERAMIC PARK INDUSTRIAL AREA ULU CHEPOR, CHEMOR 31200 PERAK",info@bsh-groups.com,'2017-08-02,BAN SOONG HENG SDN BHD,,05 - 2015594,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5253&sid=D298561E68DB826942F97782888ED129
"PLO 165, JALAN PERINDUSTRIAN 7 TANJUNG AGAS INDUSTRIAL ESTATE MUAR 84000 JOHOR",huisiah@tidy.net,'2017-08-02,TIDY LOCKS & FITTINGS SDN BHD,,06 - 9525202,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5868&sid=54F63F561D8721B8389CE23697E34B8A
"LOT 7447 & 7980, JALAN P 4/1 BANDAR TEKNOLOGI KAJANG 18TH MILE, JALAN SEMENYIH, SEMENYIH 43500 SELANGOR",sales@intralinktechno.com,'2017-08-02,INTRALINK TECHNO SDN BHD,,03 - 87235388,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2272&sid=A8186B274C970384E8C6E9739A773F36
LOT 12 JALAN PERUSAHAAN 4 BATU CAVES 68100 SELANGOR,chuiyen.cheah@paling.com.my,'2017-08-02,PALING INDUSTRIES SDN BHD,,03 - 61896389,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9939&sid=405DCBDCA97E7621351D9763DEC5A672
"NO. 29, JALAN SONGKET TAMAN MAZNAH KLANG 41000 SELANGOR",celynmarketing@flytech.com.my,'2017-08-02,FLYTECH ENGINEERING SDN BHD,,03 - 33732228,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63919&sid=F58DD8E242B0306E645120F36B9AD582
SUITE 66-1 AMBER BUSINESS PLAZA 2 JALAN JELAWAT 1 56000 KUALA LUMPUR,zuraina@ecoloo.eu,'2017-08-02,ECOLOO GREENTECH MALAYSIA SDN BHD,,010 - 5121967,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94055&sid=0668D482DBCA8B8847693BB3D99F6339
