FAILMSG,HREF,EMAIL,CONAME,DATE_SCRAPED,BIZADD,TEL
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7657&sid=F39881F6E7D68702068B609F9953F155,sinlygwan@gmail.com,SINLYGWAN INDUSTRIES SUPPLY SDN BHD,'2017-08-02,"LOT 11543, JALAN TAMAN IMPIAN EHSAN BALAKONG SERI KEMBANGAN 43300 SELANGOR",03 - 89610636
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101112&sid=3A99852C9F492FC02B05F0758150027B,ktseow@smt-penli.com,HK PENLI TECHNOLOGY SDN BHD,'2017-08-02,12 LORONG PALA 4 KAWASAN INDUSTRI RINGAN PERMATANG TINGGI BUKIT MERTAJAM 14000 PULAU PINANG,012 - 5072229
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10450&sid=EE27EC753EF00CF503A810139F4D9CB9,howard@howardmy.com,HOWARD ALATPERTANIAN SDN BHD,'2017-08-02,2 JALAN PERUSAHAAN TIGA 20TH MILE RAWANG 48000 SELANGOR,03 - 60931010
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96639&sid=301E360BCEAC109DE33CD694204EC478,delone.acc@gmail.com,DELONE TECHNOLOGY (M) SDN BHD,'2017-08-02,30 & 32 JALAN SURIA 2 TAMAN SURIA NIBONG TEBAL 14300 PULAU PINANG,04 - 5933339
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78041&sid=13363A678881EEB9F373FBF5140DFD59,enquiry@sck-group.com,SCK AUTOMATION SDN BHD,'2017-08-02,312-E JALAN PERAK PENANG 11600 PULAU PINANG,04 - 2810678
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93843&sid=7A05FCF3D67BAB257CACF96C01947D4F,sales@bokopt.com,BOK OPT SDN BHD,'2017-08-02,68-1 JLN MP2 MERDEKA PERMAI MELAKA   75350 MELAKA,06 - 3338917
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98485&sid=62B1D8994D65958D26615920D3E5DFD9,jayabalan77@four-s.com.my,FOUR S VISION SDN BHD,'2017-08-02,NO 13 BISHOP STREET GEORGETOWN  10200 PULAU PINANG,04 - 2508813
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78057&sid=D64FB746C2C885CB65DD6CB3CEFBB4E2,sales@designex3d.com,DESIGNEX 3D SDN BHD,'2017-08-02,"UNIT C110, C210, C310, BLOCK C, UNIT PERDAGANGAN PHILEO DAMANSARA 1 NO 9 JALAN 16/11, OFF JALAN DAMANSARA, PETALING JAYA 46350 SELANGOR",03 - 79318159
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101532&sid=F2EBA1C8A31465F99E82D551279EB9F8,cmyeoh@easypack.com.my,EASY PACK MACHINERY SDN BHD,'2017-08-02,PMT1186 JALAN PERINDUSTRIAN BUKIT MINYAK 18 TAMAN PERINDUSTRIAN BUKIT MINYAK PENANG SCIENCE PARK 14100 PULAU PINANG,04 - 5026545
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53280&sid=077103706315BE92870E1818C4769DC7,teh.solidcool@gmail.com,SOLID COOL MARKETING (SELAYANG) SDN BHD,'2017-08-02,"20, JALAN 2A / 2B TAMAN DESA BAKTI SELAYANG 68100 KUALA LUMPUR",03 - 61366300
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60191&sid=9131F73E133B046267DF473F49E5C83C,leso.mgm1@gmail.com,LESOSHOPPE SDN BHD,'2017-08-02,"12A JALAN GITAR 33/3 ELITE INDUSTRIAL ESTATE SEKSYEN 33, SHAH ALAM 40300 SELANGOR",03 - 51212673
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93779&sid=DAF1191BCE89516E851774B33F31FC87,pentaonline@pentamaster.com.my,PENTAMASTER EQUIPMENT MANUFACTURING SDN BHD,'2017-08-02,PLOT 18 & 19 TECHNOPLEX MEDAN BAYAN LEPAS TAMAN PERINDUSTRIAN BAYAN LEPAS PHASE IV 11900 PULAU PINANG,04 - 6469212
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98507&sid=A6F0D20EE8385715B190508AAF51F65E,Pun.Peiling@fmm.fanuc.com,FANUC MECHATRONICS (MALAYSIA) SDN BHD,'2017-08-02,NO 32 JLN PENGACARA U1/48 TEMASYA INDUSTRIAL PARK SECT U1 SHAH ALAM 40150 SELANGOR,03 - 76280110
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6526&sid=CE7F791A5DCF07F59419C544C2894281,mklfelix@gmail.com,FELIX MACHINERY SDN BHD,'2017-08-02,63-1 JALAN JED 3/KS9 BANDAR PARKLANDS KLANG 41200 SELANGOR,03 - 33253118
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15109&sid=AC47F3CDC166898891E3967E4B7AD765,hstan@dnoncetech.com,D'NONCE (M) SDN BHD,'2017-08-02,"51-14-B & C, MENARA BHL BANK JALAN SULTAN AHMAD SHAH  10050 PULAU PINANG",04 - 2281198
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35850&sid=F7A9862EAF14BF78155769864F321562,lktan@conquestelec.com,CONQUEST ELECTRONICS SDN BHD,'2017-08-02,"PLOT 31, JALAN PKNK UTAMA SG PETANI INDUSTRIAL ESTATE SG PETANI 08000 KEDAH",04 - 4412388
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98554&sid=9A90950174AA560B257A4EC6CC0F08B8,inquiry@afusiontech.com,AFT AUTOMATION SDN. BHD,'2017-08-02,10-C LINTANG SUNGAI TIRAM 4 BAYAN LEPAS  11900 PULAU PINANG,04 - 6422690
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98672&sid=15EDF9626A08F2295DEC650701AE17AD,tham@secure.net.my,SECURE EQUIPMENT TRADING SDN BHD,'2017-08-02,NO 6 JALAN SUNGAI KAYU ARA 32/36 TAMAN PERUSAHAAN BERJAYA SEKSYEN 13 SHAH ALAM 40460 SELANGOR,03 - 58701866
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98652&sid=B8F313D84D50EC0F85B8103488D6E2E1,omniatlas88@gmail.com,OMNI ATLAS (M) SDN. BHD.,'2017-08-02,65 JALAN TPP 1/12 TAMAN INDUSTRIES PUCHONG BATU 12 JALAN PUCHONG 47100 SELANGOR,012 - 3434799
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88143&sid=EAB29A99F9F3B9AA5215F567F0185135,sharimah@suria-grp.com,SURIA COMPONENT MANUFACTUIRNG (M) SDN BHD,'2017-08-02,"10 & 12, JALAN ZUHAL U5/178 KAW PERINDUSTRIAN SUBANG KRISTAL SHAH ALAM 40150 SELANGOR",03 - 78326474
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=49451&sid=DAD8F8EEF5AD3A2103FE265C081ADBDC,acc_easypac@yahoo.com,EASY PACK MACHINERY (KL) SDN BHD,'2017-08-02,SEKSYEN U1 HICOM GLENMARIE INDUSTRIAL PARK SHAH ALAM 40000 SELANGOR,03 - 55697133
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43417&sid=FD5DC6C2693470E2281C84162FF18028,business_support@chdip.com,TANER INDUSTRIAL TECHNOLOGY (M) SDN BHD,'2017-08-02,"UNIT C-8-1.2, LEVEL 8, BLOCK C MINES WATERFRONT BUSINESS PARK, 3 JLN TASIK MINES RESORT CITY, SERI KEMBANGAN 43300 SELANGOR",03 - 89429872
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87316&sid=05527FBD462220AD3C48C739C9054E1E,commercial@elpiji-group.com.my,ELPIJI INTERNATIONAL SDN BHD,'2017-08-02,"601-A, LEVEL 6, TOWER A, UPTOWN 5 5 JALAN SS 21/39 DAMANSARA UPTOWN 47400 SELANGOR",03 - 76601377
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14900&sid=30A657D4BF87E3149637E12693A486BB,chuawoo@pd.jaring.my,RBM BUILDING MACHINERY TRADING SDN BHD,'2017-08-02,"LOT 108, SENAWANG INDUSTRIES ESTATE SEREMBAN  70450 NEGERI SEMBILAN",06 - 6773997
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80860&sid=5404C5AB7B633D142E8167545B483FDC,admin@cryogas.com.my,ORBITAL TECHNIK SDN BHD,'2017-08-02,"41, JALAN PUTRA PERMAI IA EQUINE PARK SERI KEMBANGAN 43300 SELANGOR",03 - 89482350
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100672&sid=3B0D520440E8CC8810843050FE37F249,admin@te.com.my,T.E MACHINERY SDN BHD,'2017-08-02,A57 SALAK SOUTH GARDEN JALAN SUNGAI BESI  57100 KUALA LUMPUR,03 - 79821227
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10080&sid=DDBD17C52F51767AFAEA104FA8413754,info@solartech.com.my,SOLARTECH SALES AND SERVICE SDN BHD,'2017-08-02,"5, JALAN TEKNOLOGI 3/5 TAMAN SAINS SELANGOR 1 KOTA DAMANSARA, PETALING JAYA 47810 SELANGOR",603 - 61574888
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100681&sid=CF5E77B729BB36ECB70301580D59D114,enquiry.hpessb@gmail.com,HYDRO PNEUMA ENGINEERING SUPPLY SDN BHD,'2017-08-02,43 JALAN KAPAL OFF JALAN CHAIN FERRY BUTTERWORTH 12100 PULAU PINANG,04 - 3232197
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=46566&sid=520BAADAB16B25AF7107217AD7E6FE01,hr.dept@gettools.biz,GLOBAL EXCEL TOOLS MANUFACTURING SDN BHD,'2017-08-02,"NO 2, JALAN TPP 6/1 TAMAN PERINDUSTRIAN PUCHONG  47100 SELANGOR",03 - 80625040
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59042&sid=46B7F77A632A688FB6F6008DDD060357,hr.dept@gettools.biz,GET INTERNATIONAL MANUFACTURING SDN BHD,'2017-08-02,"2, JALAN TPP 6/1 TAMAN PERINDUSTRIAN PUCHONG PUCHONG 47100 SELANGOR",03 - 80625040
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42778&sid=41244EF32B1EFF5F2018F671BA773B21,info@chocolate-effect.com,THE CHOCOLATE EFFECT SDN BHD,'2017-08-02,"588, WISMA MALPROC GROUND FLOOR, JALAN HARUAN 4/8 OAKLAND CORMERCIAL CENTER, SEREMBAN 70300 NEGERI SEMBILAN",06 - 6329488
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100748&sid=7B7BBD138C2C27D6D820D4F65663B5DD,pumps@leesonmech.com,LEESONMECH PUMPS SDN. BHD.,'2017-08-02,NO 18 JALAN 18 TAMAN SRI KLUANG KLUANG 86000 JOHOR,07 - 7731055
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94996&sid=20BFECE5D0F31279A3DD40821C658D65,multifoil@multifoil.com.my,MULTIFOIL SDN BHD,'2017-08-02,"NO. 5, JALAN 4/4C, DESA MELAWATI   53100 KUALA LUMPUR",03 - 41051128
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59988&sid=D977EBF472CBE5E0F76C7877B6636142,sales@lhtech.com.my,LH TECH TRADING SDN BHD,'2017-08-02,9 JALAN BUKIT PERMAI UTAMA 3 TAMAN INDUSTRI BUKIT PERMAI 56100 KUALA LUMPUR,03 - 42976626
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100902&sid=D844CC00612066BAEADB6A5F007702DC,enquiry@pmt.my,PMT MACHINE TOOLS SDN. BHD.,'2017-08-02,LOT 773 11A JALAN SUBANG 4 SUBANG LIGHT INDUSTRIAL PARK SUBANG JAYA 47500 SELANGOR,03 - 56387990
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5319&sid=174748EB96AD0330F76E2AC72B224C8E,hq@leopad.com,R.M. LEOPAD SDN BHD,'2017-08-02,"WISMA LEOPAD 2ND FLOOR 5, JALAN TUN SAMBANTHAN 50470 KUALA LUMPUR",03 - 22600200
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=49220&sid=8A8E8F5F686E2249B9AC27D1D62634E8,admin@bsuredecisions.com,BSURE SOLUTION SDN BHD,'2017-08-02,"33-2, JALAN WANGSA DELIMA 5 (JALAN 2/27F) KLSC SECTION 5, WANGSA MAJU 53300 KUALA LUMPUR",03 - 41436630
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9815&sid=4460B8E5B1C84755444D25C1DF4AB65F,rodney@welch.com.my,WELCH (M) SDN BHD,'2017-08-02,"LOT 1837, JALAN KPB 8 KAW PERINDUSTRIAN BALAKONG KG BARU BALAKONG 43300 SELANGOR",03 - 89621162
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81293&sid=69B94F60C85529F4102A4A5BFF2FF095,shinni.allstarfortress@gmail.com,ALL STAR FORTRESS SDN BHD,'2017-08-02,"PL 15A, KAWASAN INDUSTRI PERINDUSTRIAN AIR KEROH  75450 MELAKA",06 - 2330598
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14467&sid=32818AB82257B61F352C826AC8EF6686,sales@localbasic.com.my,LOCAL BASIC SDN BHD,'2017-08-02,"11, LENGKOK NIP 1/1 TAMAN INDUSTRI NUSAJAYA 1 NUSAJAYA 80800 JOHOR",07 - 5311831
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101927&sid=051F08AA507FC4B6E9FC87B743A2023A,helimacsdnbhd@gmail.com,HELIMAC SDN BHD,'2017-08-02,NO26 JALAN TPP1/19 TAMAN INDUSTRI PUCHONG BATU 12 JALAN PUCHONG PUCHONG 47100 SELANGOR,03 - 80681810
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11017&sid=52B5C2F490759DFCDE1DA60E0FFCEA8F,wan@laku.com.my,LAKU INDUSTRIES SDN BHD,'2017-08-02,"LOT 2297, JALAN MEGA 1, TAMAN INDUSTRI MEGA, OFF BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR",03 - 87233000
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101918&sid=367F9864B0F6D66AB6A1E47A259BCFDD,info@okutech.com,OKUTECH SDN BHD,'2017-08-02,NO 6 JALAN USJ 1/33 SUBANG JAYA 47600 SELANGOR,03 - 80235877
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8183&sid=708B7B05F53AC827573827AB49C12B1C,sjcsb@junchong.com.my,SYARIKAT JUN CHONG SDN BHD,'2017-08-02,"18, JALAN LAMBAK P.O. BOX 51 KLUANG 86000 JOHOR",07 - 7725188
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13138&sid=98AEE820E9EADE3D8FA2DAA315406A50,JiaShyan.Tsu@Lipta.com.my,LIPTA PLASTIC INDUSTRIES SDN BHD,'2017-08-02,PLOT 125 JALAN INDUSTRI 10 KAW PERINDUSTRIAN ALOR GAJAH 78000 MELAKA,06 - 5561088
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92528&sid=25F7F7F8F307BA097C7F8B22429B162A,xinxintravelsb@hotmail.com,XIN XIN TRAVEL SDN BHD,'2017-08-02,NO 4-GB BLOK H JALAN LAMBAK JOHBASE CITY SQUARE 86000 JOHOR,07 - 7733466
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54817&sid=A1C3E6AB94B51E90EC14CDB88DE4325F,info@syngas.com.my,SYNGAS SDN BHD,'2017-08-02,SUITE 12.21 WISMA ZELAN NO.1 JALAN TASIK PERMAISURI 2 BANDAR TUN RAZAK CHERAS 56000 SELANGOR,03 - 55121701
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10002&sid=86FB850906BDEC0484B44B8E33DE2D4D,cgchong@mh2u.com.my,MH MULTIPACK SDN BHD,'2017-08-02,"20, 22 & 24, LORONG IKS JURU 3 KAW PERUSAHAAN JURU, SIMPANG AMPAT BKT MERTAJAM 14100 PULAU PINANG",04 - 5077706
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88285&sid=E1654812DA0A1DD5DB36092B052FE0C7,eurostar_thao@hotmail.com,EUROSTAR TRACTORS (M) SDN BHD,'2017-08-02,"LOT 6668, JLN PK 8 KAWASAN PERINDUSTRIAN KRUBONG  75260 MELAKA",06 - 3377555
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35479&sid=99FB154D01D2E7DF60EFCEA4D626B3C9,mjatieng@yahoo.com,MERGE JATI ENGINEERING SDN BHD,'2017-08-02,"LOT 10427, JALAN SG JATI KLANG  41000 SELANGOR",03 - 51611589
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7200&sid=B2F8648216EBB338FEE32F7764310B31,dayatekniktrading@gmail.com,DAYA TEKNIK TRADING SDN BHD,'2017-08-02,"LOT 1780, MUKIM RAWANG SUNGAI BAKAU  48000 SELANGOR",03 - 60931410
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93790&sid=89196F2F52933A5E17B64D8EB0C6FCFA,accounts@uesgroup.com.my,UES HEAVY MACHINERY SDN BHD,'2017-08-02,NO 18-2 - 18-4 JALAN METRO PUDU FRASER BUSINESS PARK OFF JALAN TUN RAZAK 55200 KUALA LUMPUR,03 - 92361133
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79430&sid=B0DF5F21D4A10C2B739E3C1A52489525,admin@teraselemen.com.my,TERAS ELEMEN GEAR & SERVICE SDN BHD,'2017-08-02,"75,JALAN SERULING 58 TAMAN KLANG JAYA KLANG 41200 SELANGOR",03 - 33238793
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64395&sid=31839764932748038D316EDBBD18D2A4,ukifoodtech@hotmail.com,UKI FOOD TECHNOLOGY SDN BHD,'2017-08-02,C 15 JALAN 2A KAW PERUSAHAAN SUNGAI LALANG SUNGAI PETANI 08000 KEDAH,019 - 4411237
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75938&sid=6A2C08026A2454615A647ECDCE731990,wsmalaysia@gea.com,GEA WESTFALIA SEPARATOR (MALAYSIA) SDN BHD,'2017-08-02,"25, JALAN SS 25/41 MAYANG INDUSTRIAL PARK PETALING JAYA 47301 SELANGOR",03 - 78040807
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76945&sid=D523FE1FF5990B5A2C9C29A8F0806D6C,ykl@yklgroup.com.my,YKL ENGINEERING SDN BHD,'2017-08-02,"LOT 663, BATU 10 KAMPUNG PAYA PANJANG BUKIT PASIR, MUAR 84300 JOHOR",06 - 9859155
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93964&sid=8561BA2CE6611ED91A75538A2516F461,iris@adpacmachinery.com,ADVANCE PACIFIC MACHINERY SDN BHD,'2017-08-02,NO 3 JALAN UTAMA 2/29 SECTION 2 TAMAN PERINDUSTRIAN PUCHONG UTAMA 47100 SELANGOR,019 - 3395760
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88065&sid=2894522016432091BC4B9207E642B222,unitechtrdg@gmail.com,UNI TECHNOLOGIES TRADING SDN BHD,'2017-08-02,1 JALAN PERMAS 9/9 BANDAR BARU PERMAS JAYA 81750 JOHOR,07 - 3880602
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14425&sid=9629489BFFEF3ED7D393FB4635DB7FEA,sales@huitrading.com.my,SHT ENGINEERING SDN BHD,'2017-08-02,"1, JALAN MEGA A TAMAN INDUSTRIAL MEGA SEMENYIH 43500 SELANGOR",03 - 87243228
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52218&sid=C28576BE37E86AFA7F1A3620E9DD66DD,meera@sammccoy.com.my,SAM MCCOY MANUFACTURING SDN BHD,'2017-08-02,"LOT 58, JALAN TANJUNG MEDAN, 26/12 SHAH ALAM  40000 SELANGOR",03 - 51917711
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7745&sid=EFF9383BB0A6BB92D09616C20C4C6515,jjtan@daepac.com,DAEPAC INDUSTRIES SDN BHD,'2017-08-02,"NO 10, JALAN INDAH GEMILANG 5 TAMAN PERINDUSTRIAN GEMILANG ULU TIRAM 81800 JOHOR",07 - 8637000
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10004&sid=4E901C8108D0DAAE3AC8AB924A7DE7A5,info@sawipac.com,SAWIPAC SDN BHD,'2017-08-02,"LOT 9959, 4 MILE JALAN MERSING KLUANG 86000 JOHOR",07 - 7733661
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98598&sid=A1CC5B35B7CD2813A5B23AB5C929F741,ngsh38@acparts.my,ACPARTS ENGINEERING SDN BHD,'2017-08-02,NO 3 JALAN MAKMUR 1 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81800 JOHOR,07 - 8611290
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11294&sid=E7BA9D34112DB5EC3C8146D9BCC09AC0,sales@scp.com.my,SCP AUTOMATION (M) SDN BHD,'2017-08-02,"55, JALAN MATAHARI AA U5/AA BANDAR PINGGIRAN SUBANG SECTION U5, SHAH ALAM 40150 SELANGOR",03 - 78450129
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14922&sid=01069A9F75A425D1B8DA3F0719CB2243,kawan@kawanengineering.com.my,KAWAN ENGINEERING SDN BHD,'2017-08-02,"18, LEBUH PERUSAHAAN 1 IGB INDUSTRIAL PARK IPOH 31200 PERAK",05 - 2913840
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68835&sid=56689BD79526D05DA331B45B1FFB784A,mail@m-vance.com,MVANCE ENGINEERING SDN BHD,'2017-08-02,"JA2531, KAW PERINDUSTRIAN MERLIMAU MERLIMAU MELAKA 77300 MELAKA",06 - 2633339
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99459&sid=91BE968E628BEF1C2961845CD0B77EB4,globalwoodtrd@gmail.com,GLOBAL WOOD TRADING,'2017-08-02,PTG 606 PANDAN TERRACE JALAN PERDANA UTAMA PANDAN PERDANA 55300 KUALA LUMPUR,03 - 92829985
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99358&sid=4DCAA744569F5B014D15958F40DD1F0D,aicsystemsb@gmail.com,AIC SYSTEM SDN BHD,'2017-08-02,106 JALAN CHOO CHENG KHAY  50460 KUALA LUMPUR,012 - 2169065
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99350&sid=52D44F349CFB071924A908689A17BE42,ssmgolf88@gmail.com,SOON SENG MANUFACTURER,'2017-08-02,9 & 11 PERSIARAN JELAPANG MAJU 9 KAWASAN PERINDUSTRIAN JELAPANG IPOH 30020 PERAK,05 - 5260809
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95822&sid=7BECF98435A45B504BD6F2E763E577F8,logistics@ikaa.com.my,IKA AUTOMATION SDN. BHD.,'2017-08-02,NO 26 JALAN SS20/10 DAMANSARA KIM PETALING JAYA 47400 SELANGOR,03 - 77268782
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74798&sid=08FD90D712E27CAE64AB9977B578FC97,chchan@pmi-group.com,PMI-TECHNOLOGY SDN BHD,'2017-08-02,"17 & 19, JALAN PENGACARA U1/48 TEMASYA INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",03 - 55693993
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7934&sid=2A007C19867DC4C96423BE2CF11E5E96,info@mstime.com.my,MS TIME SDN BHD,'2017-08-02,"42B, JALAN USJ 10/1B UEP SUBANG JAYA  47820 SELANGOR",03 - 56317825
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34699&sid=1D410D6151C7ED8452D5ADA8D3FDBB7C,sales@kitapackaging.com,KITA PACKAGING SDN BHD,'2017-08-02,"6537-6538, JALAN RAJA UDA BUTTERWORTH  12300 PULAU PINANG",04 - 3323908
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99709&sid=D1F6C40B0FC430AAD964CE4B69D1EA43,keatfong.chou@gmail.com,D&B TECHNOLOGY ENGINEERING PLT,'2017-08-02,NO 3 JALAN PJU 3/23F SUNWAY DAMANSARA PETALING JAYA 47810 SELANGOR,03 - 77338884
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80672&sid=6B082348C67DC4992318244FD4367001,sales@jadray.com,JADRAY SDN BHD,'2017-08-02,"2, LORONG PERUSAHAAN SUNGAI LOKAN 4 KAW PERUSAHAAN SUNGAI LOKAN BUTTERWORTH 13800 PULAU PINANG",04 - 3566117
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2862&sid=DD83634AC76CBF24ECA820006C972A20,info@precisetech.com.my,PRECISETECH SDN  BHD,'2017-08-02,15 LORONG PERUSAHAAN MAJU 11 PRAI 13600 PULAU PINANG,04 - 5080288
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65987&sid=A688B34BC41DD6434377EE558F349239,duropac@gmail.com,DURO PACK (M) SDN BHD,'2017-08-02,18 JALAN UTAMA 2/27 TAMAN PERINDUSTRIAN PUCHONG UTAMA 47100 SELANGOR,03 - 80514379
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14452&sid=CD6F53CA8B879D26B747326EBD86748F,alex@aplusgroup.com.my,A PLUS MANUFACTURING SDN BHD,'2017-08-02,"194-B, JALAN TUDM KG BARU, SUBANG SHAH ALAM 40150 SELANGOR",03 - 78469397
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103417&sid=49D8E6ABA97DF579802BD1CDEC59FD1A,admin@gpslands.com.my,GPS LANDS (M) SDN BHD,'2017-08-02,NO 25-2 JALAN USJ 10/1G TAIPAN BUSINESS CENTRE SUBANG JAYA 47620 SELANGOR,03 - 56383588
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4978&sid=2821343EDA377A1C82190432A8F3C38F,fslam@jkf.com.my,JKF INDUSTRI SDN BHD,'2017-08-02,"LOT 8521,  PERSIARAN INDUSTRI GALLA GALLA INDUSTRIAL PARK SEREMBAN 70200 NEGERI SEMBILAN",06 - 7649861
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13159&sid=31C4A99A1D48F3E65CCD79DCA2AAA9F9,kamala@arrowsystemsonline.com,ARROW SYSTEMS SDN BHD,'2017-08-02,"NO.1 PERSIARAN PERINDUSTRIAN PENGKALAN 15, KAWASAN PERINDUSTRIAN PENGKALAN LAHAT, IPOH 31500 PERAK",05 - 3217968
