EMAIL,DATE_SCRAPED,HREF,CONAME,BIZADD,FAILMSG,TEL
bikeconceptpx@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98462&sid=D8D5BF173048B479F0ED8C078AE30E9A,WHYZUL (M) SDN BHD,NO 19 G FLOOR JALAN TEKNOLOGI SAINS 3/6C THE CORE SEKSYEN 3 KOTA DAMANSARA PETALING JAYA 47810 SELANGOR,,03 - 61431739
gary_autotrop@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99246&sid=91AA03093DE424DD338CD4352B548AE2,AUTOTROP SDN BHD,LOT 7008 1ST FLOOR JALAN PENDING KUCHING 93450 SARAWAK,,082 - 244860
gadaffi@pfce.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5983&sid=988CA2F7DFB76F68FA8B76806B288B65,PFC ENGINEERING SDN BHD,"LEVEL 22, MAJU TOWER 1001, JALAN SULTAN ISMAIL  50250 KUALA LUMPUR",,03 - 27728777
khairul@masterapproach.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7020&sid=81D1222ECB1D01C1E4208CF9BDA82A8D,MASTER APPROACH SDN BHD,"LOT 2755, JALAN RAJA NONG TAMAN SENTOSA KLANG 41200 SELANGOR",,03 - 51610766
nbd@sapuraindustrial.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3569&sid=4DC14A8FB7F930F05761EC621B06D9AF,SAPURA INDUSTRIAL BERHAD,"LOT 2 & 4, JALAN P/11, SECTION 10 KAW PERINDUSTRIAN BANGI BANDAR BARU  BANGI 43650 SELANGOR",,03 - 89252116
zenne@zenne.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15714&sid=B3C8867095C424EF6F4B2644A7BCD1B7,KEIN HING INDUSTRY SDN BHD,"LOT 1863/64, JALAN COLLEGE SERI KEMBANGAN SERDANG BARU 43300 SELANGOR",,03 - 89489088
mpd@mrepc.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5454&sid=39CE7A6D507DDBAB1D8B05106C03CB57,MALAYSIAN RUBBER EXPORT PROMOTION COUNCIL (MREPC),"UNIT NO 36-02, LEVEL 36, Q SENTRAL 2A JALAN STESEN SENTRAL 2, KL SENTRAL 50470 KUALA LUMPUR",,03 - 27805888
info@xsolution.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99691&sid=F8EDD299A0F1F804EE38E7268077983E,X SOLUTION RUBBER MANUFACTURING SDN BHD,NO 5 JALAN NILAM 3/1 KAWASAN PERINDUSTRIAN NILAI UTAMA NILAI 71800 NEGERI SEMBILAN,,06 - 7941263
ANKH@NEXTEAMWORK.COM,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85226&sid=D81FEDDE356E29F01AD94B95F0A27D04,NEXTEAMWORK CORPORATION SDN BHD,22 & 24 JALAN TPP 5/5 TAMAN PERINDUSTRIAN PUCHONG 47100 SELANGOR,,03 - 80603123
limphiaw@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93998&sid=BBD38BF5A73B1305F9E4A9BED33FA3F0,NORTH STAR BEIBEN SDN BHD,100-2.029 BLOCK J 129 OFFICES JAYA ONE 72A JALAN UNIVERSITY PETALING JAYA 46200 SELANGOR,,03 - 79310371
vitaltechno@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43094&sid=7ACC033A9BEC89D5672E3C0665151D06,VITAL TECHNOMATION SDN BHD,"85 , JALAN BP 6/3 BANDAR BKT PUCHONG PUCHONG 47120 SELANGOR",,03 - 80617918
yjkentax@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96504&sid=4040937394A4AA1AD83E0A15C8C3EC82,KENTAX AUTO PARTS SDN BHD,9 LORONG SELAMPIT 21A TAMAN KLANG JAYA KLANG 41200 SELANGOR,,03 - 33243315
autopista118@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96503&sid=A23F759C103C9707B1B5E15ECDA3DDF0,AUTOPISTA HOLDING SDN BHD,NO 10 JALAN KESUMA 2/4 BANDAR TASIK KESUMA MUKIM BERANANG 43700 SELANGOR,,016 - 2066090
bhlsktan@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96645&sid=E8A4B62452FB1AE4488FF151725A6BAD,PHPE ENGINEERING SDN BHD,48 JALAN UTAMA 2/28 TAMAN PERINDUSTRIAN PUCHONG UTAMA PUCHONG 47130 SELANGOR,,03 - 86597551
klyee@okamizu.net,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35747&sid=3F80B0F316CC3E3127A9ACF4E720ACFC,OKAMIZU INTERNATIONAL SDN BHD,13-2 JALAN TANJUNG SD 13/1 BANDAR SRI DAMANSARA 52100 KUALA LUMPUR,,03 - 62732282
tanys@wisonscrew.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57424&sid=B6387B940CFCF7FE186C094323D9B170,WISON SCREW INDUSTRIES SDN BHD,"LOT PTD 10643, KAWASAN PERINDUSTRIAN BUKIT BAKRI JALAN KEMPAS 3, MILE 7 1/2 MUKIM BUKIT BAKRI, MUAR 84200 JOHOR",,06 - 9860700
razifjwr@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9074&sid=1AF5DAE8FAAAEDA61CAB00EAA17D3B0E,JWR TECHNOLOGY (M) SDN BHD,"NO 1,2,2A & 3, LORONG IKS BKT MINYAK 1D TAMAN IKS BKT MINYAK BKT MERTAJAM 14000 PULAU PINANG",,04 - 5025770
sunnylee_poc@estextech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60776&sid=E9977022A880CC195265D8BE5D9C2676,ESTEX TECHNOLOGIES SDN BHD,NO. 4 LORONG IKS JURU 3 KAWASAN IKS JURU SIMPANG AMPAT 14100 PULAU PINANG,,04 - 5041618
callfomalaysia@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99479&sid=2391ADCDF4E0476341E5C3BA72C79CA2,CALLFO INTERNATIONAL SDN. BHD.,NO 78 JALAN LOKE YEW  55200 KUALA LUMPUR,,03 - 92231888
afandi@dynamictrafficsystem.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96976&sid=C6DF6A515859CDF933EBBB9D3F9BFD2F,PALMAS SDN BHD,NO 36 JALAN SEROJA 5D/2 SEKSYEN BS6 BUKIT BERUNTUNG RAWANG 48300 SELANGOR,,011 - 26608161
sales@teamweld.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96945&sid=B9D24B9C4D30A300686586568D230B60,TEAMWELD INDUSTRIES SDN BHD,NO 3 JALAN TPP 1/11 TAMAN INDUSTRIES PUCHONG JALAN PUCHONG 47100 SELANGOR,,03 - 80609060
viviennekoo@ion-wood.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94887&sid=2E2CFF211EE1A643CEE01B8DF0ECB640,SUGAWA TECH SDN BHD,NO 7&9 LRG TEMBIKAI 8 KAWASAN PERNIAGAAN SG RAMBAI BKT MERTAJAM 14000 PULAU PINANG,,04 - 5399636
malaysia01@autonics.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96970&sid=8F053A0B2330119C18CEC8BFD07FBFCE,MAL-AUTONICS SENSOR SDN BHD,UNIT 613 & 614 KELANA BUSINESS CENTRE NO 97 JALAN SS7/2 KELANA JAYA PETALING JAYA 47301 SELANGOR,,03 - 78057190
seakokyew73@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100091&sid=D28DFB1073190BC43C1EACC2CC9C24AF,OSK DAGANGAN SDN BHD,1 & 3 JALAN GIAR 34/8 SECTION 34 SHAH ALAM 40470 SELANGOR,,03 - 58801882
kannan@schmitterautomotiveasia.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100052&sid=C658725BBEE398CEE8B548773A734666,SCHMITTERAUTOMOTIVEASIA SDN BHD,PMT 1004 JALAN PERINDUSTRIAN BUKIT MINYAK 6 TAMAN PERINDUSTRIAN BUKIT MINYAK MUKIM 13 SIMPANG AMPAT 14100 PULAU PINANG,,04 - 5017000
info@wsacim.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9889&sid=935EB068906B3FCF4DFE036F677CD8FA,WSA ITECH SDN BHD,"LOT 33, JALAN RP 2, RAWANG PERDANA INDUSTRIAL ESTATE, 48000 RAWANG, SELANGOR  48000 SELANGOR",,03 - 60935233
info@hardexworld.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44377&sid=275E99DC829090919B634E27B6F27AE5,ESRON PETROLEUM SDN. BHD.,"2A, JALAN IM 3/6, KAWASAN PERINDUSTRIAN IM 3 BANDAR INDERA MAHKOTA KUANTAN 25200 PAHANG",,09 - 5721063
sbp95@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82485&sid=EC2ED3F46689E951C7BF3C764BAE9690,SBP MOTOSPORTS SDN BHD,"128, JALAN KANGKAR TEBRAU KAMPUNG BARU PANDAN JOHOR BAHRU 81100 JOHOR",,012 - 7440377
tanyk@newhoongfatt.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58468&sid=17F4BBEA169D8ED8EA8CDD0F4B65883E,AUTO GLOBAL PARTS INDUSTRIES SDN BHD,LOT 5028 JALAN TERATAI MERU 41050 SELANGOR,,03 - 33778270
laiwaiyong@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100719&sid=8E157F51769C61A23CABD0CD676A0004,LWK AUTOMOTIVE GREEN TECHNOLOGIES SDN. BHD.,NO19M (ROOM A) JALAN SS 21/1A DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR,,03 - 77278118
bk.tan@linkmerge.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83880&sid=A25F37652F715CA7765BEBDEF8C60D35,LINKMERGE WIRING SYSTEMS (M) SDN BHD,"LOT 2691, JALAN NG SONG TEIK JELAPANG INDUSTRIAL ESTATE IPOH 30100 PERAK",,05 - 5269321
laiwaiyong@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100750&sid=B0E3DB1767B2FD2C2C32438C89DFD9D0,WKL ONE GROUP SDN.BHD,NO 19M (ROOM A) JALAN SS21/1A DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR,,03 - 77278118
illusiontradeservices@outlook.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76196&sid=9F4A8C5BA2147C56AF65DCFB0E769531,ILLUSION TRADE & SERVICES SDN BHD,46 JALAN LAKSAMANA 2 TAMAN UNGKU TUN AMINAH 81300 JOHOR,,016 - 2129092
fizrai@smim.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8166&sid=E5DF50601D572D188D072D458C3DF1FA,SYARIKAT METAL INDUSTRIES OF MALAYSIA SDN BHD,"LOT 9, JALAN PERUSAHAAN 2 BERANANG INDUSTRIAL ZONE BERANANG 43700 SELANGOR",,03 - 87667099
shah@camartcctv.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100804&sid=475CB95EE0261A3CDBFF550ECF9AAAB1,CAMART SDN BHD,NO 20A JALAN SUAKASIH 1/3 BANDAR TUN HUSSIEN ONN CHERAS 43200 SELANGOR,,03 - 90813424
sales@weltolen.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100791&sid=B1760373F3FA6865CF080D890F60CBDD,WELTOLEN LUBRICANT (M) SDN BHD,1025 JALAN CHAIN FERRY TAMAN KIMSAR PERAI 13700 PULAU PINANG,,04 - 3905600
contact@katsana.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100865&sid=3658EF19F3E0598250BD5C0CAF0C34A3,PIXELATED SDN BHD,FIRST FLOOR LOT 2805 JALAN DAMANSARA 60000 KUALA LUMPUR,,03 - 22601225
info@perennial-lube.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100863&sid=42DE88EDA12F01C5E3B83436860E8E71,PERENNIAL LUBE-TECH (M) SDN BHD,NO 8 JALAN INDUSTRI MAS 8 TAMAN MAS PUCHONG 47130 SELANGOR,,03 - 80626862
cc_chng70@jrseal.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100864&sid=3B21E6EF2E90887BF3EB2622B081452A,J. R. SEAL TECHNOLOGY (M) SDN BHD,219 JALAN SELINGSING 7 OFF JALAN KUCHING TITIAN WARIS BUSINES PARK 51200 KUALA LUMPUR,,03 - 62578599
admin@sunbarrier.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100887&sid=AEEC8DC33F0D3F5D51E72186B60334A7,SUN BARRIER WINDOW FILM SUPPLIES,5 JALAN TPP 5/1 TAMAN PERINDUSTRIAN PUCHONG SEKSYEN 5 47100 SELANGOR,,03 - 80601696
cksoh@premetal.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100900&sid=065FA75CE94B6C274F15D1C7DACC9F02,PREMETAL STAMPING IND SDN BHD,12 JALAN SRI PLENTONG TAMAN PERINDUSTRIAN SRI PLENTONG MASAI 81750 JOHOR,,07 - 3874907
andy.lee@absmfg.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11770&sid=7A27AE1B23B4BE79C357334303512E33,ABS MANUFACTURING (M) SDN BHD,"9, JALAN MAHIR 2 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81800 JOHOR",,07 - 8619022
info@unityforging.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100951&sid=D330BC72D4D032AF44AFDA2473AF7505,UNITY FORGING TECHNOLOGY SDNBHD,LOT 7 JALAN P4/6 SEKSYEN 4 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR,,03 - 87240987
sales@qbee.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100907&sid=ECA6E5DABD156371B8E22078820C1E3B,THE QBEE MOTOR GROUP SDN BHD,31 JALAN MOLEK 1/9 TAMAN MOLEK JOHOR BAHRU 81100 JOHOR,,07 - 3560335
sales@apollolub.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100684&sid=A70C29AA0CBBDE25882DD0F425ABAD82,SUNRISE PETROLEUM SDN BHD,NO 30 JALAN INDUSTRI 1/11 TAMAN PERINDUSTRIAN USJ 1 SUBANG JAYA 47600 SELANGOR,,03 - 80239333
sales@nsautoparts.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7272&sid=B7D7C977DBA56BDD289C6182A08F1633,N.S. AUTO PARTS INDUSTRIES SDN BHD,"LOT 64, SENAWANG INDUSTRIAL ESTATE SEREMBAN  70450 NEGERI SEMBILAN",,06 - 6770926
kenji.mkmagnet@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85542&sid=BF825E95D07387BC9534E80D1C2BC0B1,MK MAGNET SDN BHD,3 -1 JALAN SS25/41 MAYANG INDUSTRI PARK PETALING JAYA 47301 SELANGOR,,03 - 78030001
nurul.anissim@dominant-semi.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5587&sid=FEC15B2251D102F872A16F6D3A3D3604,DOMINANT OPTO TECHNOLOGIES SDN BHD,"LOT 6, BATU BERENDAM FTZ PHASE III BATU BERENDAM 75350 MELAKA",,06 - 2833566
darrendk23@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101523&sid=DD4EC7204590A532D862B67975BFAE84,FUTURE MOTOR CHAIN SUPPLIER,53-2 JALAN BB1-1 TAMAN BUKIT BERUANG INDAH BUKIT BERUANG MELAKA 75450 MELAKA,,10 - 3774569
gan@vectoratlantic.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89880&sid=770B7288A7E0DA70D2E7C97A7F4F30D5,VECTOR ATLANTIC SDN BHD,LOT 10700 JALAN PERMATA 1 ARAB MALAYSIAN INDUSTRIAL PARK 71800 NEGERI SEMBILAN,,06 - 7998386
sales@gandamaju.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64762&sid=F6C0FA7D5D4374C763B723998B0D72F7,GANDA MAJU INDUSTRIES (M) SDN BHD,"NO. 4, LENGKOK RISHAH 2 KAWASAN PERINDUSTRIAN SILIBIN IPOH 30100 PERAK",,05 - 5286255
ansari65@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100911&sid=FD50E14166F208903F824BCD2F56E79E,A&H MUTIARA TRADING,BLOCK C NO 106 JALAN SS19/7A SUBANG JAYA 47500 SELANGOR,,03 - 56114374
info@auto-triz.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102035&sid=A7FBE0C90F0622834EAFC1C26FF9A2DB,AUTOTRIZ WORLDWIDE,43 JALAN BIDARA 2/5 TAMAN BIDARA BATU CAVES 68100 SELANGOR,,0 - 1800817748
welllube@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101913&sid=ECC75CEFFB32B77D2301CF8423FBE720,WELL LUBE SUPPLIES,NO 32 JALAN 5B DESA SRI JENARIS KAJANG 43000 SELANGOR,,019 - 6472152
xinxintravelsb@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92528&sid=25F7F7F8F307BA097C7F8B22429B162A,XIN XIN TRAVEL SDN BHD,NO 4-GB BLOK H JALAN LAMBAK JOHBASE CITY SQUARE 86000 JOHOR,,07 - 7733466
rksa@rk-malaysia.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55452&sid=B9A2FD0CAAB0E84B2AD889FCCA1CEB4B,KILANG SPROCKET S. A. SDN BHD,"2440, LORONG PERUSAHAAN 10 PRAI INDUSTRIAL ESTATE PRAI 13600 PULAU PINANG",,04 - 3907841
sales@mintye.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15178&sid=B48D2C888CE41CD899587DE30D999817,MINTYE MARKETING SDN BHD,19 JALAN SEGAMBUT PUSAT  51200 KUALA LUMPUR,,03 - 62520005
garykytai@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35365&sid=9745BDB6D957A225357090987A33D171,ADVANCE LUBE ENTERPRISE SDN BHD,HS (M) 3745 PTD 153751 JALAN BERJAYA 8 TAMAN PERINDUSTRIAN BERJAYA KEMPAS LAMA 81200 JOHOR,,016 - 2288717
enquires@shiling.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82859&sid=6A09D836B338DB3B709A3D0914342A21,SHILING ENTERPRISE SDN BHD,68 & 70 JALAN SBC 8 TAMAN SRI BATU CAVES 68100 SELANGOR,,03 - 61863182
alanleong@beltongroup.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64580&sid=894EF0AE0809389025DAC862DD65909C,BELTON SPRINGS SDN BHD,"LOT 19, SUNGAI SIPUT LIGHT INDUSTRIAL ESTATE SUNGAI SIPUT (U)  31100 PERAK",,05 - 5983695
fenny@kmk.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12393&sid=AE69BB23E765317A39AF2AE78A58A006,KMK RUBBER MANUFACTURING SDN BHD,"25, JALAN P6/1 SECTION 6, BANDAR TEKNOLOGI KAJANG KAJANG 43500 SELANGOR",,03 - 87231118
chmsri@sunrich-ew.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13120&sid=08981BA80686335900A77E7F712FD35C,SUN TYRE INDUSTRIES SDN BHD,"53 & 54, SENAWANG INDUSTRIAL ESTATE SEREMBAN  70450 NEGERI SEMBILAN",,06 - 6771711
admin@spyke-fuel.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101627&sid=AAF13DA20099437F52479E36CA890A71,SPYKE TECHNOLOGIES PLT,SUITE 109 LEVEL 1 BLOCK D KELANA SQUARE JALAN SS7/26 KELANA JAYA PETALING JAYA 47301 SELANGOR,,03 - 27702853
aerofume@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8091&sid=CA823540B8F0571965359BA7C32FE317,AEROFUME SDN BHD,"16M, JALAN BA 12 KAW PERUSAHAAN BKT ANGKAT KAJANG 43000 SELANGOR",,03 - 87399000
admin@glaringventure.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93892&sid=761CBABF88DDC36ED31F28271A3BD560,GLARING VENTURE SDN BHD,NO 7A JALAN ANGGERIK VANILLA X 31/X KOTA KEMUNING  40460 SELANGOR,,03 - 51216994
jerryyong@exnlube.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76508&sid=9333AF4630D4E8D20D8F4E95D9FAAD34,ESIONAL LUBRICANTS MARKETING SDN BHD,"W-3A-06 & W-3A-07, LEVEL 3A, WEST WING METROPOLITAN SQUARE, JALAN PJU 8/1 BANDAR DAMANSARA PERDANA, PETALING JAYA 47820 SELANGOR",,03 - 77323208
halim@wwcable.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104801&sid=4E1E07D580D66496750FE9E5720297F9,WONDERFUL EBEAM CABLE SDN BHD,PLO 234 JALAN TEMBAGA SATU PASIR GUDANG INDUSTRIAL ESTATE PASIR GUDANG 81700 JOHOR,,07 - 2562122
nazim@versacorp.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90713&sid=8FC73EDE9BE8C2A3B74BE574B5C4C25D,VERSACORP ENGINEERING SDN BHD,"UNIT NO. 23A-02, UOA BANGSAR NO 5, JALAN BANGSAR UTAMA BANGSAR UTAMA 59000 KUALA LUMPUR",,03 - 22820346
deliwali@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7604&sid=7186A1390A66467769A65F6F95426FA7,DELIWALI ENGINEERING SDN BHD,"NO. 23A, JALAN RASMI 7 TAMAN RASMI JAYA AMPANG 68000 SELANGOR",,03 - 42604312
kclim999@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87492&sid=EEC01B07D90249C6682124246ED6C79D,BAE INTERNATIONAL INC SDN BHD,LEVEL 21.03 PLAZA PENGKALAN 3RD MILE JALAN IPOH 51100 KUALA LUMPUR,,03 - 40438889
lawrence.ong@cipcresin.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13576&sid=70642B7185EC0A0BB5CA63E39CF0A6B2,COLOUR IMAGE PLASTIC COMPOUND SDN BHD,"PT59218, JALAN BALAKONG JAYA TAMAN PERINDUSTRIAN BALAKONG JAYA SERI KEMBANGAN 43300 SELANGOR",,03 - 89382870
ssbm@santomas.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15279&sid=8088A79E7727723B0916F97B5C8EA4C6,SANTOMAS SDN BHD,"LOT 15, KAWASAN MIEL KULIM INDUSTRIAL ESTATE KULIM 09000 KEDAH",,04 - 4892076
ej.ong@wanjun.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10220&sid=4EBEDC9617C1B5189F58E1D268437DDC,WANJUN PRECISION MACHINING SDN BHD,"PLOT 85, LEBUHRAYA KAMPUNG JAWA NON FREE TRADE ZONE BAYAN LEPAS 11900 PULAU PINANG",,04 - 6464003
msillumines@outlook.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76197&sid=2647A787C16701DBA347547D3F9018C2,MS ILLUMINES GROUP SDN BHD,31-02 JALAN BESTARI 1/5 TAMAN NUSA BESTARI SKUDAI 81300 JOHOR,,016 - 2129092
tthtrd@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12747&sid=41A5F4BE5A257B216340A303D8268811,CAR PRO AUTO PARTS & ACCESSORIES SDN BHD,"22, JALAN MURAI SATU BATU COMPLEX  51200 KUALA LUMPUR",,03 - 62585174
info@timurautomation.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60156&sid=D373C2EBF0B5C5C6E1768D83E0DB16A4,TIMUR AUTOMATION ENGINEERING SDN BHD,NO 17 JALAN PTP 1/6 TAMAN PERINDUSTRIAN TASIK PERDANA 47120 SELANGOR,,03 - 80668363
kianmin.yau@hicomtecksee.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2709&sid=FF1C1C51791F22397F808D30420C0AAE,HICOM-TECK SEE MANUFACTURING (M) SDN BHD,"LOT 76A & 75A, JALAN SEMENTA 27/91 SECTION 27 SHAH ALAM 40000 SELANGOR",,03 - 51916077
info@kclmetal.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35640&sid=98A46404B1D800EDE8B0DBDB0517A8E0,KCL METAL INDUSTRIES SDN BHD,"60, JALAN TAMING 5 TAMAN TAMING JAYA BALAKONG 43300 SELANGOR",,03 - 89615030
diamondtechnique@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99695&sid=53ED2BFDDA42217AFA446A7C68025749,DIAMOND TECHNIQUE SDN. BHD.,NO 292 JALAN SEGAMBUT  51200 KUALA LUMPUR,,03 - 62514833
wonderlandent128@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69410&sid=DBD9F457C5AD6E54E3E8A7AB51F60672,WONDERLAND ENTERPRISE,"41,JLN DEDAP 8, TMN JOHOR JAYA 81100 JOHOR BAHRU JOHOR 81100 JOHOR",,07 - 3537051
